	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage
Insr	 0.18918	-0.20337	-0.38483	-0.16496	-0.16865	-0.78209
Rfwd3	  0.22801	 -0.24488	 -0.45078	 -0.21125	-0.035603	 -0.64887
Dctn5	 0.41911	0.008939	-0.14639	-0.23101	-0.24766	-0.79469
Fuca1	  0.10728	0.0034717	-0.056043	 -0.19578	 -0.17025	 -0.81927
Nfatc2	 0.17328	0.097958	-0.18792	-0.31736	-0.25069	-0.81175
Scai	   0.25532	 -0.041718	  0.068561	  -0.18102	-0.0028177	  -0.77058
Gm5148	 0.16857	 0.07567	-0.12269	-0.27393	-0.53997	-0.88493
5430427O19Rik	 0.13809	0.034967	-0.43386	 0.12528	-0.15142	-0.82449
Atf7	 0.17598	 0.16907	-0.25647	0.054552	-0.22993	-0.54836
Pyhin1	   0.12447	-0.0040683	  -0.31851	   0.10681	  -0.26926	   -0.6618
Taf8	 0.14294	0.085482	-0.37637	 0.20208	-0.14397	-0.58305
Zfyve9	   0.3385	  0.22507	 -0.34652	-0.064677	 -0.23758	 -0.64887
Cdyl	 0.025344	  0.20785	 -0.33003	  0.52217	-0.090879	 -0.65577
Dusp4	 -0.05157	 0.071424	 -0.22133	  0.35437	-0.050516	 -0.57463
Atg10	   0.1662	-0.022973	 -0.65897	  -0.6661	 -0.36631	  -0.5091
Tle4	 0.19831	0.082408	 -0.5256	-0.67199	-0.30866	-0.66473
Evi5l	  0.34084	0.0010138	 -0.72935	 -0.65508	 -0.30641	 -0.73445
Herc3	 0.17867	 0.18571	-0.91792	-0.51986	-0.13405	-0.58413
Ech1	-0.34599	0.067527	-0.64465	-0.49183	-0.35566	-0.70608
Vps9d1	-0.04562	 0.10992	-0.66163	-0.56652	-0.40607	-0.89339
H2afy	0.029393	 -0.1289	-0.67728	-0.41115	-0.14214	-0.91781
Mrpl34	0.032915	-0.21286	-0.62903	-0.58455	 0.01055	-0.90169
Mtmr3	-0.26781	0.014324	-0.54305	 -0.5555	-0.15347	-0.63512
Tstd3	 -0.15011	 -0.11748	 -0.52749	 -0.45858	-0.078232	 -0.67814
Tmtc4	  -0.11389	  -0.13131	  -0.37057	  -0.61492	-0.0027656	  -0.81059
Cyb5r1	0.048666	 0.37358	-0.37566	-0.49261	-0.13998	-0.79727
Nlrx1	 0.10915	 0.22753	-0.53911	-0.72746	-0.10198	-0.79548
Deb1	 0.12407	 0.24276	-0.14317	-0.65811	0.046757	-0.93123
Zfp61	 0.53564	-0.16823	-0.38405	-0.58853	-0.25739	-0.97668
Ccdc134	-0.26869	0.067674	 -0.9076	 0.07562	-0.26328	-0.81608
Fahd2a	 -0.31594	 0.085471	 -0.86653	-0.093631	 -0.21385	  -1.0762
Mccc2	 -0.45813	 0.028851	 -0.55934	-0.044521	-0.070233	  -1.0065
Ifitm5	 0.038458	  0.39809	 -0.69232	  0.16059	-0.051868	 -0.84967
Pglyrp1	-0.28451	 0.42793	-0.90766	 -0.1992	0.093581	 -1.0051
Tbl2	-0.13968	 0.35939	-0.97868	-0.18591	-0.14077	-0.60332
3110057O12Rik	-0.35315	  0.4997	-0.28293	-0.42077	-0.33039	-0.70835
Sesn1	-0.39825	 0.45381	-0.51386	-0.42942	-0.12176	-0.71124
Mgat4a	-0.62847	 0.51443	  -0.361	-0.50262	-0.22425	-0.79941
Arrb2	-0.40185	 0.26898	-0.43841	-0.75122	-0.44882	-0.91534
Fam46a	-0.43737	  0.3524	-0.16831	-0.59957	-0.66684	-0.82186
Gmfg	-0.29638	 0.26786	-0.28123	-0.58617	-0.71631	-0.79721
B9d2	-0.45013	 0.86769	-0.10882	-0.17089	-0.66639	-0.60583
Crybb1	-0.32953	 0.86515	-0.34324	-0.58638	-0.67067	-0.55842
4732471J01Rik	 -0.10696	  0.68633	 -0.33566	-0.028174	 -0.32692	 -0.18066
Foxo4	 -0.30299	  0.65066	 -0.23673	 -0.15717	 -0.21069	-0.094985
Cds1	-0.29543	 0.78987	 -0.2214	-0.11241	-0.20353	-0.40826
Commd5	-0.27423	 0.65503	-0.61015	-0.54973	-0.12399	-0.37788
Il1r2	 -0.28129	  0.80923	 -0.54928	 -0.17891	-0.091798	 -0.40321
Pisd-ps1	-0.32876	 0.58589	 -0.7957	-0.13943	-0.16388	-0.42987
Crtc1	0.098048	 0.66335	-0.24621	-0.11049	-0.81179	-0.51825
Map3k9	 0.023054	  0.81705	 -0.47804	-0.028343	  -0.6669	 -0.63069
Fam43a	0.0027701	  0.53425	 -0.38282	 -0.26669	  -0.4796	 -0.59506
Lpcat2	0.021188	 0.65782	-0.37603	-0.28076	-0.33201	-0.33662
Ubfd1	 0.26804	 0.63961	-0.44362	0.018138	-0.24203	 -0.5441
2610015P09Rik	 0.25342	-0.05716	-0.65734	 -1.0742	-0.73101	-0.80533
Slc25a38	 0.24056	 0.12647	-0.59534	 -1.1496	-0.67893	 -1.1915
Cdc6	 0.38489	-0.29138	 -0.2964	 -1.0507	-0.74008	 -1.2056
Rab7l1	   0.41754	-0.0011807	  -0.11019	  -0.87424	  -0.72647	  -0.90836
E2f7	  0.35595	-0.048227	 -0.51241	 -0.70047	 -0.96605	   -1.069
Rundc1	 0.49335	 0.27107	0.023113	-0.44392	-0.54952	 -1.4238
Zfp710	 0.52823	 0.25998	-0.65344	-0.57369	-0.83367	 -1.4498
Aif1l	 0.58023	 0.60401	-0.66149	0.089885	-0.55151	 -1.1221
Mical2	  1.0692	 0.21501	-0.79508	0.092222	-0.45717	-0.98713
Dck	 0.25671	 0.45358	-0.95962	-0.50536	-0.58058	-0.41651
Glcci1	 0.46181	 0.63016	-0.68511	-0.53677	 -0.3987	-0.73153
Khnyn	 0.57514	 0.51471	-0.68272	-0.35595	-0.25714	-0.52545
Gale	 0.63537	 0.17671	-0.18029	-0.13494	-0.62658	-0.83366
S100a1	 0.76499	 0.16475	-0.10768	-0.16514	-0.67746	 -0.5183
Irf1	 0.64819	 0.37131	-0.26143	-0.60905	-0.68479	-0.95833
Nxpe5	 0.69425	 0.31296	-0.65306	-0.36199	-0.67077	-0.80086
1700084E18Rik	   0.8331	  0.16231	0.0017917	  -0.1109	  0.82898	-0.039435
D130020L05Rik	   0.7398	 0.095747	 0.033486	-0.065291	   0.7708	  0.18972
Rdh11	  0.72417	 0.046281	  0.14298	-0.035777	  0.57446	 -0.11522
Gna11	  0.90866	-0.093846	 -0.28345	-0.078963	  0.95685	-0.049847
Chst1	  1.1952	 0.24312	-0.54728	0.049494	  0.7585	-0.06454
Dact3	 0.57284	-0.33801	 0.19844	 0.33661	  0.9571	 0.06774
Elp6	  0.40942	 -0.33886	  0.14618	 0.026403	  0.94809	-0.010946
Spata2	  0.31808	-0.079371	  0.10289	  0.30765	  0.81533	 -0.24689
Ppih	   0.4588	 -0.15171	  0.19011	-0.031118	   1.3115	 -0.27548
Ffar4	  0.72676	-0.042165	 0.040383	  0.64226	  0.97264	 -0.38405
1810021B22Rik	 0.23486	 0.60912	 0.43881	 0.16004	  0.9238	-0.36693
Pet100	0.051103	 0.22777	 0.21365	 0.31404	 0.91874	-0.61505
Fbxo25	  0.20972	   0.1608	-0.027423	-0.096025	  0.80967	 -0.29423
Ocel1	 0.30765	0.087364	 0.11206	-0.13649	 0.94235	-0.51851
Pigx	 0.13193	  0.4419	 0.26255	-0.32879	 0.87733	-0.44847
2810403D21Rik	0.069629	 0.32184	 0.10139	0.020312	 0.42714	-0.53858
Icam1	 0.19478	 0.57082	-0.15849	 -0.1241	 0.46492	-0.36426
Zdhhc23	 0.39194	 0.61924	 0.08738	-0.12198	 0.64251	-0.39823
Gm608	 0.45753	 0.21303	  -0.389	-0.16369	 0.43811	-0.39972
Snord68	 0.52376	 0.30715	-0.14676	0.056881	 0.55926	-0.30294
Paqr4	 0.58646	 0.60884	-0.30119	  0.1456	 0.40538	 -0.1519
Sfi1	 0.48284	 0.61569	-0.20755	 0.11179	 0.19444	-0.37587
Dbn1	  0.7717	 0.16275	-0.37823	-0.56579	  1.0949	-0.22543
Dync2li1	  0.63073	-0.012387	 -0.23038	 -0.42616	   1.3511	  -0.4315
Vcpkmt	 0.41987	-0.33563	-0.43571	-0.55738	  1.1051	-0.21213
Lct	 0.14077	 0.21586	-0.31791	-0.80242	  1.6119	-0.51397
4930539J05Rik	   0.5917	 -0.58804	  0.67661	   0.4331	  0.52508	-0.004554
9330175E14Rik	  0.9662	-0.66124	 0.40509	 0.26694	 0.26533	-0.34961
Ly6i	 0.72946	-0.74103	 0.32636	 0.28722	 0.51904	-0.36404
C030034I22Rik	 0.78638	-0.49116	   -0.21	 0.08883	 0.55981	-0.50034
2310011J03Rik	    0.202	-0.079825	  0.29307	 -0.11903	  0.86563	  0.10148
Slc27a4	  0.18592	-0.019663	   0.3599	 -0.16484	  0.76995	 -0.17909
Wdr60	 0.34739	 0.14042	 0.31932	-0.34126	 0.80377	 0.18294
Ggh	0.076767	-0.12858	 0.42992	-0.37023	 0.93752	 0.24262
Vpreb3	  0.11704	-0.092144	   0.6784	-0.084352	  0.92143	 -0.13879
4933416M07Rik	  -0.30516	 -0.097016	   0.56381	   -0.4094	   0.78019	-0.0010605
Ap5m1	 -0.11652	 -0.19569	   0.2626	 -0.45581	    0.655	-0.089065
Smad9	-0.10976	0.090971	 0.46459	-0.10624	 0.64251	 0.12022
9530027J09Rik	 0.010269	-0.096997	   0.9089	 -0.62382	  0.79306	-0.018046
Tmem216	  0.14697	-0.083586	   1.2509	 -0.47949	  0.68736	  0.13258
Adam3	 0.28973	 0.68851	 0.70514	-0.27567	 0.54732	 0.30943
Zfp874a	 0.31478	 0.65814	 0.98933	-0.28255	 0.46869	 0.22221
Prkag1	 0.53411	 0.59539	  0.7356	-0.28847	 0.38013	 0.17868
Kcnab2	 0.1659	0.51887	0.76896	-0.4993	0.14624	0.31399
Mgat1	-0.049985	  0.41415	  0.74421	 -0.43668	  0.32143	  0.24946
Lyrm2	 0.35353	   0.477	   1.069	-0.39155	0.028883	 0.38962
Map7	-0.0025859	   0.73937	   0.89248	  -0.58524	   0.30762	   0.78517
Cass4	 0.14486	 0.16756	 0.54884	-0.91648	 0.62949	 0.53164
Lin52	  0.18025	-0.080096	  0.45927	 -0.52495	  0.76306	  0.57722
Tmc4	0.34865	0.18835	0.47088	-0.6649	0.90449	0.42339
Ddx28	 0.45312	 0.43346	 0.37784	-0.94567	 0.48779	 0.43824
Emb	 0.43982	 0.25191	 0.37857	-0.58882	  0.4426	 0.12107
Mybl1	0.60852	0.26466	0.22233	-0.5999	0.65772	0.16788
Sept10	0.45742	0.19599	0.17067	-0.5294	0.59418	0.30306
Fam160b1	 0.39975	 0.32542	 0.11024	-0.53891	 0.28528	 0.23265
Fgfrl1	 0.53106	 0.36542	 0.45921	-0.37783	  0.5236	 0.54113
4930581F22Rik	-0.21903	  0.5717	 0.47382	-0.24742	 0.92564	0.045344
Prkca	 -0.34203	  0.72697	  0.43786	 -0.94008	  0.73685	-0.089209
Dnase1l2	 -0.7526	 0.38007	-0.16311	-0.96587	 0.85639	 0.25416
1110006O24Rik	  0.91758	 -0.16659	 -0.51948	 -0.59872	 -0.55837	-0.069267
Ern2	 0.50207	 0.09871	-0.65486	-0.60741	-0.72485	 0.14582
Bambi-ps1	 0.75233	 0.12571	-0.46921	-0.90307	-0.28877	-0.48576
Tbc1d14	 0.96868	 0.34343	-0.57976	-0.57374	-0.42319	-0.44235
Skp2	 0.84853	  0.2331	-0.22542	-0.83957	-0.64367	-0.23419
Klhl42	  1.1419	 0.36994	-0.49028	-0.38538	-0.82048	  0.1458
Jag2	 0.60834	 0.48717	-0.95444	-0.76327	 -1.0957	-0.34382
1700066M21Rik	   0.55481	  -0.14232	   -0.5706	  -0.12943	  -0.45672	-0.0013955
Brms1l	     0.55	-0.055271	 -0.46183	  -0.1942	 -0.59042	 -0.12034
Cbx1	  0.42431	 -0.51272	 -0.46425	 -0.13044	  -0.6018	-0.036043
Rtn4rl2	  0.56954	 -0.43853	 -0.66199	   -0.129	 -0.44854	-0.041843
Ctrl	 0.74567	-0.11059	-0.47463	  0.1703	 -0.8029	 -0.2889
Olfr543	 0.57284	-0.13439	-0.59584	  0.1216	-0.70835	-0.26606
Kif5a	  0.82892	  0.13384	 -0.51657	-0.012776	 -0.58595	0.0055523
Vmac	  0.98318	-0.015093	 -0.65966	  0.08648	 -0.28387	 -0.04026
Aim1l	   0.34136	0.00077267	 -0.072631	  -0.81642	  -0.51617	   0.35658
Nomo1	  0.14885	-0.047883	  -0.1743	 -0.59577	 -0.55166	  0.15398
Gpr137c	 0.64087	-0.41432	-0.19526	-0.83337	-0.50945	 0.15131
Klhdc9	 0.55484	-0.34372	-0.19161	-0.42464	-0.26752	 0.32792
Cog7	 0.42459	-0.14639	-0.48299	-0.44092	-0.22439	 0.35912
Phkg1	 0.26673	-0.35528	-0.62019	-0.43869	-0.20307	  0.2901
Sgip1	 0.43572	-0.25338	-0.84424	-0.51341	-0.45478	 0.40341
2700062C07Rik	 0.93183	-0.40394	-0.15232	-0.11399	-0.64705	0.033141
Gm5468	    1.0674	  -0.13036	-0.0072749	  -0.32716	  -0.30139	   0.19782
Epm2a	  0.68713	 -0.56277	0.0089595	 -0.69956	 -0.66958	 -0.26872
Mir3473g	  0.9455	-0.38515	 0.24985	-0.42309	-0.31969	  -0.252
2610301B20Rik	 0.42091	0.010317	-0.53346	-0.59292	 -1.3727	 0.55191
Arhgap33	 0.33789	0.017193	-0.64244	 -1.0712	 -1.3339	0.084557
Capn3	   0.736	-0.37531	 -1.0182	-0.58368	 -1.0277	 0.16217
2610044O15Rik8	  0.5992	 0.26713	 0.32288	-0.31158	 -0.3627	 0.56505
Zswim5	  0.8255	 0.31186	 0.26298	-0.39215	-0.58264	   0.607
Tmem163	 0.41581	 0.17317	 0.12095	-0.20656	-0.70275	 0.54341
Tulp2	 0.39702	0.018564	-0.18571	-0.14458	-0.77858	 0.40313
2810429I04Rik	  0.35767	  0.69687	-0.045681	 -0.39246	 -0.86703	  0.75079
Dcun1d2	  0.2913	 0.57365	0.065372	-0.59314	-0.73334	  0.2621
Gal3st4	  0.45032	  0.47766	-0.066088	 -0.40751	 -0.63897	  0.24743
AI661453	 0.76357	 0.09749	-0.26517	 0.13081	  -0.859	 0.65453
Armcx6	 0.52625	 0.43179	-0.52361	 0.08913	-0.66562	 0.50373
Sema4g	  0.5261	0.096884	-0.50301	 0.27728	-0.81793	 0.31465
Pwwp2b	  1.0002	 0.32033	 -0.5534	 0.15894	-0.82143	 0.38822
Zdhhc2	 0.76857	   0.186	 -0.7307	 0.10542	-0.94717	 0.23231
Fbxo44	  0.66778	  0.41455	-0.022141	  0.14105	 -0.56191	  0.30134
Pomt2	 0.66452	 0.53187	 0.17685	 0.31531	-0.69374	  0.5153
Gigyf1	 0.51881	  0.3702	-0.27936	 0.27344	 -0.6227	 0.56826
Jmjd4	 0.65747	 0.30912	-0.18735	 0.40257	-0.48606	 0.43817
Mex3a	 0.75077	 0.28693	-0.19479	 0.60095	-0.59893	 0.66362
Kcnk3	 0.68075	 0.37664	-0.22047	0.097426	-0.28697	 0.67172
Mapk11	  0.2608	 0.53659	-0.54108	0.034225	-0.71829	 0.90583
Rltpr	 0.34337	  0.1664	-0.64052	 0.21988	-0.50996	 0.80623
Armc6	0.0072805	  0.23207	  -0.2354	 -0.43993	  -1.0755	  0.31898
Ighmbp2	-0.23322	 0.36842	-0.36183	-0.33985	 -1.4476	 0.47511
Ext2	-0.078538	  0.51681	  0.15825	 -0.13807	  -1.5701	  0.46426
Cst7	   0.8284	-0.021145	 -0.42288	-0.090417	  -1.3391	  0.48168
Dancr	  0.87101	   0.1789	-0.090292	-0.060113	  -1.6613	  0.22432
Ildr1	   0.31069	   0.44303	  -0.20733	-0.0048875	   -1.2773	   0.54321
Trmt61a	 0.18643	0.077867	-0.13454	0.088552	 -1.3659	 0.33513
Znhit2	 0.46011	 0.25734	-0.07675	 0.32619	 -1.6705	 0.53223
1700012D01Rik	-0.31499	  0.2856	  -1.182	 0.30569	 -0.4037	-0.21569
1700029N11Rik	 -0.5935	  0.0696	-0.78629	-0.14043	-0.53231	0.038064
Naa40	 -0.3021	 0.10243	-0.89817	0.028499	-0.73306	0.019329
Hoxa7	-0.47619	 0.40201	-0.97751	   0.346	-0.70614	 0.21562
Fxn	 -0.31324	-0.025557	  -1.1553	  0.49807	 -0.85212	  0.14414
Mir6992	0.043082	-0.11459	-0.97734	 0.62193	-0.87983	 0.10823
Chd3os	 0.40934	  0.1248	  -1.043	 -0.4242	-0.57954	 0.64269
Fan1	 0.16421	0.061218	-0.72708	-0.41031	-0.67526	 0.53146
D630045J12Rik	 0.10931	-0.13571	 -1.1859	 -0.2041	-0.67293	 0.63184
Efcab8	 0.26279	-0.50723	-0.90481	 -0.4815	-0.60233	 0.71743
Gtf2ird1	  0.4813	 -0.5289	 -1.0875	0.083438	-0.80655	 0.54325
Recql4	 0.44489	-0.36694	-0.90912	0.074814	-0.93384	 0.56319
Mir1956	 0.22413	-0.60113	-0.98905	 -0.1778	-0.83924	 0.38265
Stmn1-rs1	0.090892	-0.33198	 -1.0681	 0.31751	-0.71791	 0.36226
Zfp229	 0.33038	-0.12089	 -1.2143	0.088369	-0.63574	0.096247
Calml4	-0.056272	  0.19822	 -0.51796	 -0.18955	  0.49667	  0.81558
Map4k3	-0.025111	-0.051695	 -0.41378	 -0.29934	  0.31516	   1.0366
Ccdc106	-0.22228	  0.1181	 -0.2332	-0.38774	-0.23622	 0.96105
Dapk1	-0.17848	 0.10341	-0.22673	-0.63569	 0.15503	  1.0491
Mllt4	-0.078703	-0.060617	 -0.60415	 -0.85857	  0.42225	   1.2979
Hsbp1l1	0.070208	0.095616	-0.62872	 0.29242	-0.10613	  1.1256
Rsad1	 -0.1865	-0.19241	-0.55056	 0.34548	-0.21321	  1.2186
Mc1r	 -0.31827	  -0.5597	-0.060868	   0.3071	 -0.15542	   1.1957
Plekhh1	-0.30604	-0.43663	-0.18593	 0.28262	-0.23268	  1.1539
1700017G19Rik	-0.39572	-0.23253	-0.48282	   1.057	  0.1462	 0.15457
Sptbn1	-0.051338	 -0.31512	 -0.22332	   1.1207	 0.098627	-0.058282
Dnajb2	 -0.41534	 -0.19724	 -0.31492	    1.214	-0.092389	 -0.28131
Gspt2	-0.44325	-0.70836	-0.44631	  1.1469	 -0.1861	-0.10721
Lrrc75a	-0.081453	 -0.70262	-0.050634	  0.69424	-0.033364	-0.040232
Rnu12	 -0.17898	 -0.60173	  -0.3944	  0.76374	-0.019371	-0.024313
Scamp5	  0.047804	  -0.63847	  -0.58477	   0.72579	-0.0041838	  -0.13838
Tnni1	-0.01607	-0.69168	-0.70836	 0.78956	0.051533	-0.33591
9830147E19Rik	-0.43073	-0.13884	-0.78088	  1.2709	-0.41914	 0.13273
Hebp1	-0.32602	 0.19902	-0.48145	    1.28	-0.11576	 0.22253
Snora62	-0.53353	 0.34021	-0.61033	 0.92438	-0.36472	 0.30225
Zfp503	-0.66118	 0.56418	-0.45204	  1.0906	-0.10556	 0.16869
Bbs10	 -0.17703	-0.044028	 -0.66835	   0.8401	 -0.10256	  0.75869
Fkbpl	-0.42178	 0.13978	-0.83325	 0.52071	 0.11538	 0.18999
Nav2	   -0.45638	-0.00012425	   -0.76517	    0.73641	    0.19772	    0.32985
Ppp1r16a	-0.20519	 0.20657	-0.79888	 0.73755	 0.21237	  0.2752
Rpp40	-0.28492	 0.19649	-0.77331	  1.0008	 0.43912	  0.2312
Col9a3	-0.30498	 0.39099	 -1.1306	  1.0715	-0.57588	-0.35534
Trib2	 0.15351	 0.18169	-0.90221	  0.7573	-0.31147	-0.41946
Gkap1	-0.30605	 -0.1833	 -1.1353	 0.93961	0.080506	 -0.1658
Slc29a2	-0.20864	-0.48364	 -1.0488	 0.82296	-0.33841	-0.23716
Snai1	 -1.0993	-0.56351	-0.67989	 0.75528	 0.75179	 0.28579
0610005C13Rik	-0.15606	-0.69274	 -0.6896	 -0.3127	-0.62276	-0.15496
AA415398	-0.16688	 -0.7527	-0.68479	-0.20281	-0.55402	-0.28588
Pigl	-0.29308	-0.72094	-0.89567	-0.13621	-0.48649	-0.25965
Nsun2	-0.13002	-0.47822	-0.80841	-0.10596	-0.36557	-0.15705
Pigg	-0.065344	 -0.55626	 -0.54471	-0.086719	 -0.34277	 -0.11569
Mbtps2	-0.18581	-0.76579	 -0.9227	-0.40064	-0.32001	-0.18943
Snord17	-0.24469	-0.91036	-0.99452	-0.21834	-0.29971	-0.37818
AW554918	0.0049247	 -0.51792	 -0.71391	 -0.16479	 -0.35689	 -0.44497
Dzip3	 -0.15584	 -0.59909	 -0.72733	-0.019652	  -0.1904	 -0.46893
Tmub1	0.061864	-0.82716	-0.91096	-0.10961	-0.24386	-0.49094
Coq3	0.072083	 -1.1629	 -0.8018	-0.21013	 -0.7106	-0.48245
Gm4285	0.046746	 -1.0244	-0.76354	-0.32991	-0.61756	 -0.3371
Dus3l	-0.22341	 -0.2894	 -1.0966	-0.37049	-0.65618	-0.45287
Rbbp9	-0.051327	 -0.42361	 -0.96864	 -0.34635	 -0.48026	 -0.48357
Hspbp1	 0.04337	-0.37535	 -1.1415	-0.32355	-0.78097	-0.36905
Hist1h3f	-0.030182	 -0.67482	  -1.0826	 -0.36079	 -0.82114	 -0.66566
Parp8	-0.33658	-0.51788	 -1.0725	-0.46958	-0.80832	-0.64977
Flywch2	-0.053672	 -0.56257	  -1.2153	  -0.5962	 -0.69374	 -0.17265
Lrrc2	  0.17437	 -0.54886	  -1.0961	 -0.41953	 -0.59651	-0.040092
Ifrd2	  0.077966	  -0.75604	  -0.93001	  -0.17183	  -0.64073	-0.0038494
Mir3058	 -0.12171	 -0.73185	  -1.0781	-0.057193	 -0.91705	 -0.36204
Zfp94	-0.34956	-0.39227	 -1.2544	0.080017	 -1.0459	-0.37062
Erlin2	-0.22424	-0.43891	-0.54477	 0.34329	-0.48511	 0.10645
Pfpl	-0.25431	 -0.6937	-0.55748	 0.15736	-0.69579	 0.07141
Rita1	 -0.32114	 -0.67422	 -0.62965	  0.45817	  -0.7179	-0.012842
Fcamr	0.049239	 -0.5882	-0.62428	 0.30091	 -0.6713	-0.25538
Mir7061	  0.13926	 -0.44457	 -0.87098	  0.21129	 -0.84406	-0.084083
Myoz3	 -0.43599	 -0.42247	 -0.95321	    0.316	 -0.35798	-0.036954
Rnf123	 -0.3421	-0.34804	  -1.047	0.090137	-0.69938	-0.16092
Chic1	-0.0066241	  -0.75735	   -0.7863	   0.42367	 -0.051848	  -0.87841
Hdac11	-0.34384	 -0.5979	-0.79037	0.017743	-0.14133	-0.83387
Tbc1d19	-0.29476	-0.76831	-0.92657	 0.10493	-0.15738	-0.67684
Ivd	-0.34334	-0.65914	-0.73876	 0.40745	-0.37869	-0.82314
2810008D09Rik	-0.0035351	  -0.51209	  -0.50175	  -0.19522	  -0.83404	   0.07366
Adam12	-0.071317	 -0.40887	 -0.75748	 -0.24613	 -0.77728	 0.066891
Galm	-0.086338	  -0.3729	 -0.63573	 -0.28458	 -0.87994	 0.079205
Asic3	 -0.40792	 -0.31204	 -0.45785	-0.042319	 -0.83647	  0.15045
Ift172	  -0.442	-0.26598	 -0.4564	 0.08557	-0.85315	 0.35645
Ggcx	-0.17638	-0.24118	-0.36569	-0.12957	-0.80591	 0.17965
Gss	-0.34685	-0.11072	-0.44972	-0.18987	 -0.9225	  0.1387
Ggn	  -0.30383	  -0.51156	  -0.39236	  -0.25802	   -1.0309	-0.0051526
Phf20	 -0.29992	 -0.45921	 -0.43133	 -0.19384	 -0.86065	-0.028856
Hint3	 -0.47767	 -0.26845	 -0.40406	 -0.13936	 -0.86548	-0.082398
Strada	-0.43373	-0.28411	-0.71423	-0.14296	 -0.9155	-0.12796
Heatr6	-0.41814	-0.67394	-0.73443	-0.01525	-0.98354	 -0.1119
Hvcn1	-0.31169	-0.50264	-0.59599	0.023138	 -1.2058	0.069267
Aamdc	-0.039833	 -0.24154	 -0.68423	 -0.26239	  -1.2988	 -0.35855
Morn2	-0.20746	-0.32077	-0.78447	-0.40085	 -1.2629	-0.20118
Pgap3	-0.025327	 -0.23025	 -0.70957	 -0.52445	  -1.4642	-0.023849
Krtcap3	 -0.31057	-0.063102	  -0.8008	 -0.24923	  -1.4506	-0.030683
Trmt61b	  0.10368	-0.040207	 -0.65044	 -0.29924	  -1.2374	-0.008864
Wdr90	   0.286	-0.18989	-0.82152	-0.23425	 -1.2938	0.063095
Gm20337	-0.13658	-0.10508	-0.47077	-0.18103	 -1.0371	0.011245
Rhot2	 -0.17304	 -0.13111	 -0.45767	-0.067136	  -1.1298	  -0.2114
Hdac8	-0.016911	 -0.32813	 -0.61289	-0.010808	   -1.132	 -0.23806
Pigo	 -0.33065	 -0.33168	 -0.54546	-0.057112	   -1.331	 -0.31977
Pop5	-0.16322	-0.21782	-0.66904	0.023589	 -1.3107	-0.26638
Chst14	-0.12365	 0.18245	-0.51013	0.042815	-0.94991	0.053925
L3mbtl2	  0.11852	-0.050962	 -0.61861	 -0.21955	 -0.91421	-0.085589
Nudt13	-0.034884	-0.096476	 -0.71317	 -0.21221	 -0.93986	-0.031916
Samd15	-0.063217	  0.13226	 -0.77564	 -0.25188	 -0.86745	 0.063868
Snx29	-0.098834	  0.25083	 -0.99765	-0.055778	 -0.92714	  0.33648
Zfp563	 0.018245	  0.16998	 -0.96527	-0.016907	  -1.2307	   0.1277
Acad10	-0.53223	-0.67197	-0.76055	-0.35539	 -1.6844	-0.12337
Ltb	 -0.73603	 -0.48986	 -0.73936	 -0.19313	  -1.3481	-0.076815
Tbc1d16	 -0.5474	-0.31534	 -0.8253	-0.28845	 -1.5055	-0.29902
Dnase1l3	-0.19477	-0.59721	-0.41744	-0.39945	 -1.2837	-0.20059
Ficd	   -0.198	 -0.53187	 -0.32842	 -0.27937	  -1.2389	-0.090472
Rnaset2b	-0.45397	-0.50721	-0.56482	-0.50025	 -1.2488	0.023686
Pigv	-0.34373	-0.76082	-0.33521	-0.31747	 -1.6071	-0.12864
Mirlet7g	-0.12199	-0.81485	-0.76551	-0.52689	 -1.3823	0.061085
Aars2	-0.073076	  0.14231	0.0025006	 -0.35814	   -1.161	-0.051818
Dclre1a	 -0.15528	 0.013996	-0.026702	0.0054854	    -1.32	-0.018659
Gnmt	 -0.17177	 -0.13869	 -0.15916	-0.019856	  -1.1709	0.0099736
Mrps16	 -0.24641	 0.021909	-0.073258	 -0.16609	  -1.1077	 0.006448
Amigo3	-0.21919	-0.40447	-0.10394	-0.21239	-0.74256	 0.28229
Cyb561	 -0.13608	 -0.32587	-0.061607	 -0.17853	   -1.015	  0.26694
Catsperd	-0.050683	 -0.27421	 -0.24373	 -0.37466	  -1.0828	   0.4592
LOC100503676	 -0.18305	 -0.18419	-0.093709	 -0.45622	  -1.2342	   0.3321
Paqr5	0.070892	-0.14483	-0.27053	-0.49682	-0.91551	 0.16904
Col11a2	  0.21687	 -0.35425	  0.18774	-0.042443	  -1.2093	  0.17913
Kcnab3	   0.10918	  -0.33873	  0.078603	-0.0030476	   -1.1335	   0.10253
Nradd	  0.19415	 -0.11818	  0.16279	 -0.26552	 -0.96398	-0.087465
Smim8	    0.389	 -0.49736	 0.083957	-0.096734	 -0.73746	 -0.18103
Tmem60	 0.30474	-0.33358	 0.16328	-0.15667	-0.82314	-0.10326
Naglu	  0.47635	  -0.3265	 -0.36797	 -0.13388	 -0.97721	-0.028375
Rps4l	   0.40242	 -0.058137	  -0.37018	-0.0012507	    -1.311	 -0.012318
