	IL17pos_SC_EAE_1	IL17pos_SC_EAE_2	IL17neg_SC_EAE	IL17pos_SI_SS	IL17pos_SI_mock	IL17pos_SI_EAE	IL17neg_SI_EAE	IL17neg_SI_SS	IL17neg_SI_mock
1700054K19Rik	0	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	0	0	3.85900195	0	0	0	0
1700054O13Rik	0	0	0	0	0	0	2.796237399	0	0
1700055C04Rik	0	0	0	0	0	0	0	0	0
1700055N04Rik	0	0	0	0	0	0	0	0	0
1700056E22Rik	82.52326914	130.5819522	72.95585085	43.08219616	56.82749511	80.65870109	206.6555346	65.75434541	103.1330637
1700057G04Rik	0	0	0	0	0	0	0	0	0
1700057H15Rik	0	0	0	0	1.752301906	0	0	0	0
1700060C16Rik	0	0	0	2.392218414	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	10.48458127	31.11675412	6.022621535	61.4032199	66.74057886	38.77186778
1700061G19Rik	34.13034677	10.52078069	36.36057261	12.57010898	11.89138483	12.99708712	24.60916711	19.58291205	18.79575554
1700061I17Rik	0	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	4.06138613	4.352555366	19.37665295	0	2.18493021	0	31.49159187
1700063O14Rik	0	0	0	0	0	0	0	0	0
1700064J06Rik	0	0	0	0	0	0	0	0	0
1700064M15Rik	0	0	0	0	10.64964879	0	0	0	0
1700065D16Rik	4.403973579	14.25414823	14.3022654	17.88222871	2.843138854	35.21837626	17.95332555	30.81139655	4.928816477
1700065I16Rik	0	0	0	51.43269591	57.24186226	0	0	0	0
1700065J11Rik	0	0	0	0	4.012280065	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0	0
1700065L07Rik	0	0	0	0	2.704339949	0	0	0	0
1700065O20Rik	0	0	0	2.197978458	0	0	0	0	0
1700066B17Rik	0	0	5.422830068	0	3.234003518	106.8268638	5.834710053	0	0
1700066B19Rik	2.124600672	1.146100311	5.749845779	15.40516052	10.97288094	10.6189593	3.093281787	4.954761319	3.566699463
1700066M21Rik	79.61423471	160.8138435	96.7182572	95.95524578	81.09422456	106.1119019	131.8834629	146.4711151	101.9725742
1700066N21Rik	0	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	5.695707688	0	0	0	0
1700067K01Rik	1.226937289	1.323724713	6.640965789	35.58535234	4.75255314	4.905880826	1.429073357	14.30664477	39.82156338
1700067P10Rik	0	0	0	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0
1700071M16Rik	0	1.85870154	2.797463827	116.9227737	32.25415814	44.77569469	6.019878961	36.15948869	31.81385039
1700072B07Rik	0	0	0	0	0	0	0	0	0
1700072O05Rik	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	1.010512407	0	0
1700074H08Rik	0	0	0	0	0	0	0	0	5.442422581
1700074P13Rik	0	0	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	1.971591123	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0
1700084C01Rik	0	0	0	2.143028996	0	0	0	0	2.067364689
1700084E18Rik	30.64516177	13.2250469	16.58711271	3.555255478	7.913621511	12.25339819	14.27756239	14.29345892	37.72702381
1700084F23Rik	0	0	0	0	0	0	0	0	0
1700084J12Rik	0	0	0	14.77546668	2.349187234	26.67474827	6.357519231	2.121532548	0
1700085C21Rik	0	0	0	2.852090346	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0
1700086O06Rik	10.06051453	6.512485275	17.42525123	16.34019083	23.38169866	72.4081291	23.43593826	53.96267282	45.03789942
1700088E04Rik	0	0	0	7.388575629	0	0	0	0	0
1700091H14Rik	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	11.71884211	0	0	0	0	0
1700092M07Rik	49.00000077	94.40247295	26.52192021	44.66523592	63.26732145	9.329780377	97.8388749	44.89274532	39.17112042
1700093K21Rik	0	0	0	0	9.00658672	0	2.708243915	0	0
1700094D03Rik	69.57055324	93.12832914	126.4498212	156.9386427	104.2441405	84.71211631	140.5558479	114.1722915	145.6300551
1700094J05Rik	10.67201622	28.78470589	31.77006061	29.40485122	24.11392392	42.67181396	65.25862769	41.99868396	34.33857497
1700094M24Rik	0	0	0	0	0	0	0	2.335602851	0
1700095A21Rik	0	0	0	0	1.606413347	1.65823973	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0
1700096J18Rik	38.08370104	22.12428	9.513841739	23.79045405	49.17252485	19.52266819	71.65512313	40.99137338	9.835920105
1700096K18Rik	83.52657136	54.46547094	110.2922799	35.14035124	52.14579585	94.19923183	79.11286985	51.37359148	50.3358359
1700097N02Rik	286.461543	129.0576766	100.5277179	16.43411585	10.16127732	25.17384528	21.99927365	9.17656978	14.09233208
1700100L14Rik	0	18.93586261	0	4.524870608	15.10782288	28.59126245	4.54286076	0	0
1700101E01Rik	0	0	0	0	0	0	3.327852888	3.331558094	3.197642483
1700101I11Rik	0	8.901473876	8.931522228	0	0	2.199327881	0	9.62059735	0
1700101O22Rik	0	0	0	0	0	0	0	0	0
1700102H20Rik	8.260869695	0	8.942617286	105.4210537	149.3265972	88.08239859	38.48734209	19.26509681	55.47214569
1700102P08Rik	12.1129328	2.61369324	15.73509708	49.18427204	34.40767677	67.80660056	36.68215255	31.07330277	10.84519181
1700104L18Rik	0	4.799055481	0	0	0	0	0	0	0
1700105P06Rik	0	0	0	0	0	6.387957736	13.95599567	0	2.681986623
1700106J16Rik	0	0	0	0	0	0	5.083233861	0	0
1700108F19Rik	0	0	0	0	0	0	0	8.933411825	0
1700108J01Rik	0	0	0	0	3.669350145	0	0	0	9.541683179
1700109G14Rik	0	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0
1700109H08Rik	174.8531496	329.1279504	334.2662792	265.4358712	237.7738894	552.8710414	452.8183825	383.9143103	455.9189708
1700109I08Rik	0	0	0	3.896416357	0	0	0	0	0
1700109K24Rik	0	0	0	39.63620602	3.150928198	1.626291992	0	12.80510334	2.731197387
1700110C19Rik	46.0526323	1.987420483	9.970646697	10.68546314	14.27082439	9.82082145	10.72794681	0	0
1700110I01Rik	0	0	0	0	0	0	0	0	0
1700110K17Rik	75.14124412	206.7254153	150.4835344	169.9894187	203.7422216	87.63141174	122.5289111	124.8557863	121.9394766
1700111N16Rik	0	0	0	0	1.517010484	0	0	0	0
1700112E06Rik	0	0	1.580418642	10.16233289	0	0	1.700456113	0	0
1700112H15Rik	0	0	0	7.933063636	2.207269753	0	0	0	0
1700112J05Rik	0	50.22211561	7.198806915	3.857452193	8.586279339	17.72658272	13.55476079	0	1.86062822
1700113A16Rik	238.1281828	259.832483	292.9321227	266.8430815	190.4179955	243.4474737	280.5112537	238.2267388	310.420171
1700113H08Rik	0	4.273767949	2.144097369	12.63796698	10.22937226	6.599621265	0	1.154758223	11.08341456
1700119H24Rik	0	0	0	2.633073169	0	0	0	0	0
1700120C14Rik	3.427835105	0	11.13217564	3.976754838	4.425917185	13.70612066	31.94052617	11.99103319	11.50904054
1700120E14Rik	0	0	3.726090536	0	0.888848793	10.09277484	0	1.605424734	0
1700120G07Rik	0	0	0	3.490906962	9.712985678	2.005269538	0	0	0
1700120K04Rik	0	13.21286914	13.2574713	51.14853737	22.13773679	29.38107633	22.82306474	54.26512995	43.86011273
1700121L16Rik	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0
1700123I01Rik	0	0	0	8.609316736	9.58171284	6.593893137	1.920787997	9.614632938	4.61408114
1700123K08Rik	0	0	0	0	1.640167973	0	0	0	0
1700123L14Rik	0	0	0	0	1.008371032	0	0	0	0
1700123M08Rik	6.238274019	14.80684191	17.55806565	1.447449228	35.44055262	38.24684826	13.07883647	2.909644077	8.378063279
1700123O12Rik	0	0	2.534791167	2.716515629	6.046675591	0	0	0	0
1700123O20Rik	418.9253639	359.2991104	331.5490745	506.430992	695.4477178	480.4664029	613.4136624	637.9051919	535.829408
1700123O21Rik	0	0	0	4.571795192	2.544082767	0	0	0	0
1700124L16Rik	69.19075253	0	0	53.51378765	4.963167248	0	4.477212483	26.89318427	47.32233623
1700125G02Rik	0	0	0	0	0	0	0	0	0
1700125G22Rik	35.52845584	0	1.672196728	1.792079997	3.988979949	10.29418276	0	0	0
1700125H03Rik	0	36.51189793	29.30811976	7.852319986	0	13.53174253	7.883539538	0	3.787538361
1700125H20Rik	0	0	0	0	1.76128807	5.454333144	0	7.953027143	3.053338617
1700126H18Rik	39.50495112	10.65532863	3.5637658	3.819259597	8.501266673	48.26544799	11.50333306	7.677427193	25.79088622
1700128A07Rik	0	0	0	3.588327622	1.996809149	2.061230548	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0
1810006J02Rik	0	1.701147112	25.6033441	2.74389012	2.035869434	4.203102008	43.15852365	24.820799	33.52880728
1810007C17Rik	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	1.933851198	0	0	0	0	0	0	0
1810008I18Rik	0	0	0	20.09671186	9.940699669	100.0487302	0	0	0
1810009A15Rik	0	36.09855569	9.055103038	0	0	0	0	39.01485014	9.361651421
1810009J06Rik	0	33.52611189	0	0	0	0	0	0	0
1810010D01Rik	0	0	1.539851747	0	3.673274584	3.791782399	0	1.65865272	0
1810010H24Rik	24.20382204	6.528287483	10.48051962	15.44384863	3.125124418	0	14.09568261	2.822275328	5.417661787
1810011H11Rik	3.611676907	104.2336606	125.1116477	33.52029061	43.13541555	114.3262293	200.8696973	92.65033657	75.78933686
1810011O10Rik	0	2.156149645	0	121.7227589	49.02759052	102.5504785	66.34078482	116.5169266	58.15336886
1810012K16Rik	0	209.1485046	15.93831789	8.54048456	69.70411272	3.270587217	11.43258686	17.16797372	82.38944147
1810013A23Rik	172.2302185	137.6419749	62.14797337	77.70407296	61.77179381	267.8116813	104.017349	44.62849764	253.4380885
1810013L24Rik	1243.161532	1511.700121	1488.884317	1758.861854	1788.913575	1446.757181	1281.043246	1551.220961	1954.710059
1810014B01Rik	8.209876672	15.05777717	40.88211335	86.67361718	48.76158637	41.58087304	51.63718397	59.35314701	42.26612253
1810018F18Rik	0	0	0	0	0	0	0	0	0
1810020O05Rik	0	0	0	0	0	0	4.438726416	0	12.79515108
1810021B22Rik	32.53822681	15.35844514	0	16.51508584	13.12886749	0	18.94942531	7.113946298	2.275997823
1810022K09Rik	1227.182064	901.7437217	973.0058225	781.1100202	830.7921156	1441.113707	1498.894817	839.2327769	790.6509942
1810024B03Rik	8.404423513	12.46768837	9.098018219	9.750274106	9.495095636	8.401224037	13.45992947	12.24992332	5.878762148
1810026B05Rik	1021.744134	967.0278753	1209.086022	910.2477118	949.9500183	1157.759894	1519.295874	1470.931159	1159.428606
1810026J23Rik	239.9873855	182.4201225	212.557832	284.2589376	256.2340774	318.1837718	373.3515005	405.5667517	328.2218614
1810030O07Rik	1506.850724	1904.111093	1575.788606	1033.053293	1291.947941	1817.457178	1522.012021	1110.671781	1164.990546
1810032O08Rik	259.6554811	344.7858517	344.6778576	298.5095513	306.4361178	421.2412324	327.0659091	264.4100499	282.7102949
1810034E14Rik	41.33185415	97.94387537	117.4500129	35.10666813	20.96538795	68.86019923	23.21094285	50.77667996	26.43289813
1810037I17Rik	1846.465193	2261.171364	1308.471667	946.972895	1414.624711	1273.190009	1030.098332	1188.553831	954.7157915
1810041L15Rik	0	0	0	0	0.580448155	0	0	0.262099086	0
1810043G02Rik	92.53537881	153.9829016	141.7689569	53.67681118	51.63917999	71.07356278	63.93755091	56.6934541	74.60065976
1810043H04Rik	417.3076989	325.3254452	238.9887316	377.9366116	344.1464189	617.2008557	589.5419385	310.7959291	388.6980411
1810044D09Rik	82.09876672	56.09760121	35.54966378	9.524573316	67.13551747	193.3145852	19.12488295	76.58470582	39.81591252
1810046K07Rik	0	0	0	2.341397386	1.302925545	1.344960752	0	8.236632815	0
1810053B23Rik	0	0	0	2.586724019	7.197216546	2.971765753	0	0	0
1810055G02Rik	397.8692942	346.9115318	293.0013867	599.3193524	517.3666722	433.2746041	480.7032217	412.8432448	524.3768373
1810058I24Rik	4358.446014	3054.047571	2149.913957	1496.065918	1566.415825	1317.516283	1093.801161	1325.549304	1227.00888
1810062G17Rik	14.59934161	9.450609806	20.54544235	6.774888594	20.73525197	0	6.801824453	20.42819266	14.70529438
1810062O18Rik	42.50332956	66.87365594	32.5911365	45.20050506	25.15288222	44.84754615	22.69010747	45.43074094	37.65852056
1810064F22Rik	0	0	0	0	0	3.850256889	0	0	0.646612761
1810065E05Rik	0	3.102524516	0	0	0	15.33109857	0	0	0
2010001E11Rik	0	0	0	0.675265154	0	0.775780425	0	0	0
2010002M12Rik	8.695393896	0	5.990091936	0.458538151	2.551643192	0	7.365779586	0.921747574	1.327045387
2010003K11Rik	0	0	0	0	0	4.556962138	0	0	0
2010005H15Rik	0	0	0	5.844624535	16.26189269	0	23.47144726	20.56038267	0
2010009K17Rik	2.33333337	17.62179495	25.25897163	43.31174392	42.1782143	49.75882868	32.6129583	35.37004177	20.89126422
2010010A06Rik	0	4.026896882	1.346830106	2.886774326	1.606413347	1.65823973	11.59300669	1.450739282	5.569700939
2010012O05Rik	161.9715099	118.697227	103.2181874	96.43630483	98.64751079	149.0792572	101.8030879	99.06562533	85.50681158
2010015L04Rik	89.03192725	74.99698005	56.71562606	44.49378431	43.32931901	94.93123597	52.64759231	64.28560431	27.97649023
2010016I18Rik	1384.634168	987.3117171	1216.127073	638.7821989	660.2286681	820.3380064	956.5142038	755.5120554	895.2034105
2010106C02Rik	0	24.0244954	10.95708815	49.31902347	60.11702429	48.56598005	120.2509764	28.3258501	58.9057336
2010106E10Rik	0	0	0	0	114.4837245	0	0	0	0
2010107E04Rik	5400.164468	5841.883663	3889.32801	2815.411683	3410.987683	3642.448504	3790.027832	2935.974363	2361.213675
2010107G12Rik	0	1.994788122	0	0	3.183050728	0	1.435695569	0	0
2010107G23Rik	3.073368044	0	15.80327341	4.456906058	11.90472005	17.40912225	2.684775596	9.855137621	4.29954528
2010109A12Rik	21.84306604	65.46156883	63.05524306	14.07829268	43.87150027	12.93911147	84.80559412	45.28000855	54.32491153
2010109I03Rik	0	7.604226756	0.762989604	15.53610846	0.910045505	0	9.030350138	1.643709902	3.944097975
2010111I01Rik	1211.467576	1123.836218	1119.936526	925.7885264	899.5930071	958.7239584	1198.199466	1428.608033	1283.407374
2010204K13Rik	69.45841502	16.65281534	44.55741224	56.70529336	26.57262465	37.71613344	131.8396187	20.99783762	17.2746914
2010300C02Rik	11.89406118	27.96789614	26.74172713	5.661016748	4.725308511	2.438878613	11.72226832	4.26738902	3.754535275
2010308F09Rik	0	0	4.614619818	0	0	0	0	0	0
2010310C07Rik	0	3.396254648	6.8154385	5.478038617	2.032255465	79.71717672	0	33.03565121	21.13849812
2010315B03Rik	4963.405875	3514.508297	3776.765367	1889.592524	1319.051609	2222.245515	1897.105237	2933.110989	1801.303842
2010320M18Rik	41.06040333	53.92978857	23.19078738	14.4978069	20.7453729	7.138221228	37.42829442	20.81664823	25.97387045
2200002D01Rik	13.11637101	33.96254648	5.679532083	15.21677394	0	34.963674	6.110909346	6.117713187	20.55131762
2200002J24Rik	0	0	0	10.11790739	0	0	5.079067276	0	0
2210010C04Rik	1.862745127	20.76678116	0	0	8.017067544	2.482714666	10.84814789	9.412195989	32.66088752
2210011C24Rik	63.05402525	107.579268	39.68471287	17.01191706	18.93336128	3.908838526	10.24773221	5.12957098	8.205637133
2210013O21Rik	453.6915959	682.2563769	464.2221282	751.6624133	698.1367313	747.5813506	423.4731676	601.4941323	500.804605
2210015D19Rik	102.641306	92.02188885	56.3384889	68.76327823	82.12962846	91.52311729	95.13589873	96.08467032	103.5480053
2210016F16Rik	312.4698844	327.9666353	330.0941229	66.1589958	96.14685582	125.6313446	179.5041725	164.8660836	148.7447649
2210016L21Rik	302.272732	371.7741026	315.2204846	280.5419777	260.190283	221.582284	307.4759591	229.1014069	174.7862873
2210018M11Rik	1726.614377	2093.034998	1960.213243	2846.865067	3203.918584	3071.017843	2332.935554	2461.485677	2528.674406
2210019I11Rik	0	0	0	2.140056695	1.19088479	0	0	0	0
2210039B01Rik	24.32146333	0	0	10.39544383	0	1.706119607	10.43677443	2.985255617	4.297890017
2210404O09Rik	41.91805559	45.22477768	58.34242435	20.14698129	21.64933107	22.34778551	41.84913604	44.68877926	26.80779065
2210407C18Rik	0	0	0	22.81996747	1.953647176	72.60033877	21.14833473	28.22917484	5.08021357
2210408F21Rik	394.7703242	623.6567612	371.3872119	218.0891699	327.6742645	194.1781146	235.3779764	252.0800476	315.583585
2210408I21Rik	17.18572081	10.68488787	26.48706881	23.65498498	15.79604609	19.411501	18.32068288	30.90811797	30.64372364
2210409D07Rik	0	0	0	0	0	0	6.76469659	0	0
2210409E12Rik	0	0	0	0	0	0	0	0	0
2210414B05Rik	0	0	0	3.530848689	7.85929459	2.028213126	28.35909417	0	0
2210416O15Rik	0	0	0	0	5.708962327	0	0	5.155719059	0
2210417A02Rik	478.8000075	373.0785731	418.8396751	11.22167911	46.83425094	58.01427071	152.0949782	107.1489657	132.6120477
2210420H20Rik	0	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0
2300005B03Rik	0	0	3.102934015	0	0	0	0	0	0
2300009A05Rik	169.030103	211.1584412	151.680547	206.4188465	146.4549319	189.7159354	272.0018888	103.7351366	261.3591479
2310001H17Rik	3233.031966	4411.608332	4510.74178	935.6373405	1150.926805	1338.922737	2809.831873	1278.618327	1868.545787
2310001K24Rik	0	0	0	0	0	0	3.374979345	0	9.728775006
2310002D06Rik	0	0	0	0	0	0	15.24719999	0	2.930123181
2310002F09Rik	0	2.809157378	0.563728028	0	4.706652731	2.082214101	0.606544839	1.821660485	1.748436855
2310002J15Rik	0	0	1.843484485	0	0	0	0	0	1.905893183
2310002L09Rik	0	8.038753999	0	0	0	0	0	0	0
2310003H01Rik	54.87559141	52.42533553	74.82224511	165.2325979	161.178661	180.8948913	80.50521596	128.4633062	140.177093
2310005A03Rik	0	0	0	2.213745878	0	1.271634341	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0
2310005G13Rik	0	0	0	0	1.119827759	0	0	0.505653829	2.426642608
2310007B03Rik	0	0	0	0	26.62412198	0	0	0	0
2310007L24Rik	107.8833984	58.19691108	10.94875577	91.91394326	97.94234988	159.5167773	29.45086538	33.41480986	47.16421343
2310008N11Rik	0	0	0	0	3.044779908	0	0	0	0
2310009A05Rik	227.0731743	390.810888	357.0140015	137.9901598	104.7107237	320.6637931	116.4985248	85.10708924	130.0927048
2310009B15Rik	76.86515007	273.915967	35.30062936	62.15159401	111.2757743	139.7016151	62.39869867	48.88813533	39.10251951
2310010J17Rik	1674.375026	980.0999602	1066.966025	1150.34735	988.9553882	1084.170461	1051.185531	858.5008764	930.3141099
2310011J03Rik	158.7341797	76.11377204	65.95651906	88.35634921	97.3008147	60.90507624	69.09858253	112.176513	104.0785406
2310014L17Rik	18.47792558	4.873137844	8.890159822	24.29516046	13.25452198	30.10071162	15.30463001	14.3640657	14.24624262
2310015A10Rik	71.37255014	82.92609388	97.1727497	87.26042526	60.96346941	77.93110668	106.1519819	104.0295346	86.94452611
2310015B20Rik	0	0	0	0	0	4.001485941	0	0	0
2310015D24Rik	0	0.491915526	0	1.057923125	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0	0
2310022A10Rik	276.1195696	208.9988662	255.0881581	177.7782315	167.9924219	163.7782099	149.8600883	193.8550366	205.478073
2310022B05Rik	66.76141623	20.82734934	47.01972464	69.05387658	52.96646463	14.47286766	39.34856474	21.10305811	46.36098135
2310030A07Rik	0	0	0	0	0	0	0	0	12.20084079
2310030G06Rik	0	1.155328171	0	27.3313843	13.82653678	7.136305442	0	9.989309455	2.396944567
2310033P09Rik	513.3521434	561.9419405	481.4673441	604.2616489	856.5522822	488.5166228	768.9404994	626.0845985	610.5139493
2310034C09Rik	0	0	0	0	0	0	0	0	0
2310034G01Rik	0	20.03057548	0	3.91619512	0	11.24783167	0	0	0
2310034O05Rik	0	0	0	1.393839998	1.55126998	0	2.798763359	2.801879481	0
2310035C23Rik	73537.91782	74496.13815	79026.90258	71062.84151	72363.25421	85112.2173	74422.0914	79846.73564	75024.66456
2310036O22Rik	2449.764612	2448.368352	1917.529734	1954.673084	2708.720859	2231.72112	2537.284499	2131.536098	2292.827959
2310039H08Rik	170.3363546	155.9289489	78.227656	77.84767686	128.8497288	55.03725553	112.2257038	102.3193466	73.17347721
2310039L15Rik	0	0	0	0	2.674853377	0	0	0	0
2310040G24Rik	0	19.13223452	19.19681844	41.14615673	30.52899321	15.75696242	13.76991573	41.35574114	72.77123704
2310042E22Rik	0	0	0	0	0	0	0	0	0
2310043L19Rik	0	0	0	0	2.46025196	0	2.219363208	0	2.13252518
2310043O21Rik	0	0	0	0	2.765307356	0	0	0	0
2310045N01Rik	1961.750031	1681.245108	1396.568542	1437.543851	1139.113059	998.5974931	1210.891964	982.1988522	1193.282898
2310047M10Rik	27.30854649	106.7030837	60.72245567	53.08813229	48.60158117	63.94161357	29.2285947	45.61294979	70.21238566
2310050C09Rik	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	1.091555256	439.848984	1423.017941	1873.453852	239.5902698	95.2373493	119.6218901
2310057M21Rik	261.9150899	279.9839198	217.199775	241.8312396	212.5239873	246.6028671	238.5945764	238.1597559	256.1515273
2310057N15Rik	0	0	0	0	0	0	0	0	0
2310061I04Rik	168.3951639	153.9064833	175.3257813	181.6735549	174.4953543	118.6537392	191.1408665	152.582674	141.6478258
2310061J03Rik	116.2518537	170.0643068	120.5133602	162.2987293	181.9019179	154.9434637	195.0738061	165.4229646	134.5165291
2310061N02Rik	0	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	1.260833971	0	0	0	0
2310067B10Rik	149.3454787	84.72792008	112.3913009	90.79991552	50.52774471	59.96382064	73.4868651	63.6353603	95.34043721
2310068J16Rik	0	0	2.56870898	5.50573016	7.659482016	23.71978062	20.72857519	4.150330846	10.62267672
2310069B03Rik	6.537411353	2.351039195	1.572650337	3.370793833	0	0	0.846048891	0	0.812945153
2310069G16Rik	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0
2310081J21Rik	0	0	0	0	0	0	0	0	0
2410002F23Rik	279.8234151	330.8563764	401.7094071	738.0150715	657.6171563	563.4584819	739.3861156	622.8399965	707.4517793
2410003L11Rik	0	0	0	0	5.611947281	0	2.531234508	0	0
2410004B18Rik	968.5128357	1118.499864	1024.814769	1126.771677	1370.282118	1950.833154	2014.644593	1846.692903	1732.769665
2410004I01Rik	0	0	0	4.852141123	0	0	0	3.251237511	3.120550474
2410004N09Rik	3884.444505	6354.635036	4547.817702	5020.810791	5615.154108	10326.43787	8704.55387	5883.346508	4158.356403
2410004P03Rik	1163.750018	860.9505533	1475.755418	617.1923509	257.5883802	576.1139383	154.9115519	155.0840293	148.8502576
2410006H16Rik	5637.353668	4628.465194	4678.443713	3497.646457	4481.255551	4548.925673	5762.978558	4070.535259	3629.234046
2410007B07Rik	2.580019439	4.175317911	0	2.99317338	11.65935119	0	3.005073752	4.512629368	1.443746436
2410012E07Rik	0	0	0	0	0	0	0	0	0
2410012M07Rik	0	0	0	0	0	0.977209632	0	0	0
2410015M20Rik	743.3907402	385.8122788	511.0676168	329.0330083	514.0395048	331.0527368	389.8436406	365.6285724	234.6116643
2410016O06Rik	92.4083561	70.95074182	170.6111102	168.3730199	134.6867347	117.8749746	132.7247312	148.7378798	175.7524354
2410017I17Rik	0	0	0	0	0	0	0	0	0
2410018L13Rik	0.945273647	0	0	0	4.882035161	2.519770109	0	1.102231907	0
2410021H03Rik	0	0	0	0	0	0	0	0	0
2410076I21Rik	518.1427035	760.5225726	689.7158155	1010.014663	1096.865583	1419.331142	824.5575244	879.9218423	927.1533599
2410088K16Rik	0	0	0	0	0	0	3.254444368	0	0
2410089E03Rik	415.2994621	449.9794101	452.1860185	314.6684662	310.5134548	374.3764866	359.423211	316.8638252	345.0755327
2410114N07Rik	0	0	0	1.622482521	3.61147396	0	1.628933248	0	0
2410124H12Rik	0	0	0	0	2.435823926	0	0	0	0
2410127L17Rik	346.1556883	387.1673532	381.5986474	836.3339521	906.1928052	884.6360525	281.8591274	486.5816965	362.5292807
2410131K14Rik	49.31460752	48.36800861	45.29586374	86.10642349	118.9858935	140.7503946	73.68452095	52.27551549	74.146383
