	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage	LI_v_SI_SPF_CCR6-ILC3	LI_v_SI_SPF_CCR6+ILC3	LI_v_SI_SPF_ILC2
Casp8ap2	 0.56044	 0.36194	 0.73599	 0.53655	 0.41314	 0.36904	 -1.0236	-0.73843	-0.11317
Ranbp2	  0.5067	 0.20622	 0.68285	 0.68769	 0.47314	 0.47667	 -1.4681	-0.78579	-0.42124
Thoc2	 0.49549	 0.21676	  0.7185	 0.52191	 0.45714	  0.4413	 -1.3255	-0.90707	-0.19763
Zfp518a	  0.42892	  0.20696	  0.73044	  0.45131	  0.37396	  0.67878	  -1.5289	 -0.80646	-0.037864
Zfp654	  0.60376	  0.33048	  0.47662	  0.52299	  0.38189	  0.52739	   -1.383	  -1.1566	-0.035223
Ptpn4	 0.44171	 0.26761	 0.88589	 0.78163	 0.79084	 0.23604	 -1.3436	-0.83331	-0.38289
Dusp5	 0.65813	 0.52179	 0.78925	 0.81266	 0.43996	 0.54895	-0.88929	-0.66087	-0.63602
Zfp800	 0.61995	  0.2397	 0.95308	 0.90432	 0.66336	 0.49967	-0.90928	-0.57177	-0.46236
Rnf2	 0.55893	 0.61005	  0.8511	  0.6495	 0.51971	 0.55915	  -0.835	-0.31896	-0.46412
Usp9x	  0.5525	 0.46287	 0.93922	 0.67116	 0.54963	 0.71676	-0.99469	-0.50348	-0.30499
March7	 0.41715	 0.64928	 0.79907	 0.56079	 0.72909	 0.66609	 -1.0255	 -0.7858	-0.73722
Rgsl1	  0.3233	 0.32636	 0.89687	 0.94111	 0.66549	  0.5974	  -1.166	 -0.5201	-0.89719
Esco1	 0.93636	 0.68632	 0.62678	 0.77356	  0.8545	 0.77832	 -1.1343	 -1.1101	-0.27214
Zfp51	 0.69083	 0.51795	 0.62523	 0.71856	  1.1414	 0.52567	 -1.2201	 -1.1265	-0.29662
Pkd2l2	  0.6631	 0.57085	   0.486	 0.32279	 0.89695	 0.82129	-0.89082	-0.90224	-0.29298
Tab3	 0.75682	 0.35865	 0.43839	 0.60489	  0.9448	 0.73504	-0.85643	-0.91667	-0.16405
Asb8	   0.47301	   0.22376	   0.66641	  -0.10473	   0.90864	  0.063547	  -0.61546	-0.0010247	   -0.4972
Rbm18	 0.76012	  0.3444	 0.43589	0.019729	 0.70204	 0.23961	-0.82262	 0.18411	-0.40249
Avl9	 0.67152	 0.09767	 0.21067	 0.41906	  0.6543	 0.29414	 -0.9237	 -0.1445	-0.78085
Cnot6	 0.44834	 0.12414	 0.11091	 0.12446	 0.66127	 0.43152	 -1.1309	0.043337	-0.49144
Ergic2	 0.32857	 0.16723	 0.10968	 0.34275	 0.90082	 0.43628	-0.87878	-0.20776	-0.32268
Dhx36	 0.54958	 0.10205	 0.51822	0.099206	 0.75702	 0.56749	-0.80767	-0.26555	-0.37528
Glmn	 0.58241	0.042393	  0.3613	 0.15902	 0.81839	 0.34592	-0.53787	-0.37338	-0.31073
Elk1	 0.51025	 0.31066	 0.52768	 0.41376	  1.0664	 0.39926	-0.83951	-0.34582	-0.19305
Zfp68	 0.27828	 0.19368	 0.58131	 0.33467	  1.0763	 0.34836	-0.84481	-0.14726	-0.13574
Zfp445	 0.23797	 0.43816	  0.4196	 0.20436	 0.68628	 0.48298	-0.85541	-0.26149	-0.10617
Zkscan1	 0.18369	 0.22275	  0.5521	  0.1474	 0.91265	 0.43098	-0.73572	-0.46586	-0.23658
Naa50	 0.61824	 0.24098	 0.12519	 0.16777	 0.63737	 0.82052	-0.40421	-0.31194	-0.43242
Zscan22	 0.40369	 0.45918	0.098507	 0.32845	  0.7752	  0.7394	-0.29844	-0.36505	-0.63198
Ubr1	 0.62039	 0.42902	 0.35467	 0.29844	 0.67673	 0.79499	-0.67868	-0.47994	-0.50104
Snord98	 0.79541	 0.27029	 0.36662	 0.17287	 0.82675	  0.5733	-0.19621	-0.22853	-0.48487
Wtap	 0.69285	   0.287	 0.47081	 0.30068	 0.88522	 0.41479	-0.27589	-0.49568	-0.38416
Atp11b	  0.87583	  0.34176	  0.32015	  0.62519	  0.96719	  0.53776	 -0.44193	-0.020707	-0.035134
Zfp91	  0.79915	  0.32735	    0.302	   0.4409	   1.0784	  0.41164	 -0.35125	-0.020653	 -0.24699
Cbwd1	 0.91325	 0.32853	 0.54717	  0.5022	  0.9206	 0.12176	-0.80926	-0.20078	-0.10877
Prkaa1	 0.65607	 0.19106	 0.66769	 0.48018	  1.1302	 0.30813	-0.50297	 -0.2382	0.088512
Fbxo46	 0.71578	 0.28605	0.042707	 0.42895	  1.0361	 0.20301	-0.72377	-0.48022	 0.11894
Klhl28	  1.1136	 0.33092	 0.71406	 0.54766	  1.3985	 0.35472	-0.74405	 0.10532	0.067663
Erp27	0.046874	 0.69762	 0.65375	 0.12765	  1.2277	 0.56888	 -1.3325	-0.43622	-0.35897
Mir8091	0.084476	 0.36587	 0.41383	 0.03099	 0.84603	  0.1217	 -1.1819	-0.66782	-0.31236
Zfp959	-0.17224	 0.26419	 0.51876	 0.37679	  1.0727	 0.40792	 -1.3032	-0.56571	-0.27145
Pvrl1	 0.18676	 0.32655	 0.53005	 0.24858	 0.88719	 0.65895	 -0.8811	-0.59051	-0.75486
Adam22	0.019346	 0.70064	 0.20737	  0.9176	 0.22075	 0.11001	 -1.1428	-0.87933	 0.46257
Icam2	 0.45337	 0.79435	 0.30744	  1.1738	  0.4546	 0.29084	-0.84835	-0.80331	 0.22645
Sept5	  -0.1632	  0.52696	  0.32886	   1.0711	  0.34206	-0.025445	 -0.47586	 -0.95085	  0.50231
Clasp2	 0.79385	 0.70171	 0.14914	 0.74452	  0.3193	 0.17879	 -1.0747	-0.40442	-0.18367
Pcdhgb7	   0.65772	   0.89382	-0.0066425	    0.5469	   0.69503	   0.46787	  -0.98412	  -0.56427	  -0.14174
Clock	  0.60478	  0.66619	  0.61946	  0.34375	  0.57534	  0.37845	  -1.2314	 -0.41908	0.0049261
Zfp281	 0.54994	 0.74427	 0.41394	 0.64438	 0.67219	 0.19111	-0.94866	-0.30493	 0.10917
Fam178a	  0.40661	   0.7347	  0.30148	  0.61209	 0.052802	  0.34532	 -0.44619	 -0.65535	-0.041569
Kansl1	  0.47901	  0.63992	  0.29535	  0.53193	-0.044847	  0.21479	 -0.68923	 -0.53013	-0.015211
Ikbkb	  0.10876	  0.79516	  0.38578	  0.84108	   0.2167	  0.22602	 -0.62035	 -0.55967	-0.079846
Spred2	 0.35535	  1.0309	 0.33401	  0.8889	  0.4963	 0.40814	-0.36234	-0.60406	-0.10425
Trpm3	 0.29884	  0.9973	 0.23399	 0.89126	 0.29215	 0.31799	-0.60248	-0.71956	-0.31677
Fam96b	  0.47518	  0.44626	 0.025104	  0.46495	  0.48198	-0.031199	 -0.41639	 -0.46587	 0.035474
Pln	  0.24831	  0.42856	  0.35194	  0.56323	  0.88243	-0.029974	 -0.57572	 -0.47685	 -0.16366
Rad18	   0.15392	   0.45735	  0.039755	   0.55416	   0.64005	-0.0010702	  -0.67602	  -0.73877	 -0.037041
Zfp809	 0.29679	 0.43515	 0.22654	 0.97076	 0.44143	-0.30082	-0.79673	-0.56489	 -0.2493
Mir674	   0.2026	  0.33095	 -0.14503	  0.91223	  0.60417	  0.22877	 -0.57398	 -0.36423	-0.021204
Nptx2	  0.24536	  0.24359	 0.090262	  0.82743	   0.7128	  0.53764	 -0.60785	 -0.42863	-0.076528
Rbm12b2	-0.02115	 0.29468	0.056867	 0.93525	 0.59842	 0.41621	  -0.618	-0.69364	0.055587
Rbm12b1	0.056384	 0.37259	0.076212	 0.61436	  0.6683	 0.30119	-0.21491	-0.74897	 0.24186
Mtl5	 -0.11566	  0.20019	-0.073299	  0.95664	  0.92536	  0.22011	 -0.18403	 -0.49905	 -0.27185
Rsf1	-0.062017	 0.095639	  0.12556	  0.56709	  0.58357	 0.096105	 -0.54385	 -0.97484	 -0.16852
Dcun1d3	 0.86007	 0.23039	 0.97158	 0.63448	 0.52833	   0.075	-0.79584	-0.29953	 0.52611
Siah1b	  0.54739	  0.34742	  0.96916	  0.37988	  0.39733	-0.051308	 -0.50104	 -0.44011	  0.46619
Glt8d1	  0.52599	  0.11696	   1.0751	  -0.1103	  0.39693	  0.15465	-0.054575	 -0.43446	-0.030012
Pofut2	  0.41694	 0.020184	   0.6585	  0.18219	  0.60472	  0.13971	 -0.31363	 -0.30898	-0.029951
Smim15	 0.72222	 0.12473	 0.77217	0.063412	  0.6231	0.084156	-0.42505	-0.59323	0.027101
Zbtb26	 0.35525	0.053499	 0.97981	 0.25389	  1.0514	 0.12086	-0.27742	-0.51665	 0.14476
Manbal	 0.14675	 0.58622	  1.0394	 0.42064	 0.93707	 0.34327	-0.30998	 -0.4041	 0.29182
Mturn	0.086411	 0.49354	  1.0592	 0.39571	 0.57372	 0.41031	-0.34504	-0.52362	 0.16578
Mdk	-0.016917	  0.60083	   1.2344	  0.13953	  0.76895	  0.30268	 -0.62181	 -0.95289	 -0.24493
Calr4	 -0.41624	-0.016561	  0.77826	  0.58565	  0.38233	  0.50895	 -0.20693	 -0.71042	 0.031215
Chd2	-0.42248	 0.41006	 0.79109	 0.65389	 0.39174	 0.52824	-0.52112	-0.57086	-0.13968
Golgb1	-0.11777	 0.31396	 0.57168	 0.74468	 0.28359	 0.56019	-0.42833	-0.87331	-0.02212
Stk36	-0.035176	   0.4462	  0.54688	  0.77533	  0.36493	  0.51774	 -0.64181	 -0.92212	 -0.20982
Fv1	-0.27508	 0.31897	 0.40975	 0.42019	 0.62136	 0.65814	-0.60975	-0.41216	 0.12497
Rev1	 -0.0403	 0.22157	 0.29921	  0.1835	 0.73972	 0.83695	-0.47028	-0.79345	 0.37646
Gtf2f2	 0.18692	 -0.1273	 0.56926	 0.54347	 0.82397	 0.33273	-0.18865	 -0.5679	 0.12964
Mtmr14	-0.012231	 -0.23589	  0.45484	  0.31319	  0.86078	   0.3701	 -0.23012	 -0.67794	  0.27736
Zfyve16	 0.19004	 0.22862	 0.51328	 0.39207	 0.72252	 0.16282	-0.46982	-0.78519	 0.60739
Clip1	 -0.45231	 0.036797	  0.41335	 -0.20314	  0.76573	  0.75636	  -0.2219	 -0.58005	-0.072042
Uxt	-0.50409	-0.14186	 0.67977	 0.11286	  1.1366	 0.64989	-0.11389	-0.95613	0.080874
Lrrc41	-0.34142	-0.12051	  0.5897	 0.65749	 0.55388	 0.34536	-0.33819	 -0.3528	-0.62918
Tcea2	 -0.5001	-0.36587	  0.5101	   0.288	 0.82782	 0.26273	-0.10083	-0.31793	-0.12005
Dnajb5	 -0.26247	  0.64038	-0.039231	  0.42503	-0.005197	 -0.10537	 -0.64065	 -0.79015	 -0.27613
Gimap8	-0.29238	 0.49609	 0.20149	 0.52557	-0.16153	-0.30835	-0.63547	-0.59595	-0.32434
Iscu	-0.22915	0.088878	 0.34142	 0.82601	-0.50087	-0.66284	-0.46781	-0.55786	 -0.1563
Itga4	 -0.29304	 0.049801	 0.051948	  0.60861	 -0.42518	  -0.5088	 -0.83114	 -0.29391	-0.098107
Dok1	 0.064088	  0.25518	  0.10609	  0.71767	 -0.12642	 0.022196	 -0.70659	-0.036332	 -0.78055
Slc7a3	 -0.21515	  0.37098	 0.091708	  0.54269	 -0.31762	-0.046362	 -0.98503	 0.082384	 -0.59006
Etnk1	 0.51509	    0.45	-0.13977	 0.44808	 0.18108	-0.24893	-0.85536	-0.34104	-0.66242
Msi2	 -0.059797	-0.0033031	  -0.14408	   0.53139	   0.23319	  -0.23098	  -0.93425	  -0.28346	  -0.75213
Ftl1	-0.085669	  0.30695	  0.63861	  0.81184	 -0.18452	 -0.12955	 -0.36654	 -0.49755	  -0.4644
Med20	 -0.23767	  0.24528	  0.74666	   0.6518	  0.10192	-0.045475	 -0.55097	 -0.18111	 -0.21848
Gtpbp4	0.083304	 0.27376	 0.68673	 0.94746	-0.13827	 0.50735	-0.73935	-0.35258	-0.48832
Usp47	 0.23749	 0.24073	 0.74409	 0.68022	0.068231	 0.25916	-0.84675	-0.57399	-0.35653
Mul1	  0.19729	  0.18998	   0.6587	  0.82505	 0.035496	-0.040958	 -0.71455	 -0.26418	 -0.69727
Tekt2	0.034919	 0.42166	 0.36933	  1.0155	0.032006	 0.23747	-0.70456	0.007971	-0.38068
Tpra1	 -0.27104	  0.69308	  0.38621	  0.83961	-0.021279	  0.13041	 -0.55204	 0.025603	-0.072643
Abcf3	  0.40058	  0.44491	  0.41181	   0.4331	  0.16326	   0.5579	 0.032573	0.0017396	 -0.40866
Uty	  0.40398	  0.30399	  0.29258	  0.49036	   0.3435	    0.426	-0.015163	-0.098583	 -0.55126
H1fx	  0.46475	  0.10539	  0.37632	   0.3526	 0.046024	  0.51621	-0.023622	 0.021601	 -0.42495
Dcaf13	  0.25537	  0.23678	   0.6185	  0.43511	  0.22282	  0.72383	-0.089936	 -0.18416	 -0.54775
Farp2	 0.46966	 0.18483	 0.11183	 0.47297	-0.18712	 0.50563	0.030059	-0.16506	-0.57804
Dync1i1	 0.51104	 0.32329	 0.26223	 0.17952	 0.16329	 0.38056	 0.20853	0.058843	-0.33796
Slc20a2	 0.54245	 0.23107	 0.22432	 0.18708	 0.38775	 0.40756	 0.22912	0.021789	-0.41091
Ranbp10	 0.57513	 0.48552	0.065275	 0.17235	 0.51172	 0.31757	 0.30366	0.082264	-0.45063
Olfr1364	 0.51456	 0.32424	 0.36533	 0.38158	 0.62654	 0.42805	 0.33375	0.054397	-0.31577
Ptrh2	   0.45664	   0.30718	 -0.031004	   0.55531	   0.39576	   0.57166	-0.0055369	 -0.046868	  -0.62959
Setd1a	   0.5183	  0.51093	-0.038387	  0.51024	  0.37245	   0.3341	   0.3785	-0.071068	 -0.51484
Bloc1s4	 0.70976	 0.32474	  0.8423	 0.42074	 0.51023	 0.58627	  0.2513	 0.17847	-0.38089
Gmps	  0.62761	  0.24583	   0.6104	   0.3229	  0.50075	  0.65262	-0.012685	  0.25819	 -0.36386
Kpna6	   0.8452	  0.33132	  0.68751	  0.41965	  0.41659	  0.41596	 0.051721	-0.037869	 -0.32978
Uqcrb	 0.88115	0.095757	 0.83413	 0.41914	 0.21438	 0.50545	0.083207	 0.21187	-0.26454
Mrps22	0.92481	0.32899	0.46366	0.30632	0.28274	 0.3312	0.22397	0.42989	-0.3923
Vkorc1l1	 0.68968	 0.54524	 0.57465	 0.31827	 0.48906	 0.37206	 0.11408	 0.21951	-0.10404
Xbp1	 0.73518	 0.33379	 0.64399	  0.3651	 0.26015	 0.12653	0.075835	 0.20906	-0.18334
Bud13	 0.42133	0.086152	 0.63511	 0.38338	 0.08792	 0.48761	-0.28268	 0.18489	-0.12028
Pno1	  0.44763	-0.010712	  0.56934	  0.29981	  0.18681	  0.65547	 -0.09768	  0.34953	 -0.28277
Riok2	 0.44962	 0.13929	 0.44461	 0.36644	 0.31202	 0.56605	-0.11535	 0.29533	 -0.1048
Vdac3	  0.49228	  0.11146	   0.7269	  0.21966	   0.1421	  0.41213	-0.017602	  0.24181	  -0.3808
Cdc34	 0.33961	0.080634	 0.62314	 0.60879	 0.21223	 0.19192	0.039161	 0.30589	-0.41318
Oscar	  0.50328	  0.13518	  0.43096	  0.63591	  0.12412	  0.29628	-0.024468	  0.16356	 -0.31539
Edrf1	  0.7496	 0.25518	  0.5328	 0.64819	 0.38531	 0.51944	0.025273	 0.29182	-0.23377
Nfyb	   0.6198	  0.15457	  0.39103	  0.59441	  0.35962	  0.33665	 -0.17491	  0.28427	-0.095493
Fitm1	  0.45487	  0.33093	  0.33324	  0.58108	  0.31783	  0.60627	-0.021786	  0.42755	 -0.38597
Abt1	  0.14601	  0.16827	-0.082023	   0.7874	  0.26517	  0.41443	  0.34034	 0.052032	 -0.31588
Gm8909	-0.0089711	   0.39402	  0.010415	    0.5684	  0.076374	   0.28916	   0.49057	 -0.051648	  -0.24981
Tfam	 0.25628	  0.2992	-0.01172	  1.0142	 0.14821	 0.27474	 0.23705	-0.20615	-0.14017
Chmp4b	  0.26435	  0.30867	  0.36141	   0.6599	  0.29124	  0.46289	  0.20252	-0.032864	 -0.35192
Ubr4	 0.22648	 0.36106	 0.22766	 0.68385	0.043904	 0.43635	 0.30756	-0.19868	-0.29231
Gm6194	 0.38387	 0.37573	 0.29219	 0.56061	 0.30338	  0.2958	  0.3867	-0.15456	-0.18388
Gphb5	 0.33043	 0.49038	 0.16073	 0.66407	   0.403	 0.35013	 0.50362	-0.04584	-0.26276
Pprc1	0.35744	 0.3576	0.21104	0.58053	 0.4019	0.21971	0.42252	0.26208	 -0.187
Yars2	  0.16002	-0.067499	  0.24296	  0.70267	  0.46711	   0.5205	  0.38388	 -0.12011	 -0.13419
Zc3hc1	   0.1977	  0.27389	  0.34585	  0.73058	  0.43426	  0.68559	  0.44343	0.0011339	 -0.15555
Chpf2	  0.17786	  0.52845	  0.05595	  0.56564	-0.012613	    0.306	  0.35458	   0.2647	 -0.41795
Grb2	 0.15976	 0.56838	 0.29491	 0.45283	0.076766	 0.35777	0.040955	 0.19972	-0.27257
Gdf7	   0.3838	  0.38082	  0.39085	  0.38706	   0.5035	   0.5328	  0.37849	  0.25869	-0.050836
Ms4a15	  0.32278	  0.20937	  0.51935	  0.50414	  0.47181	  0.38571	  0.52509	   0.3817	-0.085601
Itgb1	  0.41554	  0.31452	  0.80786	  0.45915	  0.46926	  0.22338	  0.43263	   0.3098	-0.056778
Gm2027	 0.32528	 0.32257	 0.47313	 0.70705	 0.33358	 0.51358	 0.72861	 0.12741	-0.32268
Wiz	 0.28299	 0.19428	 0.56388	 0.50583	 0.20376	 0.41788	 0.54991	 0.12156	-0.28188
Nifk	 0.56963	0.043416	 0.69329	  0.5853	 0.16471	 0.56933	 0.35276	 0.17999	-0.30962
Thumpd1	 0.24778	  0.1586	 0.26431	 0.57989	  0.1411	 0.70059	 0.47035	 0.46763	-0.16951
Cirh1a	 0.6637	0.49925	0.19289	 0.9437	0.59846	 0.2761	0.14531	0.46726	-0.5612
Srsf2	  0.6014	  0.2421	 0.40521	 0.89444	 0.22973	 0.29689	 0.24456	 0.44252	-0.16857
Usp10	 0.75889	 0.33357	 0.32152	 0.94062	 0.22532	  0.3756	  0.2435	  0.3269	-0.41235
Cyp2d22	 0.77649	 0.48569	  0.3649	 0.78165	  0.2638	 0.35027	 0.58379	  0.3452	-0.80578
Polr2d	 0.68167	 0.23222	 0.43642	  1.2252	0.053225	 0.48267	 0.58535	 0.64272	-0.23874
Dvl3	 0.89534	 0.74642	 0.34437	 0.36533	 0.49333	 0.22412	 0.40437	-0.14042	-0.27587
Zbtb34	  0.75717	  0.58087	  0.43217	  0.40458	  0.39544	-0.037451	  0.23335	-0.077946	 -0.13133
Socs7	 0.65759	  0.5914	 0.20383	 0.55998	 0.29283	0.099116	 0.27872	 0.25013	-0.25735
Gse1	 0.92191	  1.0398	 0.29062	 0.12771	 0.21017	 0.23107	 0.45805	 0.20157	-0.44179
Ndst2	   1.0456	  0.53853	  0.24099	  0.51121	 0.054211	 0.090629	  0.17106	-0.017691	 -0.86609
Pdp2	 0.71421	 0.50282	 0.47454	 0.58667	 0.50568	 0.40477	 0.15523	-0.13234	-0.75349
Tfe3	 0.44165	 0.80878	 0.52188	 0.52392	 0.34441	 0.28851	 0.28091	-0.18315	-0.59795
Zfp319	 0.79928	 0.39409	 0.76655	  0.3021	 0.28012	 0.25542	 0.10361	 -0.1403	-0.94446
Arhgef19	  0.75526	  0.39672	  0.18084	  0.69151	  0.28913	  0.42097	 -0.45667	   0.3271	-0.064598
Stac	  0.75432	  0.20327	 0.079402	   0.5029	  0.17323	  0.54082	 -0.42162	 0.059173	-0.052975
Trappc13	 0.64505	 0.31652	 0.17289	 0.55343	 0.44071	 0.56937	 -0.6787	 0.35237	-0.32408
Edc4	  0.60556	  0.28441	  0.33869	  0.45275	-0.032814	  0.25236	 -0.45318	  0.16008	-0.029378
Neu3	 0.42348	 0.35333	 0.50066	  0.4943	 0.27665	 0.45855	-0.73031	 0.13252	 0.10087
Tada1	 0.78797	   0.346	 0.49242	 0.49459	 0.23071	 0.40777	-0.59707	 0.22726	0.047107
Rybp	   0.5946	  0.26565	   0.4132	  0.74422	  0.18188	  0.45134	 -0.50747	-0.077813	 0.079871
Gm20594	  0.55562	  0.61699	 -0.11442	  0.55542	-0.078194	 0.046958	 -0.62283	  0.25712	 -0.12997
Rnf183	  0.73402	  0.76639	  0.18969	  0.37507	  0.20028	  0.23417	 -0.45817	  0.20552	-0.079261
Lurap1	 0.50986	 0.68159	0.091803	 0.17751	0.093972	 0.57362	-0.39621	 0.61929	 -0.3424
Zfp939	   0.5306	  0.29432	 0.067195	  0.52001	-0.084384	  0.63475	 -0.49281	  0.58627	 -0.15006
Cyp1b1	 0.43889	 0.51424	 0.20726	 0.63498	0.068852	 0.21383	       0	       0	       0
Mgat3	0.40223	 0.7919	0.26204	0.51457	0.23978	0.33673	      0	      0	      0
Mir7673	  0.71428	  0.35132	  0.26828	  0.21587	  0.22793	  0.56455	-0.013406	-0.070083	 -0.10323
Mroh6	 0.49122	 0.63388	 0.25616	 0.24481	 0.25496	 0.48161	0.038883	0.057304	-0.10696
Sostdc1	   0.61501	   0.54466	   0.21714	   0.20857	   0.21339	   0.26812	-0.0034005	  0.078104	 -0.065942
Dhx33	  0.51661	  0.23327	-0.020608	  0.36736	 0.024024	  0.54235	 -0.16219	  0.05574	 -0.27492
Gabra3	  0.58754	  0.16932	 0.060332	   0.2302	-0.092888	  0.53261	        0	        0	        0
Rad52	  0.68483	  0.27081	 0.078954	  0.29539	-0.039691	  0.75572	-0.019309	 -0.13179	  0.12957
Tmprss11d	  0.69609	  0.17955	 -0.03097	  0.50724	-0.029181	  0.32296	        0	        0	        0
Pgrmc2	  0.46128	  0.25227	-0.037872	  0.31341	  0.12256	  0.23571	 0.068169	  0.26679	-0.074891
Trappc10	  0.42521	  0.28472	-0.062915	  0.21102	 0.020961	  0.17839	  0.30031	  0.22908	 0.072253
Vps4a	  0.78333	  0.36963	  -0.1758	  0.21207	-0.013103	  0.37197	 0.041807	  0.39173	 0.021305
Fam210b	  0.60558	  0.47023	  0.27775	  0.25795	  -0.1781	  0.31172	-0.070418	  0.12029	 -0.11855
Nrn1l	 0.78069	 0.30703	 0.18075	 0.10207	0.012649	 0.38625	-0.31994	   0.245	-0.18737
Tbc1d25	 0.73718	 0.42524	 0.36846	0.087982	 0.13583	 0.32848	-0.38158	 0.19547	-0.16733
Tmtc3	 0.92087	 0.36946	  0.1725	 0.11698	 0.22365	 0.56125	 -0.5097	-0.05283	0.091988
C1d	 0.43111	  0.2887	-0.06991	 0.33815	 0.68199	 0.31088	-0.11097	  0.4038	-0.45918
Prpf4	   0.42755	   0.39125	-0.0014686	   0.34334	   0.66311	   0.13429	  -0.18732	   0.51009	  -0.34299
Ccdc84	  0.59844	  0.50062	-0.081607	   0.5304	  0.63256	   0.5308	 -0.29359	  0.59902	 -0.22391
Hand2	 0.57434	  0.3524	 0.28612	 0.43005	 0.56061	 0.34754	-0.32477	 0.19692	-0.20029
Otud4	  0.7146	 0.35168	 0.34936	 0.35728	 0.56304	 0.50386	-0.31616	 0.15416	-0.18208
Kpna1	 0.51754	 0.60703	 0.34098	 0.38256	 0.68797	 0.54925	-0.15602	 0.32307	-0.31352
Haus2	 0.37635	0.070272	 0.16597	  0.4818	 0.42465	   0.366	-0.38994	 0.43867	-0.36483
Mir1291	  0.1927	 0.36755	 0.33673	 0.38628	  0.5585	 0.58231	-0.39124	 0.39651	 -0.2803
Coprs	-0.029768	  0.65905	  0.20334	  0.64823	  0.30664	  0.50684	 -0.32037	 0.030274	 -0.62029
Mir326	 0.14873	 0.65161	 0.14933	 0.34034	 0.41145	 0.34461	-0.46164	 0.29758	-0.44196
Epha3	 0.68805	 0.70382	 0.43083	 0.93938	 0.50373	  0.4223	-0.21524	0.057748	-0.20646
Sub1	 0.69324	 0.74947	 0.35122	 0.83323	 0.29914	0.018391	-0.22102	0.022921	-0.27539
Gatad2a	 0.52482	 0.40929	  0.3335	 0.64372	 0.34797	 0.22264	-0.25533	 0.31249	-0.33062
Tmem135	 0.40839	 0.60659	 0.31243	 0.52704	 0.10487	  0.1545	-0.27583	 0.15139	-0.57738
Unc50	  0.54859	  0.74355	  0.46292	   0.3167	  0.22816	-0.016847	-0.098714	  0.17794	  -0.3369
Gxylt2	 0.37555	 0.83833	 0.62614	 0.68441	 0.45371	 0.26298	 0.17805	 0.24339	-0.55477
Ttpal	  0.44688	  0.75199	  0.59655	  0.68833	  0.42693	  0.22248	-0.040116	  0.17567	  -0.4629
Sppl3	 0.47192	 0.77783	 0.31712	 0.74558	 0.36192	 0.23337	 -0.1103	 0.35108	-0.50207
Slc35d1	 0.90314	 0.40506	 0.83353	 0.51048	 0.37011	 0.11527	-0.25704	 0.31324	-0.33842
Tex30	 0.89974	 0.44282	 0.67372	 0.84046	 0.30679	 0.27755	-0.17726	 0.55548	-0.29567
Ulk1	 0.70689	 0.69882	 0.55646	 0.46626	 0.33353	0.081326	-0.02089	 0.68749	-0.25649
Abcg4	   0.42049	   0.43416	   0.48558	   0.81205	   0.58555	   0.53684	  -0.02203	  -0.39556	-0.0075374
Cdk12	 0.43747	 0.31714	 0.57861	 0.81762	   0.584	 0.40325	-0.26917	-0.41201	-0.18398
Sfswap	 0.45711	  0.5301	 0.64178	 0.77877	   0.472	 0.49688	-0.13998	-0.47687	-0.20726
Suv420h1	 0.28146	 0.70543	 0.57477	 0.78051	 0.53519	 0.57769	-0.28308	-0.25577	-0.18337
Cog2	  0.23997	  0.32244	  0.59773	  0.81254	  0.71461	  0.25495	 -0.25392	-0.035834	-0.031074
Csnk1d	  0.45694	  0.51703	   0.7566	  0.88355	  0.51584	  0.29336	-0.062858	-0.046988	 -0.15676
Rela	 0.38081	 0.57969	 0.73116	 0.85939	 0.69586	 0.28773	-0.23995	-0.25626	-0.17987
Chd7	  0.27326	  0.70126	  0.40556	  0.76252	  0.41173	  0.46197	-0.019404	 -0.42819	 0.070153
Cpsf7	 0.21685	 0.38564	 0.40521	 0.62218	 0.47632	 0.44517	0.084096	-0.19646	 0.18343
Tbk1	  0.26983	  0.46393	  0.53115	  0.59957	  0.50529	  0.43033	-0.017186	 -0.10464	-0.026732
Dcp1a	 0.25475	  0.4232	 0.47647	  1.0163	 0.32427	 0.14737	-0.11838	0.029763	0.047819
Ube2h	  0.33846	  0.57077	  0.44742	  0.90406	  0.24928	  0.29184	 -0.26451	-0.039832	 0.089097
Rap1b	  0.33438	  0.30836	   0.5651	  0.69947	  0.20203	  0.26792	 -0.22421	  0.14626	-0.039972
Nploc4	 0.38607	 0.38387	  0.6504	 0.99525	 0.53161	 0.42616	-0.11483	  -0.106	 0.22459
Tada2b	  0.35479	  0.55699	   0.4291	    0.883	  0.57517	  0.35898	-0.026383	 0.038599	  0.19067
Cyfip1	 0.030316	  0.37335	  0.71202	  0.79061	  0.43568	  0.52286	 -0.29323	-0.083125	  0.28308
Rab21	-0.011327	  0.35096	   0.7395	   1.0771	  0.58017	  0.45852	 -0.36929	 0.055465	  0.22463
Hax1	-0.034286	  0.48104	  0.69767	  0.86214	  0.46174	    0.579	 -0.17842	 -0.32159	 0.018487
Actr10	  0.44616	  0.23132	  0.58329	  0.22293	  0.32721	  0.51759	  0.14078	-0.072768	 -0.14183
Hapln4	0.37124	0.37237	0.53127	0.36499	0.45573	0.43058	      0	      0	      0
Pitpna	0.34368	0.26605	0.61273	0.31172	0.33587	0.57301	      0	      0	      0
