	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage	LI_v_SI_SPF_CCR6-ILC3	LI_v_SI_SPF_CCR6+ILC3	LI_v_SI_SPF_ILC2
Rasgef1c	 -1.4407	 -1.3363	 -1.4181	 -1.1942	 -1.4042	-0.94695	  0.6564	 -1.2642	 -1.0711
Zfyve28	 -1.5619	 -1.4198	-0.68532	 -2.1061	 -1.0555	 -1.7479	 0.10153	 -1.7239	-0.76574
Gimap3	-0.62673	 -1.5117	-0.78516	   -0.61	 -1.3038	 -1.1355	 -0.5828	 -1.7469	-0.58679
Hist1h3a	-0.62523	 -1.5393	 -1.1871	-0.73883	 -2.2022	 -1.1427	  -0.541	   -1.61	 -0.7933
Gp2	-0.66059	-0.67755	 -1.6259	 -1.3082	  -1.603	-0.75108	-0.50522	 -1.6993	 -1.5816
Rap1gap2	 -1.0461	-0.94558	 -1.0139	  -1.007	 -1.3686	 -0.2892	-0.14176	  -1.577	-0.80661
Wdr95	 -1.0712	  -1.264	 -1.0578	  -0.607	 -1.2488	-0.47382	-0.33857	 -1.3957	  -1.508
Shank1	  -1.6815	 -0.70826	  -1.5087	 -0.90198	   -2.243	-0.014701	 -0.32823	  -1.4464	   -0.845
Camk2a	  -1.748	 -2.5611	  -1.054	  -1.781	 -1.7032	 -0.3693	-0.49495	  -1.562	-0.67411
Rab20	 -2.3469	 -1.9356	 -1.0946	 -1.7422	-0.80353	-0.70655	-0.44072	  -1.465	-0.88676
Dlgap5	  -1.6182	   -1.986	   -1.708	  -1.8044	 -0.76791	   -1.226	 -0.24976	  -1.1191	-0.088722
Zfp808	 -1.9498	 -2.0848	 -2.2225	 -1.4477	 -1.1317	-0.79503	-0.42706	 -0.8123	 -0.1246
Osgin1	 -1.4107	 -2.1049	 -1.9598	 -1.4903	 -1.4463	 -0.3922	-0.93699	 -1.9486	 -1.5432
Apol7b	-0.93392	 -2.0289	-0.77917	-0.55596	 -1.8546	 -2.4605	 -1.1519	-0.36086	-0.54591
Csf2	 -1.4415	 -1.7443	-0.20551	 -1.5782	 -1.5734	 -1.8249	 -1.0056	 -2.3187	 0.36907
Pla2g2d	 -0.2913	 -1.9918	-0.79471	  -2.089	 -1.8804	 -1.3463	 -1.5104	 -1.3179	-0.49971
Nxpe3	 0.13594	 -1.9489	 -2.1245	-0.59217	 -1.5593	 -1.3569	 0.30115	-0.90511	-0.94558
Pigz	 -1.2887	 -2.5342	 -2.2096	-0.47819	 -1.4846	 -1.0413	-0.21978	-0.38534	-0.66674
Brsk1	 -0.46859	 0.026067	-0.089745	  -1.5787	   1.1866	 -0.55934	   1.1248	 -0.34493	  0.40164
Cep19	 -0.4004	 0.12883	 0.17086	 -2.1099	 0.72061	 -1.0215	 0.30303	-0.11667	 0.58664
Mfng	-0.54759	 0.17509	-0.40436	-0.95416	0.021601	 -1.9707	 0.21401	-0.13492	 0.66077
Neo1	0.029084	  1.0397	-0.31654	-0.73247	  0.1421	 -1.7426	 0.15937	-0.17659	  1.1028
Tubg1	 0.049514	 -0.20967	 -0.81745	  -1.9421	-0.093624	  -2.0276	  0.25447	  0.34644	 0.087594
Cd209b	 -0.12366	  -2.5109	 -0.37031	 -0.91389	 -0.39573	   -1.392	   0.4781	  -0.6479	-0.058324
Ets2	   -1.362	  -2.1013	  0.71111	 -0.43835	-0.038772	 -0.34536	  0.93162	  0.11503	  0.32586
Hk3	 -0.9673	 -2.1738	   0.548	-0.96349	-0.44328	 0.11731	  1.7095	 0.38599	  1.0226
Tmem221	  -1.584	 -1.3776	-0.35526	-0.39239	-0.35207	-0.88899	  1.6821	-0.26795	  0.1556
Egr2	  -1.354	 -2.0918	-0.22768	 -1.9368	-0.72497	 -0.4596	 0.33417	 0.23566	  2.0645
Tspyl3	 -2.0989	 -2.1671	 -0.4157	 -2.5462	 -1.3038	 -0.1609	-0.12375	 0.25544	 0.11807
Cntrob	-0.60554	 -1.3822	-0.71817	 -1.2033	  -1.871	 -1.3552	-0.77692	  -1.457	 0.97145
Palm3	-0.34376	 -0.8502	-0.24924	-0.60207	 -1.1098	-0.80703	-0.45577	 -1.3502	 0.59703
Tnfsf18	  0.12243	 -0.98094	-0.077206	 -0.85884	  -1.5817	  -1.1255	  -1.0171	  -1.4892	  0.68199
Jpx	 0.60434	-0.86533	-0.38177	 -1.4566	-0.59002	-0.27814	-0.37725	 -1.2669	 0.14078
Tmem26	 0.16277	-0.57909	0.053349	 -1.5554	-0.41568	-0.70382	 -1.2667	 -1.0644	-0.22856
Slc7a7	-0.026684	 -0.97061	-0.032719	  -1.0602	 -0.33317	 -0.69037	 -0.76491	  -2.0834	 -0.41174
Fut10	 0.68756	 -1.1703	 -1.9041	-0.71732	  -0.735	-0.35441	 -0.7098	 -1.5195	 -0.0434
Cxcl9	 -1.0133	 -1.4903	-0.31937	-0.29216	-0.29843	 -1.5584	 -1.5506	 -2.4306	-0.57498
Gbp6	 -0.32287	 -0.77847	 -0.45486	-0.017544	 -0.58958	  -1.2444	  -1.3459	  -1.8591	 -0.75793
Ikzf2	 0.24197	 -1.2349	-0.33202	-0.19361	-0.55422	 -1.0521	 -1.4904	 -1.0947	-0.96185
Gbp10	 -1.3614	 -1.1633	-0.18466	 -1.4426	 -1.0976	-0.90784	 -0.9557	 -2.3866	-0.93586
Pbld1	 -1.0717	 -1.0573	 -1.1339	  -1.061	 -1.1472	-0.80288	-0.85705	 -2.6613	 -0.6036
Tgtp1	 -1.6643	 -1.2589	 -1.5416	-0.80494	-0.89107	-0.80868	 -1.7815	  -2.445	  -1.082
Gm4759	   -1.312	 -0.51737	 -0.82798	 -0.37434	-0.086267	 -0.99572	  -1.0084	  -2.1856	  0.12643
Hoxa4	-0.79763	-0.19783	-0.91682	-0.53868	 -1.1035	-0.60405	-0.74687	 -2.7666	-0.28863
Vmn2r89	-0.81756	-0.74402	-0.79584	-0.31231	-0.80005	 -0.7896	 -1.3598	 -2.8375	 0.30046
Slc16a13	 -0.2531	 -0.5369	-0.84065	 -1.1463	 -1.1402	-0.75122	-0.55856	 -2.0668	-0.19116
Ttc30a1	 -0.66661	 -0.73899	 -0.81603	   -1.046	  -1.1595	 -0.15049	-0.011671	  -1.9988	  0.14337
Slc26a1	 -1.3449	-0.82167	 -1.2189	 -1.2433	 -1.7977	-0.48775	-0.84461	 -2.0778	 0.31924
Hist1h4i	   -1.415	  -1.1577	  -1.9276	 -0.78987	-0.085414	  -1.0252	   0.1003	  -2.4817	  0.03107
Kynu	  -1.0533	  -1.2002	 -0.32337	-0.054867	 -0.21881	  -1.3714	  0.56473	  -2.2938	 -0.22628
Fasl	  -2.2198	 -0.71675	-0.073673	  -1.0972	  -1.7988	  -0.8351	-0.076007	  -2.7557	 -0.91418
Kcnrg	 -2.0459	0.036719	0.059539	 -1.0151	 -1.2164	-0.62765	 0.26969	 -2.1902	 0.66014
Kndc1	 -1.4986	-0.46179	-0.34297	 -1.6144	 -1.4335	-0.23305	  1.3549	 -1.9252	 0.26751
Abcd2	 -2.2963	-0.23123	 -0.3351	 -2.4153	 -1.8237	 -2.3145	 0.54411	 0.42576	  1.1259
Fpr2	   -2.39	-0.38493	 -0.5128	 -1.9102	-0.24926	 -1.5787	 0.35399	  0.0532	 0.40337
Oas1c	 -2.8715	 0.01941	 -0.6011	 -2.0156	 -1.5492	 -1.4236	  0.5111	-0.37973	 0.18907
Nod1	 -2.5925	 0.12856	 -1.7327	  -1.663	-0.26183	-0.56834	-0.16369	-0.76388	-0.94189
Clec1a	-0.98126	-0.96135	 -1.7484	-0.92099	 -1.3051	 -1.0493	  1.8658	 0.48509	  1.4256
Sit1	-0.92651	-0.88379	 -0.9198	-0.39831	-0.90362	-0.92242	  1.5857	 0.42944	  2.3484
Sspo	 -0.6227	 -0.8116	 -2.1056	-0.99715	-0.24199	 -1.7618	  1.1971	  1.0622	  2.1531
Cmtm8	 -1.2569	-0.88837	 -2.5612	-0.52379	 -2.1198	 -1.1372	 0.39502	 0.98168	 0.32618
Fam195a	-1.3347	-0.9414	-2.2381	-1.0284	-1.3855	-1.5608	0.12852	 1.7688	0.13338
Dnph1	-1.2166	-1.0805	-1.2088	 -1.491	-1.8817	  -1.54	0.56331	 1.3131	0.82173
Hist1h2bk	-0.66197	 -1.0362	 -1.2185	 -1.4801	 -1.6307	 -1.8063	-0.11652	  1.0976	  1.0626
Enkd1	-0.97164	-0.69712	 -1.2997	 -1.8924	 -2.5183	 -1.0367	 0.35098	   1.466	 0.81342
Ung	 -1.3108	-0.89585	 -1.5657	 -2.0237	 -1.9902	 -1.1085	 0.10416	   1.081	 0.36394
Hist3h2ba	-0.73947	-0.76723	-0.62169	 -1.3172	 -1.8118	 -1.8132	  1.3952	  1.2246	  1.0408
Spc24	-0.67634	  -1.083	-0.97805	 -1.3356	 -1.6808	 -2.0261	  1.0694	  1.1532	  1.1173
Hoxc4	-0.79715	 -1.1356	  -1.393	  -1.124	 -1.3889	 -1.5229	-0.57699	  1.7439	  1.5954
Esco2	-0.096319	  -0.8397	   -1.676	   -1.767	  -2.4024	  -1.4585	  0.57168	   1.6472	  0.75934
Lpar5	 0.32757	0.083911	 -2.3176	 -1.9954	 -2.4405	  -1.581	  0.2694	  1.3107	 0.77851
Pbk	0.00021247	   -1.4257	   -1.2739	   -2.2921	   -2.6289	   -1.7095	-0.0015074	    2.0606	  -0.14907
Melk	-0.88852	 -1.1821	-0.78571	 -1.5645	 -1.5975	 -2.7178	  2.1614	  1.9743	 0.56013
Actrt3	-0.52995	 0.11846	-0.55918	-0.64127	-0.55412	 0.12007	 -1.3694	-0.17151	 -2.5083
Zfp105	 -0.93722	 -0.42975	 -0.37854	 -0.75034	 -0.82273	-0.087548	  -1.5158	   0.2432	  -2.9868
Mrgpra9	  0.1231	 -0.1509	-0.15078	-0.15105	 -0.1506	-0.15097	-0.99171	 0.26481	  -2.894
Gm19395	  -0.47894	   -0.1382	  -0.69274	  -0.17565	  -0.86157	   -1.1533	   -1.6216	-0.0079247	   -2.6284
Aspa	 -0.54281	 -0.86217	 -0.75418	-0.085446	  -0.5937	 -0.32038	  -1.4789	 -0.36095	  -2.0258
Ccdc85c	-0.14116	 -1.0997	-0.47307	 0.28954	 -1.1581	-0.24241	-0.87913	-0.79827	 -2.2574
Fam229b	-0.52096	 -0.9479	 -1.0026	 0.19789	-0.95631	-0.73598	-0.50661	-0.56952	 -1.1478
Stat1	-0.47049	-0.61763	-0.69205	 0.26199	-0.95608	 -1.2998	-0.43224	-0.84875	 -1.3091
Syp	-0.0001204	  -0.95152	  -0.94496	   -0.3045	   -1.5455	  -0.74842	  -0.96133	  -0.45394	   -1.5472
Clnk	-0.39814	 0.14752	 -1.8245	0.099309	 -1.3145	-0.65939	-0.85156	-0.13938	 -1.8424
Dtx1	-0.79513	 -1.2901	 -1.1835	-0.57465	 -1.1106	-0.93954	-0.72664	-0.88899	 -3.1021
Gm12250	 -0.5553	 -1.1332	-0.27153	 -1.0603	-0.44387	 -1.1919	-0.99871	-0.25285	 -2.1305
Neb	-0.48131	 -1.3093	-0.01492	-0.34974	-0.86903	-0.96423	 -0.9394	-0.83763	 -2.7985
Bmf	 -1.1799	 0.24072	 -1.4609	 -1.0684	-0.89883	 -1.3538	 0.94614	-0.36976	 -1.3635
Usp11	  -1.0035	-0.076027	  -1.3437	  -1.1244	  -1.2911	 -0.90412	   0.3038	  -1.1446	  -1.7844
Tgm2	 -1.8012	-0.29851	 -1.0838	 -1.0542	-0.68008	-0.89537	  1.1588	 -0.8099	 -2.6118
Cacna2d2	-0.90305	-0.04573	-0.85608	  -0.888	-0.63914	-0.51064	-0.16468	-0.27447	  -1.756
Soat2	 -0.34158	-0.019976	 -0.66589	 -0.84158	 -0.68589	 -0.44055	 -0.36894	 -0.56455	  -2.3257
Retnlg	-0.72372	-0.27552	 -0.7292	-0.98477	-0.83684	 -1.2425	0.056209	 -0.5824	  -2.224
Myo1f	  -1.0957	 -0.68326	   -1.289	  -1.5959	 -0.69148	 -0.66745	-0.060193	 -0.38249	  -1.8049
Nfam1	 -1.2372	 -1.0745	 -1.0313	 -1.8213	-0.59282	-0.68501	 -0.0502	-0.47905	  -2.386
Gimap1	  -1.2408	 -0.82895	 -0.53896	 -0.58306	-0.066058	  -1.3728	 -0.11218	   -1.548	 -0.66044
Tst	 -1.2529	-0.62018	 -1.3038	-0.32377	-0.13766	-0.75117	-0.19734	 -1.4472	 -1.0203
Ly6d	 -1.6746	 -0.5275	-0.92265	-0.36332	  0.3796	 -1.1212	0.039771	 -1.7938	 -1.9363
Msl3l2	 -1.1705	 -0.2182	 -1.2567	-0.65577	-0.11347	  -1.045	  -1.162	 -1.1509	 -1.9967
Bank1	 -1.5247	 -1.2464	 0.26196	 -1.2404	-0.74706	 -0.8678	-0.59299	 -1.5767	 -1.6821
Mras	 -1.1481	 -1.7542	 0.57554	-0.34214	 -0.8854	 -1.3208	 0.44813	 -2.1825	 -2.7805
Ms4a6c	-0.93053	 -1.7534	  -1.164	-0.82689	-0.29629	 -1.0235	  0.2701	 -1.9476	 -2.6014
Slc6a12	 -1.2657	 -1.2844	-0.53657	-0.71729	-0.55437	-0.84639	-0.10149	 -2.3209	 -2.3661
B4galnt2	 -0.86188	-0.010343	  -1.0105	  -1.1319	  -1.6342	 -0.81702	  -1.7176	   -1.782	  -2.6979
Dhrs3	  -1.6436	 -0.22874	 -0.17421	-0.073336	 -0.87782	 -0.48726	  -1.5604	   -1.286	  -3.6835
Plcxd2	-0.78659	-0.45392	 -1.6263	 -1.3253	0.021746	0.047355	 -2.2619	 -1.0309	 -2.2189
Cd6	-0.72176	-0.14183	-0.39255	-0.63299	 -1.8499	  -2.533	 -1.1342	 -1.1276	 -2.0295
Ipcef1	  1.0441	 0.43232	 -1.0987	 -1.4126	 -1.2996	 -1.3272	  -0.334	-0.63257	-0.81763
Lilra5	 0.21957	-0.50719	-0.68301	 -1.6791	 -1.8786	-0.45247	  -0.789	-0.69201	 -2.3896
Rab3a	 -0.17082	 -0.83113	 -0.12487	   -2.041	  -2.4829	   -0.226	 -0.23271	-0.037485	 -0.97489
Cybb	  -1.1757	  -1.4523	-0.080838	 -0.68809	 -0.21455	 -0.25282	-0.015514	  -2.3604	  -4.2844
Zmat4	-0.53162	-0.82186	-0.83704	 -0.9288	-0.72104	 -0.1457	-0.29277	-0.51633	 -4.5418
Adc	-0.65738	-0.56272	 0.56645	-0.56933	-0.05702	 0.05818	 0.97507	  1.7113	 -1.2279
Ptgis	 -0.62079	  -1.7105	-0.031655	 -0.13008	  -1.1034	  0.54443	  0.95413	   1.2548	  -1.0877
Oasl1	 -0.7105	 -0.6889	 0.33937	  0.9409	 -1.1576	0.050957	  1.0867	  1.8561	 -2.6444
Aipl1	-0.54273	-0.45309	-0.54588	-0.54294	-0.53111	-0.45629	  1.4432	 0.41518	 -2.1927
Gm19705	 -0.71112	 -0.69971	 -0.65328	 -0.85387	-0.051605	  -0.4742	  0.82291	  0.44174	  -2.6021
Nsg2	   -0.7987	  -0.55445	  -0.79557	-0.0089693	  -0.60407	  -0.75242	   0.54519	    0.5595	   -1.8269
Kif19a	-0.89562	-0.57853	-0.23557	 -1.0402	 -1.1277	-0.18253	 0.15332	 0.37467	 -2.3997
Thnsl2	 -0.9899	  -0.269	-0.83478	 -0.7086	-0.89776	-0.66414	  0.4119	 0.81909	 -2.6774
Bag2	-0.06291	-0.17996	-0.42005	-0.42112	-0.48225	 0.33208	 0.48029	  1.3258	 -2.4494
Pla2g3	 -0.21495	 -0.17192	 -0.21414	 -0.21394	   -0.214	 -0.10882	-0.027213	  0.95678	  -2.3819
Lag3	-0.57639	 0.23115	-0.62644	 -0.4431	-0.78468	 0.30429	 0.49596	   0.911	 -1.9688
Hrh4	-0.57983	 -0.7456	 -1.0286	-0.64364	-0.81025	-0.25708	  1.3955	   1.516	 -2.3938
Orc1	-0.44792	-0.38033	 -0.9975	-0.93974	-0.49414	-0.11195	 0.61105	  1.3531	 -1.6685
Ctsw	-0.94036	-0.23684	 -1.6025	 -1.2025	-0.95486	-0.65311	-0.49882	  1.1959	 -2.3423
Flad1	  -0.7291	 0.002387	  -1.2693	  -0.4294	  -1.1265	  -1.5254	-0.065053	   0.5716	  -2.7501
Msto1	  -0.13812	  -0.29756	   -1.1344	0.00077975	   -1.8485	 -0.076375	    1.6931	   0.71613	   -1.6349
Piwil4	-0.47477	 -1.1314	 -0.7648	-0.57954	 -1.2683	-0.43238	  1.5197	 0.38559	 -2.5271
St18	 0.057613	 -0.94503	  -1.4324	 -0.53176	  -1.5546	  -1.0876	   1.3228	-0.034972	  -2.7338
Ifit1	 -0.65838	  -0.5601	-0.065881	 -0.25694	 0.032779	 -0.44859	  -1.0122	   1.8616	  -2.4645
Pfn4	  -0.1399	 -0.13893	 -0.13865	-0.080675	 -0.13862	-0.093091	  0.41211	   3.2927	  -1.8556
Zdhhc23	 0.39194	 0.61924	 0.08738	-0.12198	 0.64251	-0.39823	  0.6609	  2.3897	 -1.4807
Aldh1a2	 -2.6197	 -1.9014	 0.78907	-0.82829	 -1.1877	0.041874	 -1.7468	0.091767	-0.26325
Cd200r1	  -2.0911	 -0.77347	  0.58904	  -1.2765	 -0.14347	 -0.70382	 -0.72979	  0.16031	-0.092641
Tmem154	 -1.4913	 -1.5667	  1.0967	 -1.2645	-0.31821	-0.59511	  0.3187	 0.83939	0.080144
Gm14446	 -2.8361	-0.67423	-0.61173	 -1.2254	-0.26065	-0.95884	 -1.7138	  1.6808	 0.50017
Abhd3	 -1.1349	-0.11768	  1.7152	 0.67823	 -1.2379	-0.14675	 0.12336	 0.28229	  1.9336
Cd209d	 -1.9472	-0.13984	  1.7533	  1.7694	-0.43703	  1.1643	   1.197	-0.17501	 0.54757
Cd209c	-1.9702	-1.7134	0.71688	0.23882	-2.1253	 -0.454	0.76113	0.04848	0.28629
Cd300c	 -1.7328	-0.03348	-0.86674	 0.63148	 -1.9529	0.051887	  1.4906	-0.20675	-0.14377
Adgb	0.090433	 0.26578	  1.6311	-0.31724	-0.81227	-0.40078	  1.2542	 -2.0409	-0.98435
Dgkk	 0.92501	  0.4718	  1.9241	  0.9147	-0.60759	 0.14422	  1.2293	 -2.2089	-0.61972
Heatr9	 0.30286	  1.4093	 0.61512	 0.43531	-0.79452	 0.73578	  1.8088	 -2.3475	 -1.4067
Arhgap22	 0.04004	0.066296	  -0.143	 0.36471	-0.10849	 0.80334	  1.9085	 -2.5614	 0.48674
Il12a	 -0.16946	 -0.37821	 -0.32396	 -0.29679	 -0.14758	  0.30826	   2.4742	  -1.6841	0.0034348
Prkcz	 -0.38746	-0.059534	  -0.4694	  0.43237	 -0.39447	-0.095633	   2.4317	  -1.4272	  0.10528
Zfp428	 -0.39871	  -0.3869	 -0.10745	-0.083648	 -0.50799	 0.057761	    2.804	  -2.5439	 -0.34855
Popdc2	-0.034991	 -0.52921	  0.31341	  -0.2399	 -0.50438	 -0.45761	   1.9413	   -3.413	  0.31534
Gspt2	-0.44325	-0.70836	-0.44631	  1.1469	 -0.1861	-0.10721	  1.8054	 -2.4501	 -1.4996
Ctrl	 0.74567	-0.11059	-0.47463	  0.1703	 -0.8029	 -0.2889	 0.97344	 -2.8723	-0.33924
P2ry13	 0.32047	-0.63246	 -0.1681	 0.43113	 -1.8147	 -1.0119	 0.47214	 -2.3287	 0.27143
Ccdc51	 -0.36903	-0.062448	  0.53836	  -1.5601	  -1.3787	  0.16185	   1.6612	  -1.4874	  0.75104
Gpr155	 0.015334	 0.076172	  0.22792	  -1.8309	  -1.3411	 -0.69543	   1.6592	 -0.92753	0.0023727
Esyt3	  0.59189	-0.031799	  0.55208	  -1.1742	  0.17887	0.0050163	   2.4312	 -0.63911	  0.20332
Pex11g	  0.14481	-0.040033	 -0.59615	 -0.97268	  0.31658	 -0.50139	   1.8915	   -1.326	  0.11855
Gapt	 0.19521	0.083369	 0.56858	  -1.007	 -0.2518	-0.85993	  1.9373	 -1.5061	   1.065
Ccr1l1	-0.22844	  0.9446	 0.37787	 0.44103	-0.72883	-0.42086	  1.4964	 -2.8118	  1.9999
Dusp15	0.025796	0.042223	0.025967	0.026168	0.026161	0.069346	  1.0541	 -2.1679	  2.1204
Slc1a2	  -0.20665	  -0.33008	   0.59238	-0.0064348	  -0.72337	   0.70367	    1.2207	   -2.1974	    1.7803
Lgi4	 -0.5211	-0.53877	 0.51882	-0.38224	 -1.2157	0.055494	  1.3426	 -1.3891	  1.6285
Cds1	-0.29543	 0.78987	 -0.2214	-0.11241	-0.20353	-0.40826	  3.1055	-0.40633	  2.0759
Il10ra	  -0.3355	 -0.28305	-0.011367	-0.039726	  -0.4551	 -0.77024	   2.9282	 -0.94858	   2.1993
Ctnna2	0.068601	0.070766	 0.07026	0.075918	0.073423	 0.25513	  2.1979	 -1.4775	   2.686
Neu4	   -0.046	 -0.04551	-0.045297	-0.045826	-0.045273	 0.053592	   2.3022	  -1.2886	   2.4353
Nyap2	      0	      0	      0	      0	      0	      0	 2.6255	-1.0757	  1.966
Morn1	  0.27993	  -0.1568	 0.075661	-0.083746	 -0.38312	  0.44802	   3.9617	 -0.52235	   2.3173
Prrt2	 0.16325	-0.57553	  0.9441	-0.64799	 0.34648	-0.56329	  2.5225	-0.26077	  1.6029
Cetn4	0.59143	0.13154	0.28258	0.74715	 1.2942	0.16458	 2.9155	-1.0352	 1.3308
Cpa3	0.26312	0.32176	0.30867	0.47405	0.90907	0.46934	 2.3516	-2.0376	 1.3208
Rab27b	0.53058	0.62542	0.55768	0.30391	0.45773	0.37709	 1.9024	-1.3782	 1.6202
Dapk1	-0.17848	 0.10341	-0.22673	-0.63569	 0.15503	  1.0491	  1.9208	 -1.2601	  1.3586
Fam219aos	  0.55803	-0.072146	 -0.27885	 -0.32345	  0.86846	  0.85827	   1.1138	  -1.7746	     1.23
Ppef2	  0.9051	 0.40494	-0.34988	-0.47119	 0.12275	 0.35291	  1.1197	 -1.4526	  1.0314
Fignl2	   1.5174	  0.16555	  0.01074	-0.026396	   1.0578	   1.0985	   1.6785	  -1.5844	   1.7115
Kcnq5	   0.21467	 -0.020736	   0.14061	    0.6691	    1.3625	 -0.057709	    1.7655	   -1.2313	-0.0051498
Kctd14	   0.01783	    0.2524	-0.0028983	    1.0916	    1.1019	  -0.62439	    2.1287	   -1.6019	 -0.021696
Mamstr	-0.066822	  0.33847	 -0.79767	  0.61648	   2.1201	 -0.40528	  0.51487	  -1.2314	   0.4777
Cdkl3	-0.90999	 -1.4413	  -1.671	-0.58223	  1.3222	-0.04175	   1.521	  -1.732	 0.46715
Rasgrp3	  -1.4572	   -1.986	  -2.5838	  -2.0658	  0.18596	-0.098381	-0.048795	  -1.2943	  0.68763
Rgl1	 -2.6385	  1.4053	 0.60543	 -1.1283	 0.38819	   1.093	-0.63216	-0.52363	-0.37006
Adap1	 -1.2914	-0.47998	 -1.1799	-0.35753	 -1.3878	  -1.803	  2.2943	 0.26415	-0.72608
Trpm2	 -1.4248	 -1.3735	 -1.5673	-0.75415	 -2.4106	 -1.7163	   2.163	 0.03551	-0.70021
Gpr25	  -1.1932	 -0.87277	 -0.53108	-0.046743	  -1.4798	 -0.90157	   3.0528	  0.74622	 -0.21204
Phf11a	 -2.1093	 -1.5393	 -1.4912	-0.55965	-0.86892	 -1.6954	  3.1984	 0.67014	-0.11713
Mfsd7a	  -2.0002	  0.10467	   -1.404	   -1.026	  -1.8314	 -0.44414	   2.7068	-0.049178	 -0.21128
Ampd3	 -1.3519	-0.72921	 -1.1746	 -1.1406	-0.74676	-0.62614	  3.2921	 0.28086	  1.3836
Slamf8	 -1.1654	 -1.5663	-0.69054	-0.71115	-0.67837	-0.22647	  3.3461	-0.22633	 0.90617
Nodal	-0.81857	-0.90581	   -1.29	 -1.1396	-0.38992	-0.58305	  2.8582	 -0.7602	 0.32228
Rtn1	-0.86507	-0.70134	 -1.4092	-0.76108	-0.49538	 -1.4136	  2.6855	-0.62776	-0.21811
Ydjc	-0.26973	-0.80518	 -1.6575	-0.61186	-0.55694	 -1.1497	  2.4846	-0.10371	 0.44321
Snx22	 -1.3142	 -1.4188	 -2.3451	-0.91254	-0.50088	 -1.3261	  2.1399	 0.34306	 0.53423
Atg4c	 -0.98499	 -0.25381	  -0.3603	  -1.3764	  -0.4506	 -0.13351	   1.9983	   0.9851	-0.033556
Zfhx3	-0.97971	-0.96061	-0.48003	-0.90437	-0.18518	  -0.162	  2.7346	  1.0367	  0.1605
Ccr8	 -0.7859	-0.36418	-0.49574	-0.50415	-0.77421	-0.71755	   3.027	  2.0227	 0.74791
Slco2b1	-0.15657	-0.63836	-0.30096	 -0.1376	-0.96468	-0.81087	  2.8932	  2.0947	  1.2071
Gpx2	 -0.73031	  0.10772	  0.20688	  -0.5417	 -0.69665	-0.025613	   1.9339	   1.2857	  0.66865
Haao	-0.36959	-0.18891	-0.31456	-0.40035	-0.78051	-0.38217	  2.2188	  1.5218	 0.75497
Snord35a	-0.43849	-0.68456	-0.67086	-0.83876	  -0.954	-0.49051	  2.1079	  1.4442	  0.3106
Vill	-0.0076818	  -0.41969	  -0.29865	   -1.0035	  -0.51749	  -0.60992	    2.2591	    1.7614	   0.44885
Il9r	 -0.87409	  -1.4736	-0.029648	  -1.5246	  -1.2776	 -0.92419	   2.1928	   1.2388	  0.42605
Gtf2ird1	  0.4813	 -0.5289	 -1.0875	0.083438	-0.80655	 0.54325	   1.749	 0.91424	-0.14057
Nicn1	 0.33847	-0.63879	-0.34726	 0.43364	-0.79609	0.018761	  1.6912	  1.1445	 0.77141
Snord49a	 0.19134	-0.43544	-0.33968	 -0.3916	 -1.3551	-0.41637	  1.8611	  0.7629	 0.72742
Rnf39	-0.024811	 -0.61697	 0.097145	   0.5323	   -1.288	 0.058186	   1.8847	   1.5414	   1.5921
Cyp2s1	 0.10455	 0.23724	-0.90817	-0.78159	 -1.6353	 -1.3341	  2.3705	  1.1784	 0.84986
Dctpp1	-0.25067	 0.13407	 -1.1536	-0.64635	 -1.0421	 -1.2111	  1.8375	 0.75302	 0.43929
Jag2	 0.60834	 0.48717	-0.95444	-0.76327	 -1.0957	-0.34382	  1.5469	 0.68074	 0.61115
Epha2	-0.15731	-0.62378	 -1.1812	  0.5481	 -1.7368	 -1.3338	  1.3435	 0.72037	  1.3365
Inpp5j	-0.64011	-0.19793	 -1.5973	 0.43198	 -1.7685	-0.89574	  2.3723	 0.81492	 0.49631
Fam149a	 0.19596	-0.30666	 0.36552	-0.20127	 -1.1802	-0.81973	  1.6469	  2.3123	  1.1036
Treml2	-0.022591	 -0.68871	  0.36129	 -0.63498	  -1.2834	  -1.7413	   2.0962	   1.9936	  0.17264
Nsl1	 -0.16015	-0.065841	 -0.68987	 -0.12317	   -2.255	   -1.257	   1.5381	   2.7251	-0.050136
Fads2	  0.29582	 -0.63111	 0.046291	 -0.85334	  -1.2076	  0.32017	   2.6071	   3.0141	-0.095295
Fam179a	-0.24946	 -0.2481	-0.24779	-0.24738	-0.17758	-0.19186	  3.0424	   2.742	-0.27575
Ptpn5	-0.52388	-0.39147	-0.56031	 -0.5208	 -0.4141	-0.55035	  2.2475	  3.4973	  -0.303
Sell	 0.41926	  1.0612	0.016565	 0.20056	 -0.1507	 -1.3746	  3.0779	  2.3132	 0.26674
Cdh1	   -0.175	  0.57272	  -1.5946	 -0.98286	 -0.72624	0.0045737	   3.2128	   2.1454	  0.83803
Ctla2b	-0.51881	-0.84412	 -1.6887	  -1.945	 -1.1829	-0.66173	  3.6359	  2.4804	  1.9131
