	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Il10ra	 -0.25986	 -0.31284	 -0.35329	 -0.24487	-0.074273	 -0.30549	  0.96247	 -0.24994	   1.4242	 -0.58631	   1.6553	  0.46864
Mmp24	 -0.45404	  0.12368	-0.079857	 -0.17335	 -0.18747	 -0.05162	  0.52729	 -0.61918	   1.2263	 -0.76482	   1.5209	  0.64391
Lacc1	-0.074394	 -0.19179	  0.34116	 -0.11754	  -0.2623	  -0.2656	  0.86466	 -0.25799	   1.9191	 -0.52169	   2.3289	  0.46149
Tmem125	 0.16287	0.095559	0.095606	 0.13157	0.095542	 0.12305	 0.70195	-0.66846	  1.1022	0.047409	  2.0028	  1.5235
Mettl1	 0.047729	 -0.16299	  0.48315	-0.058984	   0.8802	 -0.38506	   1.0976	  -0.5875	  0.62621	  -0.7248	   1.6149	  0.45678
Snord49b	-0.0016996	   -0.1192	    0.2114	  0.070063	 -0.067885	 -0.017746	    1.4161	  -0.23964	   0.69005	  -0.91619	    1.0281	   0.80737
Aff3	   0.8118	  0.33472	-0.063091	  -1.6849	 0.020256	 -0.28437	  0.35453	  0.61345	 0.053427	  0.15874	   1.1261	 0.054831
Bst1	    0.82568	   0.042822	     1.0464	    -1.1867	    0.01899	   0.098513	-0.00058042	    0.12386	    0.80711	  -0.034194	     1.1448	    0.07724
Gm4832	   1.0474	  0.22669	  -0.6269	   -1.115	  0.36501	  0.12097	-0.002663	  -0.1439	  0.30825	0.0010316	  0.26098	  0.74241
Arhgap20os	-0.11847	-0.11536	-0.11136	-0.11915	-0.11325	-0.11786	-0.66778	0.011322	0.030164	-0.83083	  1.0953	  0.1233
Naip7	-0.084362	 -0.57857	 -0.38052	 -0.67429	 0.089761	 -0.43432	  -0.3844	 0.010626	  0.14474	  -1.0255	  0.87822	  0.11514
Gja6	 -0.31897	 -0.33915	  -0.3372	 -0.30555	  0.26651	 -0.21454	 -0.42621	 0.017377	-0.073357	  -1.4151	  0.75511	   1.1822
Depdc7	   -0.23059	    0.07643	    -0.4482	   -0.75421	    0.51798	    0.41755	-0.00056255	   -0.22799	   0.089062	   -0.71353	     1.0736	   -0.25478
Dnah6	-0.52453	-0.13295	-0.81672	-0.51592	 0.67742	 0.28261	-0.90127	-0.13028	 0.13058	-0.95295	  1.0304	-0.21977
Mrpl22	 -0.83767	 0.021021	  -1.1692	  -0.5428	-0.040362	  0.25234	 -0.54415	 -0.27929	  0.10387	  -1.2798	   1.0081	  0.61389
Armc12	  0.054713	  0.050114	  0.059757	  0.056463	  0.057893	  0.057452	-0.0025539	 0.0054277	 0.0026528	   -1.0238	   0.44214	0.00040974
Olfr1178	   0.10107	   0.10216	   0.10616	   0.09829	    0.1043	  0.098736	   0.14182	 0.0049065	 0.0023872	   -1.1139	   0.22744	0.00036747
Mrgprb8	         0	         0	         0	         0	         0	         0	-0.0055646	  0.011986	  0.006356	    -1.085	  0.013017	 0.0010454
Vmn1r19	         0	         0	         0	         0	         0	         0	-0.0055646	  0.011986	  0.006356	    -1.085	  0.013017	 0.0010454
Samt3	        0	        0	        0	        0	        0	        0	 -0.00189	0.0040099	0.0019363	  -1.2356	  0.18773	 0.094268
Tceal7	         0	         0	         0	         0	         0	         0	 -0.001724	 0.0036564	   0.19993	   -1.3263	 0.0047209	0.00026896
Ifna13	  -0.017904	  -0.017739	  -0.018264	    0.09951	  -0.017454	  -0.018076	-0.00063474	   0.001343	 0.00063519	    -1.6009	  0.0017941	 9.5817e-05
Mnd1-ps	  0.24786	 0.050438	-0.059701	-0.053493	-0.054634	  0.24937	  -0.1063	0.0022779	0.0010799	   -1.011	   0.5144	  0.20336
Atp4b	  -0.26616	  -0.26611	  -0.26588	   -0.2661	  -0.26643	  -0.26605	-0.0043452	 0.0092915	 0.0047245	   -1.2811	   0.01086	0.00075175
Tmem59l	-0.020826	-0.022637	-0.015782	-0.019076	-0.020474	 0.080151	 -0.12488	0.0065344	  0.48791	  -1.0202	   0.5318	 -0.45491
Mir32	 0.018548	   0.4468	  0.28584	   0.3779	 0.017305	  0.26946	 -0.14226	-0.087969	  -0.3552	  -1.1608	  0.19942	-0.079738
Gm13238	  -0.5136	  0.30025	-0.026601	  0.10918	 -0.07413	 -0.25251	   0.1918	 -0.61372	  0.90023	  -1.0319	  0.30943	 -0.49379
Gm16845	-0.34042	 0.12531	 0.32203	 0.47556	 0.21722	-0.19895	 0.87049	-0.36014	 0.56996	  -1.311	 0.19214	 0.24086
Olfr91	0.051885	0.055771	0.056929	0.056463	0.057893	0.057452	 0.70411	-0.36971	 0.53593	 -1.0551	 0.26821	 0.30714
Gm7904	   0.31566	   0.40045	   0.31344	   0.31164	   0.62599	   0.32797	-0.0023179	  -0.36045	    0.6769	   -1.0721	   0.12321	   0.32769
Tmem184a	   0.43574	   0.84246	   0.12918	   0.57636	    1.0828	  0.022843	-0.0063685	  -0.42144	   0.14278	   -1.2941	    0.1877	  0.091534
Rabep2	  -0.33803	  0.065914	   0.35222	  -0.37167	   0.78131	   0.41196	  0.024208	   0.91689	   0.31537	    -1.013	   0.92213	-0.0012914
Tfam	  0.15778	 0.032408	  0.25121	-0.040605	  0.40595	  0.42556	 -0.24737	   0.7732	-0.050344	  -1.0987	  0.29507	  0.51616
Sema6b	-0.19515	 -0.5343	 0.48158	 0.21897	 0.99289	 0.49667	 0.36981	 0.35939	-0.50068	 -1.0655	   0.271	0.044043
Cd46	-0.24703	-0.35424	-0.95629	 -0.3017	 0.54056	-0.10899	 0.36653	 0.83144	 0.97426	 -1.6885	-0.78817	-0.29957
Mpst	 -0.40218	 -0.10252	 -0.31651	 -0.11401	  0.11663	  -0.1802	  0.80519	  0.55582	   0.7444	  -1.0665	-0.051512	 -0.18689
Mir26b	 -0.25855	 -0.44962	 -0.57324	-0.012628	  0.24296	  0.30563	 -0.38189	  0.40908	  0.26325	  -1.7552	  0.23006	 -0.77766
Gm15455	-0.52823	-0.22842	-0.34809	-0.39075	-0.42064	-0.50748	 -0.3489	 0.68069	 0.30142	 -1.7287	 0.24118	0.030416
Pagr1a	 -0.35386	-0.062599	 -0.86738	 -0.61187	  -0.2468	  -1.0448	  -0.2183	   1.2452	 -0.28172	  -1.7209	 0.044809	  0.31952
Car5b	0.011208	-0.36611	 0.62844	-0.26958	 0.41913	 -0.4236	 -1.0489	-0.23462	 0.59735	  -1.571	 0.20968	-0.72616
Gm2518	-0.13847	 0.33789	 0.66786	-0.41325	 0.37283	0.074599	0.014984	 -1.1206	 0.74979	 -1.9981	  0.5138	0.013827
Six1	-0.098557	  0.30274	 -0.24923	 -0.11851	   1.0481	 -0.17199	  0.34062	  -0.2985	  -1.2799	  -1.2832	   0.7104	 -0.35283
Gm14023	0.66874	0.60612	-0.1849	0.22888	0.67084	 0.3933	 0.7903	0.48845	0.88406	-1.4253	0.15751	0.40866
March9	 0.34857	 0.50777	-0.54281	-0.55504	 0.69374	 0.71142	 0.74812	   1.358	 0.93169	-0.63788	 0.40879	  0.2439
Abca17	  -0.24224	   0.12229	   0.36045	  0.058803	    -1.334	   -1.0454	   0.12008	   -0.1048	  0.042428	0.00016485	    1.7329	  0.033379
Mamstr	  -0.58514	   0.48152	    1.3017	  -0.35064	  -0.84168	  -0.65727	  0.033145	 0.0011761	   0.30579	0.00020623	   0.95451	  -0.31432
Dpy30	 -0.21459	  -0.1155	  0.54668	 0.010784	  -1.5191	 -0.23266	   0.3928	  0.57153	-0.007767	 -0.63694	   1.3143	 -0.13045
Hes7	-0.31843	 0.31702	 0.78506	-0.33942	 -1.0186	 0.11581	-0.23408	0.038297	 0.22582	-0.65924	   1.434	 0.18168
Wdr5	 -0.67891	   0.4179	  0.36224	 -0.54138	 -0.88842	  0.27248	  0.63788	  0.50276	-0.075395	 -0.16399	   1.4071	 -0.19604
Dpp6	 -0.31652	  -1.1111	  0.64726	  0.59577	   -1.425	 -0.37498	 0.029798	0.0036336	  0.53027	 0.099398	   1.1997	 -0.11805
Exoc3l4	   -0.43519	   -0.36863	    0.91473	    0.52193	    -1.2202	    0.33708	-0.00054354	   -0.22739	    0.35826	 0.00020115	     1.4496	   0.038803
L3mbtl4	   -0.26684	    -0.8251	    0.73436	   0.034232	   -0.83086	      1.024	-0.00030937	  -0.015361	    0.30097	 0.00011424	     1.2419	  -0.092027
Acad9	 -0.44445	 -0.45059	0.0039423	 -0.40223	  -1.0389	 0.096525	   0.7829	 -0.29046	   0.3426	-0.079427	   1.5276	 0.019557
Cyb5d1	-0.43596	-0.87067	-0.25247	-0.58791	 -1.3888	-0.28599	 0.73605	 0.30946	 0.45802	-0.13262	  1.4931	-0.26292
Kctd14	  -0.10154	-0.0087974	  -0.20279	  -0.12561	   -1.6545	   0.29717	   0.89868	  0.098325	   0.20579	  0.069792	    1.3964	  -0.40737
Fsip1	-0.064836	   0.1672	 -0.37177	 -0.14972	  -1.7045	 -0.45673	  0.92148	-0.079894	  0.55043	  0.38314	   1.2552	  0.21944
Scd4	  -0.28694	   0.31516	  -0.58338	  -0.51296	   -1.5191	  -0.54985	   0.55587	 0.0065471	   0.19953	   0.34108	   0.99217	0.00048318
Hap1	  -0.60134	  -0.63096	  -0.53882	  -0.32181	   -1.7995	  -0.34898	   0.85508	  0.054945	 -0.060294	0.00046584	   0.95225	  0.094047
B3galnt1	  -0.30117	  -0.73491	   -0.3647	   -0.4773	   -2.1566	  0.022242	   0.14686	 -0.086356	   0.51183	0.00059403	    1.1053	   0.15502
Faah	-0.033149	 -0.33291	 -0.59526	  -0.7519	  -1.6815	  0.30169	   0.2496	 -0.32159	  0.33712	 0.081842	  0.30568	  -0.1377
Gm1647	  0.053104	  -0.51111	  -0.63943	  -0.56101	   -1.6448	  0.056623	  -0.11971	 0.0034218	   0.46582	0.00061108	   0.75711	0.00025089
Gprc5c	 -0.037382	   0.18091	  -0.17544	  0.076754	   -2.0211	   0.72234	   0.17922	   0.08715	   0.43831	0.00092522	   0.93256	   0.23111
Vmn2r90	  0.094021	  0.091814	 -0.089042	  -0.25882	   -2.2074	  0.021928	   0.04513	 0.0015992	0.00075781	   -0.1452	    1.4038	0.00011447
Esam	-0.45221	 0.15752	 0.58231	-0.41836	 -1.2667	-0.22285	-0.16926	-0.19444	 0.41695	 0.72026	  1.2732	-0.36445
Sec14l2	 -0.29236	 -0.62525	 0.072888	 -0.27991	   -1.131	 -0.15122	-0.085146	-0.055011	  0.65932	   1.1109	   1.4076	 -0.51531
Noxred1	 -0.12869	 -0.11157	  0.33547	 -0.63404	  -1.7553	 -0.54412	   0.8047	-0.069944	  0.18014	   1.3416	   1.0714	 -0.58815
Actr8	-0.19176	-0.32711	 0.57265	-0.61904	 -1.1103	-0.74635	-0.24831	-0.88524	-0.57455	-0.14581	0.042296	0.012076
Mir212	 -0.50681	 -0.61021	  0.40517	-0.045951	  -1.1395	  -0.2789	 -0.42593	 -0.20578	  0.00708	 0.031693	  0.01687	 -0.19604
Slain1	-0.034458	 -0.66585	  0.19347	 -0.21136	  -1.4862	 -0.80636	 -0.18319	 -0.71724	0.0021393	  0.19029	-0.021566	 -0.18366
Cd200r4	 0.25451	 -1.0791	 0.16112	-0.35059	 -0.8767	-0.02159	-0.64015	-0.53146	 -0.4455	 0.05409	0.093863	-0.15168
Mcm7	-0.37461	-0.51806	-0.11872	-0.25352	 -1.3205	 0.09551	-0.79499	-0.68851	-0.51889	-0.25808	 0.34417	 -0.0208
Cd300c	  0.033336	   -1.2933	-0.0099979	  -0.34803	  -0.79238	  -0.16896	   0.54947	  -0.28259	 0.0020122	0.00074803	   0.34929	  -0.32483
Gbgt1	  -0.57085	   -1.2238	    0.2722	  -0.43777	   -1.0893	  -0.49151	 -0.001413	 0.0029923	 -0.010657	0.00052921	   0.87151	  -0.72931
Hist1h4b	  -0.49974	  -0.70006	-0.0098819	  -0.74338	  -0.82942	  -0.27609	-0.0030494	  -0.31206	 0.0032031	 0.0011922	 0.0080041	   -1.0984
Slc43a3	 0.008104	 -0.88316	 0.049868	 -0.31639	  -1.0491	 -0.15551	  0.10578	  -1.0845	  0.52077	-0.044356	  0.69199	 -0.92063
Eva1b	-0.40213	 -0.6079	 0.42568	-0.16585	 -1.3747	 0.73161	 0.79322	-0.14263	-0.60538	0.043553	 0.11782	-0.11306
Ptgr2	  -0.91138	-0.0086931	  -0.42621	  -0.39688	   -1.2064	  -0.28196	  0.021158	  -0.38697	  -0.57433	   0.10516	    0.4047	   0.70194
Rnf25	 -0.33023	 -0.26412	-0.032035	 -0.20005	  -1.0386	 0.021377	 -0.04117	 -0.13943	 -0.27567	  0.72507	  0.57891	  0.15199
Slc36a3	-0.59118	0.080315	0.092019	0.026177	  -1.122	-0.27559	 0.30656	0.005789	-0.88432	 0.40306	 0.54412	0.071895
Mir23a	 -1.2308	-0.94762	 0.77885	-0.14476	 -1.0376	-0.28553	-0.53042	-0.73044	-0.38136	 0.88971	  0.2654	-0.54654
Fstl3	   0.62878	  -0.12756	   0.54589	  0.080389	   -1.1044	  -0.71893	-0.0016625	 0.0035253	   0.41508	0.00063011	    0.6971	   0.26567
P2ry13	  0.46285	 -0.72684	  0.11815	 -0.67017	  -1.1046	 -0.58714	  0.72957	0.0030107	  0.75574	 -0.74046	   1.0025	  0.42029
Phlda3	  0.96483	 -0.57004	  0.38678	 -0.58365	 -0.67572	 -0.74878	 0.084077	 -0.86396	   1.1542	-0.074434	  0.93782	  0.11469
Zfp618	   0.30432	  -0.82324	   0.25653	  -0.28037	  -0.82661	   -1.0094	   0.46447	  -0.58955	   0.58524	0.00072944	   0.94976	   0.53734
Ppm1j	-0.024612	 -0.19968	 0.045465	   0.1167	  -1.3084	  -1.4767	  0.76734	  -0.3332	  0.92613	  -0.5415	  0.27707	 0.040421
Serpinb1b	  -0.4989	 -0.25952	   0.9211	 -0.30915	   -0.774	  -1.3773	  0.42702	-0.060214	  0.99593	 -0.87681	  0.51545	  0.42933
Itgb3bp	 -0.3346	 -0.6249	 0.55846	 -1.0115	-0.57113	-0.74427	 0.74658	-0.57346	 0.51886	 0.40572	 0.52199	 -0.5993
Ptpn13	 0.16168	-0.48888	 0.81106	 -1.1112	 -1.4121	-0.36614	  0.6515	 -1.1077	  0.1516	-0.11895	 0.48997	 0.13223
Capn11	0.004934	-0.64961	-0.43123	 0.28477	  1.2088	  0.1562	  1.2492	 0.36655	0.080665	 0.91672	  1.9767	 0.31528
Dmbt1	 -0.41825	 -0.41156	 -0.41346	  0.96231	   1.1566	 -0.38737	  0.24688	-0.026984	  0.47344	   1.1183	   1.9362	 0.028321
Padi2	-0.10841	-0.87169	 0.41905	 0.55501	 0.70519	 0.42132	-0.16157	 0.47298	-0.21036	 0.19486	  1.8403	 0.37097
Rfxank	-0.046027	 -0.78618	 -0.73091	    0.618	  0.70876	  0.23868	 -0.17447	  0.73383	  0.18312	  0.32563	   1.9035	  0.28944
Pkp3	 -0.33427	 -0.65802	 0.003798	  0.35667	   1.4573	 -0.56371	 -0.44859	   1.6085	   -0.827	-0.066223	   1.6717	  0.28439
Tbcc	-0.21005	-0.82204	 0.13256	 0.25077	  1.0098	 -0.8359	 0.40224	  1.3304	-0.24818	0.055276	   2.308	 0.36878
Col17a1	 -0.53699	  0.43201	 -0.43318	  0.09175	   1.0614	  0.35309	 -0.50811	  0.77688	-0.098773	   0.3825	   1.0299	  0.37789
Rpusd2	 0.028075	  0.46754	 -0.34743	   0.2933	   1.2672	  0.98103	-0.062033	   1.1072	  0.17505	 0.041286	   1.1327	  0.37747
Mex3b	 -0.30696	  0.63205	 -0.19445	  -0.2088	   1.0915	  0.97002	 -0.37725	  0.88452	-0.039832	  0.16173	  0.11259	 0.038248
Espn	0.085221	-0.51876	 0.23776	-0.30857	  1.2405	 0.36242	  0.2182	 0.63062	-0.85131	 0.30837	 0.76696	 0.01511
Pja1	-0.091848	  0.16023	-0.040817	 -0.30303	   1.1225	  0.31811	  0.14783	  0.68127	 -0.34999	 -0.13658	 0.060295	  0.01959
Zfp687	 -0.06154	  0.10832	 -0.33934	-0.033011	   1.2007	  0.10948	  0.06387	   0.9404	 -0.55656	 0.028213	  0.96138	  0.11343
Wbp1	 -0.2082	 0.21765	-0.18776	  0.3014	  1.4283	 0.43275	  0.4977	  1.5951	-0.31958	 0.40732	 0.60478	0.022155
Lin52	 -0.33694	 -0.29748	 -0.80252	  -0.4091	  0.95364	  0.31233	  0.82633	  0.69399	  0.36447	0.0028725	   1.1351	 -0.58811
Rnf43	 -0.12534	 -0.89832	 -0.52523	-0.030889	   1.2782	   0.4409	  0.48864	   1.1779	  0.24782	-0.095956	   1.3187	-0.059016
Dscc1	-0.41511	-0.16137	-0.21798	 0.44525	  1.2137	 -0.4242	  1.1249	 0.01222	-0.20434	 0.20001	  1.1575	-0.24553
Ptgdr2	 0.51921	-0.14072	0.083805	 0.65758	  1.8454	-0.13863	  1.0319	-0.28414	 0.11687	 0.34857	 0.99405	 0.13887
Pim2	 -0.037728	  -0.26284	  -0.46092	   0.43313	    1.1352	   0.37092	   0.67794	   -0.2244	-0.0092696	   0.63206	   0.38001	   0.49564
Mroh2a	-0.32422	 0.38196	 0.35174	0.071026	  1.4254	 0.39422	 0.48187	  0.4944	 0.20429	 0.47342	 0.40846	-0.59392
Upb1	  -0.5773	 -0.23403	  0.10968	  0.19152	   1.3228	   0.9734	  0.84214	 -0.10385	-0.050831	  0.27388	  0.57913	 -0.34362
Aard	   0.29171	  0.027472	  0.037286	  0.042689	  0.020399	   0.21703	-0.0020254	 0.0042987	    1.1504	0.00077353	   0.35951	 0.0003191
Myf6	  0.096086	  0.096381	  0.097403	  0.096581	  0.093981	  0.096787	-0.0013771	 0.0029182	    1.1273	 -0.071812	   0.35614	 0.0002125
Gk2	         0	         0	         0	         0	         0	         0	-0.0036141	 0.0077062	    1.0228	 0.0014338	   0.35379	0.00060427
Rhox12	         0	         0	         0	         0	         0	         0	-0.0036141	 0.0077062	    1.0228	 0.0014338	   0.35379	0.00060427
Gm2799	         0	         0	         0	         0	         0	         0	-0.0029834	 0.0063485	    1.1426	 0.0011646	   0.29162	0.00048629
Olfr1442	         0	         0	         0	         0	         0	         0	-0.0029834	 0.0063485	    1.1426	 0.0011646	   0.29162	0.00048629
Mt3	         0	         0	         0	         0	         0	         0	-0.0031161	 0.0066335	    1.1183	 0.0012203	   0.30447	0.00051051
Krtdap	 -0.020077	 -0.019877	 -0.019911	 -0.020069	 -0.019686	 -0.020395	-0.0025599	 0.0054406	     1.218	0.00098928	   0.25119	0.00041079
Prr30	 0.0069145	 -0.010705	 -0.010438	  -0.01088	 -0.010576	 -0.010923	-0.0014075	 0.0029828	    1.0151	0.00053071	   0.53838	 0.0002174
Cacng6	   0.16914	   0.11223	    0.1128	   0.11124	   0.11251	   0.11206	-0.0040879	  0.008732	    1.3173	  0.001644	  0.010327	0.00069827
Cst9	   0.10655	   0.10497	   0.10703	   0.10692	   0.10715	   0.10707	-0.0030395	  0.006469	    1.4213	 0.0011881	 0.0079808	 0.0004965
Fate1	   0.11072	   0.11089	    0.1115	   0.10928	   0.11119	   0.11113	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Mir1188	   0.11222	   0.11238	   0.11294	    0.2098	   0.11192	   0.11221	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Mir1948	   0.15236	   0.15317	   0.15242	   0.18691	   0.15347	   0.18847	 -0.005093	  0.010932	    1.1846	 0.0021229	  0.012283	0.00092084
Cfhr2	  0.042478	  0.042806	  0.042657	  0.042895	  0.042763	  0.042337	 -0.005093	  0.010932	    1.1846	 0.0021229	  0.012283	0.00092084
Gm19402	  0.066909	  0.060527	  0.071953	  0.068659	  0.070089	  0.069648	 -0.005093	  0.010932	    1.1846	 0.0021229	  0.012283	0.00092084
Olfr1283	  0.054713	  0.055771	  0.059757	  0.056463	  0.057893	  0.051795	 -0.004804	  0.010295	    1.2284	 0.0019793	  0.011759	0.00085269
Mir6919	  0.047294	  0.046894	  0.049466	  0.046897	  0.048076	  0.046716	-0.0054063	   0.01163	    1.1276	 0.0022874	  0.012796	 0.0010012
Pbp2	  0.048235	  0.048504	  0.048883	  0.048082	  0.048688	  0.047995	-0.0054063	   0.01163	    1.1276	 0.0022874	  0.012796	 0.0010012
Olfr1454	  0.054713	  0.055771	  0.059757	  0.056463	  0.057893	  0.051795	-0.0054063	   0.01163	    1.1276	 0.0022874	  0.012796	 0.0010012
Olfr907	  0.054713	  0.055771	  0.056929	  0.056463	  0.057893	  0.054623	-0.0054063	   0.01163	    1.1276	 0.0022874	  0.012796	 0.0010012
Irx6	  0.034518	   0.13381	  0.039562	  0.036268	  0.037698	  0.037256	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Esp16	         0	         0	         0	         0	         0	         0	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Tspo2	         0	         0	         0	         0	         0	         0	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Olfr448	         0	         0	         0	         0	         0	         0	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Olfr171	         0	         0	         0	         0	         0	         0	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Olfr1184	         0	         0	         0	         0	         0	         0	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Olfr1158	         0	         0	         0	         0	         0	         0	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Gm44	         0	         0	         0	         0	         0	         0	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Olfr765	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Olfr961	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Fshr	-0.038269	-0.037901	-0.037341	 -0.03801	 -0.03801	-0.038802	  -0.0028	0.0059549	   1.2972	0.0010881	0.0074113	  0.14533
Gm362	         0	         0	         0	         0	         0	         0	 -0.004804	  0.010295	    1.2284	 0.0019793	  0.011759	0.00085269
Sox14	         0	         0	         0	         0	         0	         0	 -0.004804	  0.010295	    1.2284	 0.0019793	  0.011759	0.00085269
Mir759	 -0.061217	 -0.060159	 -0.056173	 -0.062336	 -0.058037	 -0.058478	 -0.004804	  0.010295	    1.2284	 0.0019793	  0.011759	0.00085269
Ssxb3	 -0.061217	 -0.060159	 -0.056173	 -0.062336	 -0.058037	 -0.058478	-0.0040879	  0.008732	    1.3173	  0.001644	  0.010327	0.00069827
Tmem212	 -0.061217	 -0.060159	 -0.056173	 -0.062336	 -0.058037	 -0.058478	-0.0054063	   0.01163	    1.1276	 0.0022874	  0.012796	 0.0010012
Obox1	         0	         0	         0	         0	         0	         0	-0.0035595	 0.0075884	    1.3726	 0.0014101	 0.0091761	0.00059375
Olfr659	         0	         0	         0	         0	         0	         0	-0.0031535	 0.0067139	    1.4109	 0.0012361	 0.0082477	 0.0005174
Rhox13	         0	         0	         0	         0	         0	         0	-0.0040879	  0.008732	    1.3173	  0.001644	  0.010327	0.00069827
Olfr622	         0	         0	         0	         0	         0	         0	-0.0024957	 0.0053032	    1.4675	0.00096305	 0.0066718	0.00039957
Olfr787	  0.054713	  0.055771	  0.059757	  0.056463	  0.057893	  0.051795	-0.0035595	 0.0075884	    1.3726	 0.0014101	 0.0091761	0.00059375
Gm2927	  -0.11666	   -0.1156	  -0.11162	  -0.12065	  -0.11348	  -0.11675	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Klra10	  -0.13676	  -0.14144	  -0.13171	  -0.13501	  -0.13358	  -0.13402	-0.0057342	  0.012373	    1.0497	 0.0024763	  0.013216	 0.0010974
Mir133a-2	  -0.13676	  -0.13857	  -0.13171	  -0.13501	  -0.13358	  -0.13689	 -0.005093	  0.010932	    1.1846	 0.0021229	  0.012283	0.00092084
Tpsg1	  -0.15983	  -0.15946	  -0.15899	  -0.15937	  -0.16005	  -0.15986	-0.0045386	 0.0097135	    1.2636	  0.001852	  0.011248	0.00079331
Olfr397	  0.072407	  0.073465	  0.077451	  0.074157	  0.067226	  0.075146	   0.37751	 0.0069705	    1.0193	 0.0012868	 0.0085241	0.00053951
Spaca4	 -0.027157	 -0.023318	 -0.014682	 -0.061749	 0.0075522	   0.34159	  -0.16131	 0.0046806	    1.0091	0.00084515	   0.21747	   0.11133
Sp5	  0.098858	  0.099942	   0.10393	  0.097804	   0.10207	   0.24468	    0.0885	  -0.33199	    1.2694	0.00068484	 0.0049981	 -0.061185
Tekt5	   0.13868	   0.51756	  0.085965	  0.085773	   0.08587	   0.10436	-0.0017305	 0.0036702	    1.2189	0.00065682	   0.31246	0.00027003
Mir343	  0.13318	  0.16145	  0.17518	  0.13324	  0.13394	  0.13312	 -0.46463	 -0.11234	   1.2881	-0.096021	 0.017556	  0.19583
Gareml	  0.12079	  0.12085	  0.13277	  0.26086	  0.12095	  0.12092	  0.18012	0.0021757	   1.0959	  0.04614	 -0.68877	-0.070969
Olfr490	         0	         0	         0	         0	         0	         0	-0.0021057	 0.0044699	    1.0209	0.00080558	  -0.47172	0.00033264
Mir1839	   0.21178	  -0.14752	  -0.25156	   0.37742	  -0.25813	 -0.085178	   0.37333	 0.0040096	     1.048	0.00071465	  -0.12581	   0.13876
Snord69	 -0.02988	 -0.26801	 -0.52363	 0.010981	 0.037534	  0.16141	  0.17417	 -0.13358	   1.1685	 -0.42299	 0.092773	-0.027546
Mtmr7	 0.42708	 0.19472	 -0.0247	 -0.1045	 0.37558	 0.47996	0.073241	-0.52077	  1.1242	 -0.2574	 0.31204	0.050603
Zfp280c	 0.14944	0.019709	  0.1309	-0.18989	0.029357	 0.48087	-0.17628	-0.30493	  1.0661	 0.10524	  0.5842	 0.14424
Fgd3	-0.46072	 0.20806	-0.14439	0.088928	 0.11539	 0.52842	 0.45202	 0.30621	   1.101	0.044968	-0.24723	 0.16625
Grk5	 -0.33946	 -0.26646	-0.078968	-0.087409	  0.23489	  0.16915	  0.66916	 0.078386	   1.0263	 -0.20109	  0.19492	 -0.14156
Mir5710	 -0.14685	 -0.14641	 -0.14607	 -0.14628	 -0.14663	-0.038053	  0.51761	  0.15794	   1.2651	 -0.12135	 0.037178	 -0.55029
Olfr524	-0.061217	-0.060159	-0.059042	-0.059467	-0.058037	-0.058478	  0.60373	 -0.46262	   1.0848	  0.29603	  0.30405	 -0.23151
Ptpn12	-0.079683	 -0.07647	 -0.22228	-0.036096	  0.21454	0.0014453	   1.0313	 -0.19183	  0.80582	  0.15342	  -0.1343	 -0.42604
Iqcb1	    0.229	    0.226	  0.06531	   0.2781	-0.053601	  0.28866	 -0.11872	  0.03813	   1.1526	 -0.74874	-0.069803	 -0.52167
Ccdc107	 0.09085	 0.20389	 0.33178	0.071682	 0.58867	 0.51133	 0.23917	-0.45438	  1.0538	-0.05098	-0.60941	 0.16159
Rgsl1	  0.32948	  0.33102	  0.31384	  0.30868	  0.30056	  0.55494	-0.013549	  -0.2928	   1.0361	  0.14915	 -0.59364	  0.15115
