	Hh_v_GF_CD11b-CD103-	Hh_v_GF_CD11b-CD103+	Hh_v_GF_CD11b+CD103-	Hh_v_GF_CD11b+CD103+	Hh_v_GF_Monocyte	Hh_v_GF_Macrophage	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Rab11fip4	  0.30355	  0.13279	   0.2306	  0.04272	  -1.9255	  0.53829	  0.17553	 0.052997	 -0.28375	-0.013837	-0.035669	  0.18737	  0.65923	 -0.22824	   1.1656	  0.59076	   1.2762	 -0.30118
Ak7	 -0.29384	 -0.33754	-0.099598	  0.97846	 -0.92655	 -0.56742	  0.15174	  0.37984	 0.072074	  0.18713	 0.038799	  0.39804	   1.4369	  0.75518	  0.49675	  0.14048	   1.2712	  -1.1248
Smyd3	 -0.30518	  0.24748	 -0.26332	  0.66422	 -0.95878	-0.067281	  0.21686	  0.15384	 -0.33619	  0.60193	  0.50512	 0.081151	  0.66317	  0.78992	  0.45863	  0.27839	   2.0768	  -0.3864
Wdr60	-0.31496	-0.37829	-0.39858	  1.1003	-0.88838	-0.25299	0.060687	 0.25468	-0.45917	-0.27439	 0.21209	 0.11613	 0.53752	 0.33269	 0.60913	 0.39311	  2.3136	-0.80716
Lin52	 0.035889	  0.46674	 -0.40845	  0.72858	 -0.39267	 -0.41814	 -0.33694	 -0.29748	 -0.80252	  -0.4091	  0.95364	  0.31233	  0.82633	  0.69399	  0.36447	0.0028725	   1.1351	 -0.58811
Ppcdc	  0.42055	 -0.25431	 -0.30457	  0.96327	-0.063728	 -0.38671	 0.090212	 -0.31799	 -0.93701	 -0.32071	  0.27256	-0.057993	  0.15743	   1.0653	  0.10855	-0.026821	   1.3822	 -0.29738
Gm19461	   0.022125	   0.085897	   -0.44157	    0.57837	   -0.24511	   -0.58824	    0.40684	-0.00021303	   0.017875	    0.66374	    0.11833	     0.2403	 -0.0019346	  0.0041051	    0.12061	 0.00073744	     1.3959	 0.00030389
Wee2	  -0.26589	   0.25566	 -0.051586	   0.43503	-0.0048787	   -1.2722	   0.92125	   0.12216	   0.05522	   0.16601	   0.14989	  0.049658	   0.15428	 0.0031414	   0.32344	  0.051768	    1.7063	  -0.17109
Pdilt	 -0.26978	 0.014062	 -0.37675	  0.64801	-0.004271	 -0.45307	  0.49211	 0.024833	 0.099966	   0.6643	 -0.14714	 -0.22763	 0.046679	  0.95451	  0.35694	 -0.10046	   1.6958	 -0.67913
Gpr1	  0.39883	 -0.06237	-0.078434	  0.46594	 -0.31269	  -1.0174	  0.19544	 0.093878	  -0.3498	  0.92747	  0.11108	   0.2457	-0.025292	-0.059936	  0.73415	 -0.48196	   1.9046	 -0.64317
Slc2a5	 0.053243	 -0.38202	 -0.25964	  0.14019	 0.088489	   -1.054	  0.56084	  0.41678	 0.028265	  0.16487	  0.85609	 0.045297	  0.96091	  0.91759	  0.30422	 -0.32878	   2.2671	-0.093749
Adamts20	  0.044314	  -0.10295	 -0.066337	3.7213e-05	  -0.15773	   -0.1404	  0.059086	   0.05904	  0.059324	  0.059188	   0.05908	  0.059085	   0.97611	  -0.84582	   -0.6324	   -0.5054	  -0.11311	   0.14208
Mir423	  0.026526	  -0.13446	  -0.17899	  -0.33858	   0.38527	  -0.35355	 -0.049479	  -0.01328	  0.063227	   0.25227	 -0.020908	-0.0054113	   0.82842	  -0.74894	  -0.58245	  -0.72217	  0.034306	   0.79942
Mir133a-1	 0.30686	0.034527	-0.39684	 -0.2514	-0.55615	-0.38931	 0.23223	 0.58102	 0.49916	 0.37783	 0.25666	 0.36135	 0.65525	-0.78223	-0.64035	-0.75636	  0.4391	 0.32922
Tmeff2	0.00023539	 -0.046295	0.00017548	7.5876e-05	   0.33613	  -0.11248	  0.065521	  0.065506	  0.066131	  0.065584	  0.064905	  0.065468	    1.1694	  -0.24691	   -1.0897	  -0.66196	   0.78963	    1.1017
Crb3	 0.31573	-0.29811	-0.20034	 0.25973	-0.77853	-0.56451	-0.21091	0.014916	-0.21099	0.055078	   0.698	 0.47007	  1.4448	-0.25807	-0.38252	 -0.7865	 0.64797	 0.73269
Snord61	  -0.13724	   0.26478	  -0.18395	   0.32581	-0.0061077	   -0.2695	   0.19556	   0.34822	   0.56739	   0.30371	   0.24587	   0.70592	    1.3339	   -0.7371	  -0.47765	  -0.95133	  -0.82329	   0.30894
Fam178b	-0.015311	   0.2604	 -0.31405	  0.31433	  0.50934	  0.21864	 -0.25036	  0.03819	 -0.21362	  0.25199	  0.80103	 -0.13234	   1.6845	 -0.67232	 -0.42663	  0.13497	  0.33664	 -0.89312
Hdhd3	  0.41271	  0.86611	0.0052712	0.0018417	 -0.18295	 -0.49842	 -0.39993	 -0.42239	 -0.34091	 -0.07402	  0.56928	  0.40315	   1.6061	 -0.41659	 -0.64879	 -0.77356	   1.0757	 -0.39139
Casr	   0.81706	  -0.50895	   0.31296	 -0.015771	    1.1621	   0.14362	   0.34306	-0.0073452	   0.21271	    0.2881	   -1.2861	 -0.073197	  0.021281	0.00075586	0.00035598	0.00013211	    1.5985	5.3537e-05
Gm20324	 0.095166	 -0.37427	  0.20096	 -0.34015	  0.56411	 0.052404	 -0.17313	  0.20031	-0.024194	 -0.22963	  -1.4682	  0.38916	 0.021856	  0.11405	  0.24931	  0.10808	    1.466	 0.034646
Gprc5c	  0.048204	  -0.10774	   0.49919	   0.54728	    1.2008	   0.67387	 -0.037382	   0.18091	  -0.17544	  0.076754	   -2.0211	   0.72234	   0.17922	   0.08715	   0.43831	0.00092522	   0.93256	   0.23111
Ctrc	   0.72254	  -0.13347	   0.99097	 -0.097301	    0.8871	    1.0846	  -0.20192	  -0.22574	  0.034398	  -0.34999	   -1.2167	  -0.17767	-0.0026339	   -0.4734	 0.0027407	 0.0010196	    0.9814	0.00042378
Dock9	 -0.31868	 -0.11801	  0.32317	  0.66683	  0.77049	 -0.15406	0.0010525	 -0.18261	 -0.85211	 0.033102	  -1.0953	 0.011719	  0.20217	  0.15085	  0.44414	 0.090678	   1.6487	  0.32884
Tnni2	  -0.20245	  -0.10595	    0.3269	   0.50033	   0.64136	 -0.092325	  -0.49061	  -0.12799	  -0.25861	  -0.14029	   -1.3062	   0.26754	-0.0031239	 0.0066503	 0.0032872	 0.0012236	   0.99834	   0.42079
Scd3	  -0.54917	    0.2727	  -0.32513	   0.60714	 -0.014463	 -0.091024	  -0.19676	 -0.061958	   -1.2261	   0.10932	   -1.0366	  -0.35719	  0.047814	 0.0011472	0.00054128	 -0.023912	    1.7033	  0.022387
Fsip1	  0.06265	  0.22881	 0.012406	  0.43741	-0.008663	  0.49676	-0.064836	   0.1672	 -0.37177	 -0.14972	  -1.7045	 -0.45673	  0.92148	-0.079894	  0.55043	  0.38314	   1.2552	  0.21944
Scd4	   0.19548	   -0.4535	  -0.42974	   0.34308	  -0.30672	   0.50852	  -0.28694	   0.31516	  -0.58338	  -0.51296	   -1.5191	  -0.54985	   0.55587	 0.0065471	   0.19953	   0.34108	   0.99217	0.00048318
Hgfac	   0.97516	  -0.14775	   0.14221	   0.17289	 -0.008088	 -0.053399	  -0.12467	  -0.16196	  -0.45587	  -0.18996	   -1.0085	    1.1717	  0.090696	 0.0040627	   0.24342	0.00072456	    0.9103	  -0.56595
Siglecg	   0.46891	   0.45552	   0.01289	0.00047345	  0.055086	   0.71965	  -0.24794	  -0.28044	  -0.48806	   -0.1961	   -1.2101	    1.1306	    0.4476	   -0.2814	  -0.27163	   0.54563	    1.4682	   -0.2569
Rab13	   0.1426	 0.084973	 -0.41967	  -0.3717	  0.58189	  0.24509	 -0.19372	   0.1221	  -1.0272	 -0.67969	  -1.0928	0.0059337	 -0.40618	   0.2845	  0.57825	  -1.1227	   1.3393	 -0.42037
Zfp777	  -0.62984	  -0.13501	  -0.14915	-0.0018543	   0.61093	  -0.64565	   0.13497	   0.60064	  -0.74611	  -0.33673	    -1.135	   0.14829	  -0.70668	   0.16616	   0.50596	   -0.1047	   0.63576	  -0.33659
Dpp6	0.0094899	 0.046884	 -0.10857	  0.42954	   1.1004	  0.51056	 -0.31652	  -1.1111	  0.64726	  0.59577	   -1.425	 -0.37498	 0.029798	0.0036336	  0.53027	 0.099398	   1.1997	 -0.11805
Exoc3l4	   -0.65491	   -0.77777	   -0.25648	    0.10685	     1.5781	  -0.056538	   -0.43519	   -0.36863	    0.91473	    0.52193	    -1.2202	    0.33708	-0.00054354	   -0.22739	    0.35826	 0.00020115	     1.4496	   0.038803
Pdlim3	    -1.1869	    0.17547	  -0.088841	    0.44079	     1.3092	    0.20802	   -0.34777	   -0.35076	     0.3917	  -0.089394	    -1.2882	    0.21211	-0.00086549	  0.0018306	   0.054622	   0.072582	     1.2801	   -0.15746
Dpy30	   -0.635	 -0.11775	 -0.34556	-0.028445	  0.42675	  0.18687	 -0.21459	  -0.1155	  0.54668	 0.010784	  -1.5191	 -0.23266	   0.3928	  0.57153	-0.007767	 -0.63694	   1.3143	 -0.13045
Fads1	 -0.38022	 0.084698	 -0.42586	  0.17898	  0.39309	 0.043479	 -0.42013	 -0.40957	-0.081673	  0.15538	 -0.55854	 -0.19821	   0.1197	  0.53002	 -0.21631	  0.12903	   1.0814	 -0.40903
Tanc2	-0.35612	  0.2842	-0.76902	 0.49751	 0.63909	-0.48491	-0.20847	 0.29441	 0.25684	 0.27005	 -0.5974	-0.33374	 0.48079	 0.20252	0.015612	 0.13339	 0.83614	-0.19027
Snapc4	 -0.1496	-0.36818	-0.46764	 0.21734	  0.7635	-0.30953	-0.20235	-0.18743	0.097086	-0.11922	 -1.2357	-0.36878	 0.41453	0.042168	 0.20625	 0.18084	 0.94486	 0.22664
Ucp1	    -0.1096	    0.52656	   -0.88419	   -0.25834	    0.85622	   -0.67971	   -0.13632	  -0.044367	     0.6679	    0.84542	   -0.39627	   -0.23318	-0.00087517	     0.4947	    0.25714	 0.00032515	     1.1634	   -0.13368
Mxra7	 -0.69294	  0.44012	 -0.56243	 -0.55645	  0.33795	  0.49976	-0.061049	 -0.39189	  0.16631	  0.37322	  -1.8389	 -0.61465	 -0.01455	  0.51837	  -0.1379	0.0014385	  0.58743	 -0.78728
Timd4	0.054487	 0.15327	 -0.7231	-0.54019	   1.032	-0.51513	-0.08439	 0.16939	0.076742	 0.52667	 -1.7578	-0.63028	 0.35387	  1.1505	0.015872	0.097897	  1.0033	  -1.342
Abca13	  0.84903	  0.27784	  0.54583	  0.86728	  -1.4241	 0.030706	  0.51856	  0.18141	   0.2905	 -0.50064	  0.80362	  0.66915	 -0.16085	0.0016847	  0.19746	-0.070139	  0.62543	-0.087007
Arhgap32	  0.14357	  0.25833	  0.56145	  0.70282	 -0.87789	 -0.90867	  0.26047	 0.023007	   0.1845	0.0026249	  0.77311	  0.33859	 -0.15583	  0.18768	   0.1525	   0.1924	 -0.38246	  -0.1886
Efhb	  0.83925	 -0.11301	   0.2694	  0.60689	 -0.82057	 -0.65854	 0.096325	 0.096621	  0.11778	  0.51234	  0.36136	   0.6138	 -0.64584	 -0.15108	  0.58661	 -0.10642	-0.017299	   0.1602
Top3a	-0.059794	   0.6036	  0.81733	  0.88446	  -0.5317	 0.081511	  0.17278	  0.28569	 -0.51825	  0.36461	   1.0136	  0.36208	 -0.38094	  0.15617	 -0.47891	 0.074313	 -0.36108	  0.46273
Cep164	   0.15613	  0.087018	   0.39948	    1.2963	   -0.7205	-0.0036396	  -0.14187	   0.47014	  -0.16227	   0.28965	    0.0333	  -0.38051	  -0.45302	   0.79234	   0.35735	  -0.34576	   0.51872	   0.11566
Cep44	 -0.10694	  0.18016	  0.63637	   1.3218	  -1.2205	 -0.61453	-0.045315	-0.049109	  -0.4993	 -0.25457	 -0.55418	 -0.13372	 -0.47416	  0.95818	  0.27693	 -0.25937	  0.87785	  0.25402
Dck	 0.50253	 0.45812	 0.92596	 0.89773	-0.51984	0.067362	 0.33884	 0.26027	 0.10548	 0.46229	-0.48782	 0.37184	 -1.0125	 0.28759	-0.63516	-0.02457	 0.80374	 -0.3057
Gm19557	 -0.80618	  0.10682	  0.61176	   0.7418	 -0.73654	  0.04974	 -0.15239	  0.37484	  0.49931	-0.092411	 0.038172	  0.49246	 0.055041	  0.76768	-0.026858	 -0.11879	  0.12267	-0.082099
Hdac9	  0.41183	  0.71349	   0.7074	   1.3213	 -0.84033	  0.50683	  0.25559	  0.43418	  0.40314	  0.44125	  0.16279	  0.19409	 -0.49581	  0.83456	 -0.61528	0.0039597	  -0.4983	 -0.22346
Slc25a23	  0.020882	   0.73931	   0.98633	    1.1659	  -0.38695	   0.49192	  0.098634	     0.371	    0.7081	   0.52182	  -0.42631	    0.4263	  0.086765	   0.68977	-0.0034371	  -0.28225	   0.22327	  -0.10815
Nme4	  -0.24533	   0.52463	     0.883	   0.48457	     -1.53	 -0.086701	   0.56943	   0.53841	   0.68349	   0.50465	  -0.43196	   0.15709	-0.0049824	  0.010688	  -0.88391	 0.0020672	  0.012086	   0.30738
Armcx6	 -1.0176	-0.71675	 0.15248	-0.15318	  0.2945	 0.21985	-0.18294	 0.04203	 0.83361	 0.17121	-0.91826	-0.87991	 0.22651	-0.25479	 0.97756	0.079775	  1.3554	   -1.03
Clec4a3	   -0.41308	   -0.73297	    0.17765	     0.5084	    0.19671	    0.64263	   -0.50138	   -0.86602	    0.98705	-0.00062254	     0.3551	  -0.058479	    0.86349	   0.041995	    0.77962	  -0.026042	     1.2012	  -0.019407
Tubb3	  -0.6279	 -0.33749	   0.5336	   0.2391	-0.036153	 -0.24704	 -0.31218	  -0.8908	  0.75002	 -0.61656	 0.047889	 -0.38074	 0.081769	0.0095902	   1.0576	 -0.19683	   1.1511	 -0.51183
Ern2	 -0.38086	 -0.37103	0.0065975	-0.077984	  0.10052	 -0.86688	 -0.66074	 -0.61265	   0.3454	   0.5045	 -0.47112	  0.18848	 0.089461	  0.12126	  0.94467	 -0.15074	   1.5492	 -0.12303
Retnlg	  -0.5756	 -0.55745	 -0.55474	 -0.29475	  0.72013	  0.45458	 -0.70022	 -0.66119	  0.21287	0.0035995	 -0.58047	  0.55087	  0.39952	 -0.12486	   1.0851	  -0.4303	   1.7307	 -0.48225
Kcnj2	 -0.59699	 -0.53791	 -0.51561	  0.59414	 0.016414	 0.075272	 -0.59383	 -0.22463	 -0.38519	 -0.59645	0.0013745	 -0.35175	  0.30404	0.0034571	   1.2858	  -0.8519	  0.55964	  -1.0685
Pdhx	 -0.32555	 -0.30229	 -0.16243	  0.32227	 0.082865	 -0.32852	-0.090954	 -0.13158	 0.021738	  -0.1945	  0.17904	 -0.54635	  0.39828	   0.2405	    1.007	 -0.79149	   1.4011	 -0.76986
Tcf7l1	 -0.15873	 -0.56255	 -0.38655	 -0.36204	 -0.10195	  0.28703	  0.31837	  0.56856	 0.085273	  0.21192	 -0.47316	-0.065796	 0.015205	  0.22532	   1.3521	  -1.4611	  0.63623	  -0.8565
Chrne	  0.67232	 0.020623	  -0.3803	  0.57411	-0.037497	  0.37822	 -0.81271	  0.59423	  -0.7122	 -0.13706	  0.35858	 0.072683	  -0.3181	  -1.3794	 -0.11834	 0.050326	   1.0395	 -0.90153
Htatip2	 0.39444	 0.14144	-0.27099	-0.42391	 0.71509	 0.79565	-0.60766	 0.20282	-0.41708	 0.51244	 0.36616	-0.16927	0.066911	-0.64834	0.051566	 0.64669	  1.5941	 -1.2496
Dnajb7	  -0.22517	   0.19124	  0.091001	   0.49387	  -0.21186	-0.0056507	  -0.14764	   -0.2805	  -0.38232	  -0.39155	  -0.46139	   -0.2317	  -0.26068	  -0.44054	  -0.25419	   0.56499	   0.17425	   -1.1448
Tsc22d1	-0.030108	 0.088493	  0.30943	  0.18526	 0.078423	  0.01562	  -0.2384	 -0.23499	 0.035777	 -0.37017	 -0.45523	-0.058599	 -0.39176	 -0.73113	 -0.17853	  0.55349	  0.83327	 -0.74655
Mir6959	   0.10595	 -0.036125	0.00055835	0.00022313	 -0.012112	   0.22268	 -0.066808	  0.038672	 -0.062131	 -0.064464	  0.056109	 -0.066126	 -0.063238	  -0.77038	   0.32242	   0.55078	    0.5804	   -1.6514
Gm5127	  0.21667	  -0.4826	 -0.20634	 -0.23339	  0.32992	  0.36234	 -0.19077	-0.040766	 0.052744	-0.015852	 0.077343	 -0.15948	 -0.28485	 -0.83745	  0.23215	   1.0093	  0.88745	 -0.54143
Snord87	-0.13268	-0.59628	-0.10174	-0.40344	 0.47066	-0.39201	-0.22591	-0.27283	 -0.1512	-0.14733	-0.07578	-0.25495	-0.44622	  -1.208	0.047374	 0.87493	 0.94334	-0.66629
Zfp619	  0.30161	 -0.25017	  0.29049	 0.011953	  -0.3476	 0.015739	 -0.17981	 0.043572	   0.2488	  0.14031	 0.025881	-0.042259	  -0.1892	 -0.58855	 0.066329	  0.97925	  0.48968	 -0.38981
Lgals12	0.0053077	 -0.42528	0.0046773	 -0.32077	 0.064241	 -0.30145	 -0.30891	 -0.54762	 -0.48547	  0.30058	 -0.54963	   0.2127	 -0.59102	 -0.42264	   1.0555	  0.24755	   1.2201	 -0.90573
Ttc16	  0.14246	 0.018566	 -0.23309	 -0.36467	 0.093126	-0.087994	 -0.38424	 -0.59345	 -0.58256	  0.18967	 -0.59204	 -0.44598	 -0.63667	 -0.63266	 0.066804	  0.29356	  0.69499	  -1.2659
Mansc4	-0.079184	 -0.18823	 -0.13814	-0.061835	  0.73881	 -0.12196	 -0.67911	 0.029876	 -0.58459	 -0.62263	 -0.67026	 -0.65141	 -0.31619	0.0060369	  0.10347	  0.25521	  0.77061	  -1.0491
Zfp820	 0.0095485	   0.25478	  0.016406	  -0.63678	   0.45333	  -0.40557	  -0.64949	  -0.37702	  -0.56423	  -0.44031	  -0.82743	   0.14455	-0.0062466	  0.013288	    0.1716	   0.74003	    0.5748	   -1.0336
Smpd5	  0.43862	 -0.22678	 0.011639	 -0.49328	-0.008197	 -0.61488	 -0.70429	 -0.10535	 -0.98602	 -0.75119	 -0.49915	 -0.73625	 -0.85969	-0.092617	  0.51139	  0.59052	   1.1416	  -1.0453
Mlf1	-0.47409	-0.49451	0.086522	-0.36398	 0.44056	-0.06375	0.008343	 0.27041	-0.20215	-0.19312	-0.65302	 -0.3795	 -1.3698	-0.47117	  0.9322	 0.61911	  1.0231	 -1.4694
Gm20337	  0.31362	  -0.6725	  0.20255	 -0.73284	  0.67848	 -0.12725	 -0.69314	 -0.36634	  0.29722	  0.32738	 -0.55668	 -0.54597	 -0.12544	   -0.447	-0.077762	 -0.60878	   1.1792	  -1.0752
Rsph9	 0.10459	-0.16941	 0.57419	-0.11521	 0.60094	 0.48593	-0.25028	-0.15598	-0.40642	-0.54868	0.010979	0.011093	-0.10469	-0.80596	 0.25802	-0.33759	  1.2099	 -1.5581
Rpl39l	   0.3389	 0.026684	0.0054126	 -0.19903	  0.37039	 -0.23121	  0.35511	 -0.42576	 -0.37289	  0.19687	  0.22099	 -0.42753	   0.1279	 -0.94832	 -0.56876	 -0.25549	  0.11865	  -1.5802
Hs1bp3	 0.54864	-0.48862	 -0.6128	0.041214	 0.23856	-0.26664	-0.69622	-0.34162	 -1.5867	-0.51397	-0.73566	-0.89414	-0.39042	 -1.1935	  1.3195	  0.5841	  1.5221	 -1.0461
Pik3r6	  0.52404	 -0.43408	 -0.31212	 -0.30301	  0.36372	 -0.15095	-0.020491	 -0.47426	  -1.1886	 -0.36536	 -0.71985	 -0.59716	 -0.37069	 -0.87702	  0.41783	  0.79863	    2.065	 -0.77134
Zfp524	  0.89671	  -0.0581	  0.15654	-0.035124	  0.75744	 -0.26623	 -0.69319	 -0.58809	  -0.7623	 -0.43954	 -0.59062	 -0.46089	 -0.84894	 -0.61353	  0.66001	   1.1265	   1.3459	 -0.31705
Slc16a11	   0.9975	 -0.31227	  0.22849	  -0.8135	  0.48635	0.0094453	 -0.33127	 -0.51982	 -0.37072	 -0.13922	 -0.61209	-0.062152	 -0.75607	 -0.64467	-0.061259	  0.34714	   2.0938	 -0.93216
Tsacc	    1.3941	  -0.55922	 -0.056414	  -0.22051	    1.0051	   0.12761	  0.020899	  0.044868	  -0.17153	   0.42036	  -0.64346	  -0.46552	  -0.51564	  -0.53988	-0.0084634	   0.68372	    1.8093	  -0.84447
Cplx2	  -0.29855	   -1.0842	  -0.22819	   0.64779	 -0.038485	  -0.16934	   0.90194	-0.0064958	  -0.51345	  -0.37984	  -0.25699	   0.14421	   0.91014	  -0.38036	  -0.10763	   0.64126	   0.88756	  -0.74373
Fads3	 0.34287	-0.51576	 0.25733	 0.19271	 0.23098	-0.61637	 0.16487	-0.30571	-0.81444	-0.91408	-0.66622	-0.27165	 0.21705	-0.74375	-0.31175	-0.11878	 0.83949	-0.69298
Mir6994	 -0.32503	 -0.53739	-0.015446	  0.66624	  0.28016	 -0.53747	   0.2434	-0.045849	 -0.44525	 -0.82544	 -0.15939	 0.093823	  0.14262	  -0.9694	 -0.13994	 0.038541	   1.2335	  -1.2098
Sept10	   -0.4064	  -0.32749	-0.0071575	   0.53412	  -0.74305	  -0.59844	   0.42756	  -0.97071	   -1.0805	    0.0301	  -0.16373	  -0.42563	  -0.47304	  -0.26508	   0.50123	   0.35114	    1.2074	  -0.97599
Snord73a	-0.62536	-0.66573	  0.7744	-0.13105	-0.99098	 -0.4129	 0.19706	-0.37296	-0.82365	-0.55737	-0.37303	 0.19781	 0.27624	-0.50915	0.022039	 0.37358	 0.71912	-0.88562
Egfl7	 -0.40798	  0.47138	0.0066475	  0.19864	 -0.35482	  0.36989	   1.0744	  0.60337	  0.48787	  0.86967	  0.37773	  0.72787	  0.05025	 -0.42482	   0.1868	    1.158	  0.42497	   -1.236
Ndufb4	0.029661	  0.1369	 0.05854	-0.44097	-0.14749	 0.84365	  0.6499	 0.23983	 0.53844	 0.78987	-0.15993	 0.85119	-0.38847	 0.21702	0.089459	 0.93554	 0.39646	-0.54766
Glp1r	  -0.031231	     0.3881	 0.00068987	   0.057948	-0.00011928	   0.012313	     0.4661	    0.22288	    0.29103	    0.55337	    0.71237	    0.93579	    0.29157	  0.0037966	    0.18107	     1.1448	     1.4269	   -0.15481
Prx	 -0.29156	  0.64974	  0.22652	   0.2322	  0.31645	 -0.02343	  0.41796	  0.38987	  0.43002	  0.76061	  0.40171	  0.71391	  0.73114	0.0082999	  0.61216	  0.51927	   1.3497	 -0.10723
Lrrc34	 -0.26866	  0.49959	   0.2924	 -0.28295	 -0.33148	  0.58084	   0.4593	  0.79316	  0.48767	  0.36759	  0.23461	  0.62903	-0.048603	  0.63846	  0.72487	  0.99503	  0.98345	 -0.30313
Pros1	  -0.79408	   0.52209	   0.41839	  -0.14752	-0.0042562	   0.01675	   0.32492	  0.087533	   0.53634	   0.20887	    0.4149	   0.42389	   0.26435	   0.60547	   0.43602	   0.96085	    1.2309	   0.01602
Gpx7	    0.44488	    -0.2143	    0.48668	    0.25241	    0.28677	-0.00027551	  -0.068937	    0.93314	  -0.070414	  -0.072241	    0.22452	    0.14996	    0.11119	   -0.91384	      1.082	     1.1426	    0.88102	   -0.47963
Plin5	 0.57113	-0.16947	 0.20741	 0.17849	 0.22575	 0.16104	 0.41753	 0.40381	 0.42428	 0.43782	 0.53458	 0.47152	 0.10906	-0.22653	 0.30378	  1.2366	  1.3357	-0.84201
Gm2011	 -0.64574	  0.82187	  0.56285	 -0.16853	   0.1393	  0.40713	  0.85663	  0.30805	    1.007	   1.3192	 0.058989	  0.94314	 -0.30429	  -1.1809	  0.14968	   1.7403	   1.2988	-0.080199
Grip2	-0.37017	 0.63245	 0.52161	-0.51598	 0.46981	0.070847	 0.12789	 0.11833	 0.35752	 0.10226	-0.11454	 0.43802	   0.216	-0.66207	 0.40589	  1.0626	  1.1607	 0.13403
Hdac11	-0.45298	 0.14614	 0.30886	-0.80854	 0.71265	  0.1878	 0.05436	-0.16593	  0.3317	 0.35834	-0.63907	 0.47281	-0.71534	 -0.2419	 0.09387	 0.95789	  1.3583	 0.18197
Mir1191	 -0.38093	  0.51565	  0.21266	 -0.73758	  0.35209	  0.21974	  0.37239	  0.64085	-0.097563	  0.72038	  -1.0039	    0.812	 -0.25004	   -1.179	  0.67243	  0.89246	  0.87149	 -0.46226
Gata6	  -0.72504	  0.058405	   0.97967	   0.64363	    0.9144	-0.0090839	   0.36048	   0.38622	   0.28583	   0.20796	  -0.08623	    0.6899	   0.77785	 -0.065782	     0.534	    1.3879	     1.298	   0.33507
Myo16	 -0.029789	   0.27687	   0.76334	   0.30135	    1.0768	  -0.34486	   0.45757	   0.76113	   0.10625	   0.37847	-0.0081206	  0.078601	   0.12566	  0.049863	    1.8475	   0.53911	    1.1001	   0.04556
Angptl4	  0.26978	 0.022048	   0.5275	 -0.29665	  0.41035	  0.68685	  0.42336	  0.45656	   1.1758	 -0.45504	-0.068811	  0.39021	  0.74396	-0.037505	 -0.48666	 -0.92033	   1.6541	  0.27436
Pcbp4	0.0081474	 -0.94535	   0.8423	 -0.42463	  0.67101	  0.89314	 0.080167	 -0.51751	    0.392	  0.32843	 -0.49821	  0.60118	-0.023833	 -0.59136	 -0.79662	  -1.0412	   1.6875	-0.078036
Asprv1	   0.59424	 -0.096384	   0.98091	   0.16197	-0.0093198	    1.3855	   0.51268	  -0.13806	   0.46258	   -0.1895	 -0.058928	  -0.20916	   0.64607	 0.0016882	0.00080051	0.00029722	   0.94568	0.00012097
Laptm4b	  0.84901	0.0043236	  0.84054	  0.10817	  0.30829	  0.98048	-0.037061	 -0.20698	  0.80209	-0.073908	 0.061879	 -0.10928	  0.22174	   1.1454	  -0.1478	 -0.03442	  0.74921	 -0.53763
Gm15850	   0.95763	  -0.54027	 -0.062156	  -0.45186	 -0.010922	    1.1351	   0.13153	  -0.82525	   0.59357	  -0.31939	  -0.51082	  0.063161	 -0.003949	 0.0084308	 0.0042442	 0.0015816	    1.3384	0.00067017
Cacnb4	  0.83487	 -0.62728	  0.87342	 -0.58156	 -0.22203	   0.2588	 -0.24461	  0.35225	 0.089268	 -0.42785	-0.061845	  0.77313	  0.38801	  0.01058	 -0.55151	 -0.13855	   2.0578	 -0.20641
Gm10865	  0.18577	 -0.09626	  0.65687	 -0.59686	  0.13737	  0.70016	-0.094532	  0.16115	 -0.10101	  0.45767	 -0.12614	  0.38336	   1.1616	 -0.30643	  -1.0617	  0.37002	   2.1045	   0.1001
Lipt2	  0.08272	 -0.20964	  0.72285	-0.073443	 -0.37258	  0.20869	 -0.65991	  0.11414	 -0.49051	   0.2229	  0.72981	  0.40927	  0.94793	  0.46848	  -1.1866	 -0.22462	   1.6038	  -0.1293
Cct6b	 -0.1529	-0.62598	 0.41135	  -0.393	-0.16988	 0.40018	0.041419	-0.45917	-0.26295	-0.03555	  1.4275	 0.71576	 0.45757	0.022617	0.059694	 0.15786	    1.97	 -0.2044
Ms4a8a	   0.16353	  -0.15329	    0.4418	  -0.99301	 -0.090059	   0.62267	   0.34861	  0.042981	   0.20547	  0.020344	    1.0417	   0.83897	   0.18308	0.00055289	0.00026001	9.6486e-05	     1.419	 -0.023595
Endou	   0.76044	  -0.36236	   0.36585	  -0.61579	   0.64107	   0.29696	   0.72334	   0.50025	   0.70879	   0.50994	   0.69693	   0.97713	-0.0015684	 -0.077918	   0.15556	0.00058498	      1.04	  -0.18405
