	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage
Il19	0.35295	0.37208	0.35114	0.35486	0.45073	0.35421
Hoxb9	0.32845	0.38559	0.32498	 0.3272	0.40457	 0.3278
Cmip	0.33215	 0.3698	0.40333	0.30742	0.45509	0.45542
Arhgef16	0.28326	0.29291	0.37899	 0.2676	0.47793	0.38275
Got1	0.21011	0.31959	0.34905	0.31352	0.42397	0.38557
Hand2	0.28377	0.28263	0.28877	0.28384	0.45851	0.28992
Asb11	 0.3863	0.34636	0.37409	0.29148	0.29668	0.33328
Med14	0.38471	0.35021	0.35933	0.24566	0.27435	0.35343
Ppp3cb	0.38669	  0.402	0.35497	0.22502	0.30517	0.30809
Gabbr2	0.33993	0.34365	0.30401	 0.3125	 0.2912	0.30882
Sgca	0.34248	0.35154	0.29205	0.28486	0.28301	0.28545
Pmfbp1	0.37165	0.31576	0.32286	0.30531	 0.3083	0.31145
Mbd2	0.29566	0.35723	0.34944	0.29518	0.34641	0.30138
Mettl7a2	0.31715	0.39555	0.31124	0.30838	0.31346	0.30741
Trpc6	0.32251	0.40962	0.33858	0.30432	0.30919	0.34551
Cdh4	0.33966	0.34722	0.35595	0.34013	0.35215	0.34605
Vwa5b2	0.33493	0.34009	0.33068	0.33541	0.36056	0.34306
Nrxn1	0.35066	0.36876	0.35277	0.39658	0.33244	0.36507
Pcdhb13	0.33832	0.32036	0.31986	0.39191	0.31083	0.39161
Khdrbs1	0.32027	0.27044	0.42048	0.31431	0.34254	0.36153
Wasf3	0.27977	0.27852	 0.3618	0.30333	 0.3321	0.31863
Dcbld1	 0.3581	0.45553	0.29376	0.30117	0.28619	0.29573
Kdm5a	0.32257	0.45248	0.35254	0.25555	0.21884	0.33944
Eif5a	0.28762	 0.3667	0.31947	 0.4363	0.31249	0.47135
Gprc5d	0.27396	 0.4255	0.26785	0.39033	  0.286	0.37586
Arhgap18	0.35939	 0.1971	 0.2649	 0.2689	0.37868	0.36261
Rnf139	0.35766	0.22155	0.20491	0.27583	0.33336	0.31153
Zkscan4	0.38303	0.26518	0.27596	0.36129	0.28454	0.33574
Fbxo30	0.35125	0.28846	 0.2518	0.17922	0.26955	0.32903
Nanos2	0.30934	0.24379	0.25804	0.25013	0.24476	0.36117
Fgfbp1	 0.3898	0.25338	0.25528	0.25459	0.34294	0.25334
Gstt4	0.43228	0.27372	 0.2527	0.24968	0.28229	0.26179
Tbx10	 0.4558	0.24482	0.24767	0.24413	0.29772	0.24522
Rnf207	0.39972	0.33855	0.24654	0.28821	0.24809	0.24103
Tor1aip2	  0.406	0.23413	0.25829	0.32609	0.33971	 0.1699
Cbfb	0.42164	0.32771	 0.3368	0.23386	0.22967	0.37975
Ski	0.43146	0.32313	0.27991	0.17363	0.23318	0.42244
Mier1	0.44496	0.36197	0.33199	0.26665	0.16908	0.44083
Lamc2	0.32857	0.30827	0.18868	0.27972	0.22675	0.39628
Npas4	0.40378	0.34777	0.23331	0.26724	 0.2334	0.39694
Mirlet7f-2	0.31169	0.41863	 0.2182	0.28202	  0.217	0.43887
Gm12060	0.43049	0.29798	0.16776	0.44873	0.17947	  0.267
Tollip	0.38896	0.31177	0.17484	0.39614	0.36073	0.24111
Arl5b	0.49278	 0.2748	0.37874	0.39899	0.20209	0.32419
Selt	0.46654	0.26719	0.30077	0.34939	0.23117	0.33255
Dnaja2	0.47263	0.28046	0.40463	0.30571	0.23566	0.33697
Pank3	 0.4769	0.31748	0.43776	0.31095	0.29603	 0.2984
Atp8b3	0.49983	0.37224	0.36043	0.37703	0.39384	0.37825
Scg3	0.48293	0.35927	0.36398	0.36413	0.36152	0.36136
Lrtm2	0.50951	  0.363	0.36872	0.36352	0.36067	0.41863
Bmp3	0.43494	0.37707	0.37192	0.36964	0.32526	0.37275
Mbnl1	 0.5025	0.41421	0.28937	0.32263	 0.4119	 0.3709
Mef2c	0.55095	0.39813	0.37564	0.29041	0.41878	0.41504
Strn3	0.57396	0.42138	0.31985	0.43621	0.41055	0.46442
Ginm1	0.66499	0.34672	0.31465	   0.37	0.29847	0.32246
Noxa1	 0.6107	0.39197	0.32772	 0.3257	0.32638	0.35197
Slc12a2	0.61824	 0.3435	0.44337	0.29578	0.35306	0.36505
Hprt	0.61269	0.26881	0.37621	0.40069	0.38827	0.39288
Gtf2a2	0.55384	0.27008	0.51678	0.31995	0.43959	0.41207
Qk	0.54152	0.28928	0.42407	 0.2266	0.45696	0.38678
Calm1	0.27299	0.29654	0.40059	0.42768	0.30598	0.52736
Clic4	0.24672	0.29966	0.39604	 0.3814	0.35281	0.52505
Dtna	0.27224	0.24857	0.37197	0.38955	0.24956	0.49162
Mcur1	0.22573	0.29877	0.40905	0.30335	0.24096	0.46673
Nap1l1	0.33892	0.24227	0.44752	0.27342	0.24179	 0.4762
Dzip1l	0.27779	0.27651	0.29686	0.28805	0.28134	0.65395
Grem2	 0.2767	0.26909	0.28494	0.26401	0.28197	0.60634
Fibcd1	0.30584	0.29824	0.37611	 0.2985	0.29611	0.63834
Mir34a	0.32188	0.32385	0.32408	0.32034	 0.3213	0.50742
Rgsl1	0.32948	0.33102	0.31384	0.30868	0.30056	0.55494
Slc15a1	0.31728	0.32924	 0.2935	0.33194	0.29145	0.61495
Erlin1	0.21832	 0.2777	0.39879	0.25017	0.37955	0.65676
Eif2s3y	0.38606	0.29866	0.46509	0.35629	0.38443	0.50373
Skil	0.37193	0.28816	0.49365	0.33489	0.40954	0.42744
Ttc14	0.36077	0.26436	 0.4926	 0.3078	0.32933	0.48475
Rab11a	0.41778	0.24268	0.48322	0.26065	0.40103	0.51764
Wdr37	0.35171	0.24859	0.40127	0.28603	 0.4338	0.49592
Isg20l2	0.40828	0.32266	0.35792	0.24226	0.34618	0.46865
Lpp	0.45465	0.30895	0.39457	 0.2462	0.37613	0.52381
Mb21d2	0.32648	0.26628	0.34277	0.25123	0.33583	0.49295
Chmp4b	0.24745	0.26245	 0.2739	0.30558	0.39644	0.51489
Mir599	0.26144	 0.2541	0.31796	0.28376	0.46839	0.44658
Uap1	0.27618	0.23937	0.35867	0.28974	 0.4508	0.49151
Isy1	0.21694	 0.3326	0.29137	0.39411	0.44093	0.53715
Mtpap	0.35496	0.22703	0.29191	0.36964	0.35614	0.46083
Dyrk1a	0.32926	0.27983	0.25531	0.33952	0.55077	0.55825
Gpr137b-ps	0.29901	0.15134	0.31979	0.31224	0.53161	0.58555
Atf6	0.35312	0.41446	 0.4258	0.46664	0.39115	0.24687
Tob2	0.28585	 0.4328	0.43451	0.44758	0.38259	0.20476
Slc35d1	0.35463	0.36414	0.46895	0.52506	0.36484	0.25503
Edem3	0.37368	 0.4235	 0.3656	0.36991	0.45842	0.21044
Baat	0.31752	0.36095	0.50472	0.31761	0.32418	0.36078
Gm5643	0.23608	 0.3741	0.55234	0.31811	0.21547	0.32107
Gabarap	0.17165	0.31919	0.54975	0.39164	0.31734	0.35622
Plekha4	0.23885	0.27814	 0.4365	0.42414	0.27637	0.25399
Tmed10	0.29945	0.30289	0.55907	0.44947	0.35516	0.21183
Csmd1	0.33332	0.34863	0.46809	0.42265	0.36115	0.42502
Ola1	0.34718	 0.3158	0.45578	0.46311	0.30609	0.38977
Etf1	0.38075	0.28792	0.38598	0.46469	0.36687	 0.3557
Gna13	0.34234	0.34898	0.52124	0.51984	0.26333	0.37811
Ptplad1	0.36401	 0.2827	0.38632	0.54844	0.18135	0.36465
Hdac9	0.25559	0.43418	0.40314	0.44125	0.16279	0.19409
Rchy1	0.30898	0.45417	0.41261	0.48197	0.21832	0.29262
Hykk	0.23155	 0.4161	 0.4884	0.49735	0.11673	0.31497
Sybu	0.29799	0.54963	0.29921	 0.4947	0.27102	0.29902
Bbx	0.22739	0.45047	0.49322	0.29267	0.31794	0.41692
Tnfrsf1b	0.27784	0.49607	  0.434	 0.3731	0.30265	 0.3905
Lmbrd1	0.26431	0.47248	0.53742	0.38292	0.32052	0.54069
Mir133a-1	0.23223	0.58102	0.49916	0.37783	0.25666	0.36135
Pde8a	0.12342	0.54205	0.51411	0.44579	0.25631	0.35286
Hsd17b12	0.23701	0.58146	 0.4657	 0.3369	0.17841	0.50119
Aim1	  0.28976	-0.024002	  0.37208	  0.20455	  0.34178	   0.3424
Pspc1	 0.26966	-0.02937	 0.33672	 0.24739	 0.36578	 0.41857
Exosc9	  0.33418	-0.068947	  0.47695	  0.24937	  0.34248	  0.42582
Btaf1	0.24839	0.13038	0.31908	0.23113	0.35203	0.37808
Nipbl	0.25026	0.13257	0.33636	0.16539	0.31562	0.32577
Xrn2	0.27699	0.13491	0.39053	0.18452	0.33895	 0.3116
Capza1	0.22105	0.15905	0.44128	0.17099	0.28474	0.36859
Hk1	 0.26285	0.063389	 0.34058	 0.23112	 0.23718	   0.335
Tgoln1	0.24422	0.12404	0.40374	0.23799	0.19614	0.30404
Vps37a	0.35302	0.17383	0.38873	0.10923	0.33935	0.29694
Ybx3	0.28534	0.25807	0.38769	0.11921	0.31103	0.27522
Crebzf	 0.15101	0.037749	 0.44947	 0.12623	  0.5056	 0.31659
Spata5	0.25337	0.17019	0.45133	0.12793	0.48541	0.30227
Suclg2	0.082974	 0.10054	 0.52251	  0.1761	 0.42833	 0.40708
Ero1lb	0.26454	0.13125	0.48141	0.10311	0.42366	0.43562
Pros1	 0.32492	0.087533	 0.53634	 0.20887	  0.4149	 0.42389
Nostrin	 0.11457	 0.20857	 0.40747	0.071627	 0.41327	  0.4059
Smc5	 0.1787	 0.2173	0.37161	0.10934	0.42647	0.52142
Atp9b	0.27422	0.28568	0.15707	 0.1587	0.55326	0.31785
Mir7026	0.29346	0.32658	0.19623	0.19606	0.50258	0.33488
Wdr36	0.34052	0.25028	0.16924	0.17144	0.62158	 0.3066
Cdx1	0.27838	0.28467	0.27915	 0.2778	0.63946	0.27571
Nav3	0.30233	0.26908	0.27049	0.33737	0.55115	0.27294
Rbm12	0.26691	0.25067	 0.2096	0.29278	0.61746	0.35706
Vamp2	 0.3296	 0.2832	 0.3318	0.24527	0.57806	0.34078
Gm7904	0.31566	0.40045	0.31344	0.31164	0.62599	0.32797
Ttpa	  0.326	0.34622	0.33983	0.32222	0.62475	0.42257
Twsg1	0.33867	0.32964	0.16712	0.26933	 0.7006	0.39462
Calu	0.16033	0.24905	0.41822	0.27876	0.43411	0.25507
Ddx50	0.21047	0.23183	0.46099	0.29684	0.48032	0.32021
Mir704	0.19445	 0.1948	0.44117	 0.4129	0.45314	0.28341
Sfr1	 0.2675	0.24579	0.40129	0.34868	0.44694	0.23408
Rap2b	0.20478	0.33618	0.49896	0.33477	0.51166	0.21499
Rnase2a	0.25863	0.26048	0.47732	0.26154	0.56299	0.20134
Samd4b	0.27838	 0.1491	0.34906	0.30683	0.50561	0.33049
Sgpl1	0.20199	0.14587	0.30759	0.25311	0.45103	0.35401
Sap18	 0.2944	0.21747	0.32694	0.34384	0.60769	0.40925
Ube2j1	0.22229	0.24237	0.42595	0.40014	0.54876	0.34912
Ubr5	0.25191	0.23378	0.33769	0.36193	0.51781	0.34686
Cd44	 0.30084	0.054065	  0.4244	 0.28348	 0.46786	 0.45962
Mbtps2	  0.3015	0.013144	 0.42445	 0.36973	 0.57487	 0.52224
Rbms1	  0.4002	0.066359	 0.38611	 0.36562	 0.53412	 0.41208
Snapc1	 0.29556	0.030528	 0.41471	 0.24734	 0.60852	 0.31439
Zcchc9	0.36664	0.13222	0.41768	0.29943	0.55157	0.20661
Acp1	0.47576	0.27628	0.53162	0.33373	0.38539	0.17135
Traf6	0.41437	0.34343	  0.565	0.44009	0.48262	0.24058
Vcpip1	0.49424	0.29627	0.56618	0.40458	0.43042	0.32213
Arfgef1	0.44548	0.16703	0.42394	 0.2765	  0.417	0.31099
Ccni	0.44312	0.12539	 0.4687	0.40851	0.41238	0.28334
Pnrc1	0.51148	0.11762	0.40283	0.35658	0.39662	0.29366
Mapk6	0.40969	0.15801	0.43781	0.46908	 0.4765	0.42246
Wapal	0.39271	0.18562	0.50854	0.34677	0.45726	 0.3939
Bnip3l	0.52126	0.26761	 0.4329	0.37082	0.57303	0.24889
Ube3a	0.55286	0.14787	0.41533	 0.2807	0.53571	0.18685
Arrb1	 0.5183	0.21513	0.29238	0.34296	0.44636	0.13343
Atl3	0.53147	0.11719	0.31128	0.27332	0.33585	0.16415
Cab39	 0.4795	0.13809	0.26972	0.27724	0.36768	0.18444
Tmem176a	 0.50251	0.027953	 0.43591	 0.22015	 0.36441	 0.14678
Ufl1	0.51562	0.15714	0.55859	 0.2156	0.43517	0.24038
Atcay	0.63647	0.22823	0.24963	0.32963	0.49583	0.38973
Olfr49	0.59816	0.17226	0.15951	0.36117	0.50052	0.35166
Ccdc79	0.48764	0.33744	0.33578	 0.3432	0.52744	0.33603
Fcrls	 0.4849	0.32056	0.26126	0.30907	0.55322	0.28178
Chrna5	0.44693	0.37947	0.29478	0.49623	0.58142	0.36979
Dnaic2	0.64701	0.28751	0.29177	0.28741	0.67999	0.39236
Gdf7	0.53933	0.38164	0.39411	0.38624	0.74395	0.38529
Klrc3	0.59246	0.35617	 0.3598	0.36055	0.64334	0.36691
Etohi1	0.43769	0.31694	0.39985	0.14401	0.67547	0.46408
Pdzd8	0.48219	 0.2251	0.50539	 0.2468	0.71075	0.40778
Ulk1	0.53688	 0.2569	0.50562	0.26105	0.81404	0.24201
Abi1	0.17866	0.14879	0.18206	0.14957	0.28094	0.41015
Khdc1b	0.15367	0.11597	0.11638	0.11605	0.29868	0.41174
Aox3	0.20821	0.20543	0.21197	0.20254	0.27967	0.43816
Sf1	0.20629	0.20407	0.19873	0.21777	0.29423	0.41231
Mecp2	0.21173	0.14673	0.17797	0.23844	0.35168	0.40021
Pabpc1	0.13937	0.17694	0.26116	  0.216	 0.3283	  0.384
Col4a3bp	0.20246	0.29062	0.24033	0.21503	0.25292	0.44554
Dlat	0.24386	0.30992	0.21633	0.23761	0.22412	0.38203
Gnas	 0.2034	0.24925	0.18869	0.26294	0.25955	0.35474
Mir6900	 0.1864	0.23371	0.18804	0.25892	0.26195	0.35655
Ldb3	 0.2324	0.23709	0.24113	0.25237	0.22462	0.34615
Tfpi2	0.18271	0.20939	0.22288	0.19217	0.23945	0.35053
C1qtnf2	0.19983	0.20628	0.18962	0.18752	0.19162	0.46204
Cyp2c44	0.17942	0.18097	0.18132	0.17962	0.18041	0.45587
Dnaic1	0.20816	0.18929	0.20081	0.19495	0.16644	0.35829
Npm2	0.17669	0.19838	0.18727	0.17411	0.17334	0.36434
Ssu2	0.17346	0.17338	0.17376	0.17314	0.17332	0.40068
Sbds	0.18821	0.11988	0.20118	0.24979	0.21556	0.45516
Fam96a	  0.23606	  0.18003	0.0018478	  0.27037	  0.14408	  0.35707
Muc20	0.27217	0.28365	0.10892	0.19983	0.19459	0.29497
Psmb2	0.24079	 0.1807	 0.1145	0.22958	 0.2299	0.29942
Tmem50b	 0.2494	0.20058	0.05161	0.26339	0.26286	0.32983
Cldn10	0.36983	0.16495	0.12193	0.15008	0.12564	0.50979
Gif	0.32119	0.18541	  0.136	0.15774	0.15409	 0.5423
Hcn4	0.27032	0.22028	0.14452	0.15184	0.20205	0.55001
H3f3a	0.28551	0.10928	0.13026	0.25499	0.10355	0.44275
Pcdhgb8	0.32072	0.13407	0.16581	0.27765	0.12901	0.39584
Zpbp2	0.25177	0.19327	0.09485	0.21485	0.10052	0.42908
Il5	0.18179	0.15072	  0.156	0.30929	0.10117	0.50641
Csrnp1	0.40637	0.13101	0.22213	0.26558	0.35384	0.45196
Smg8	0.40259	0.17371	  0.196	0.24441	0.26544	0.49262
Prkx	0.34158	0.13905	0.13944	 0.2926	0.30189	0.37806
Pgm1	 0.26864	 0.12335	0.098363	  0.2912	 0.29241	 0.52397
Mir7037	0.37677	0.14053	0.30049	0.15645	0.18929	0.35074
Ywhaq	0.40465	0.14054	0.19452	0.14116	0.17172	 0.3993
Smarce1	 0.3382	0.12481	0.27405	0.28595	0.19442	  0.371
Ralgapa1	 0.41014	0.055012	 0.11052	 0.14132	 0.21733	 0.36398
Rnf4	 0.33198	 0.11718	0.061813	 0.20506	 0.17365	 0.30461
Mir721	0.20085	0.22726	 0.2704	0.15154	0.31936	0.48857
Prkar1a	0.26322	0.17839	0.34346	0.17022	0.26878	0.46542
Tra2b	0.20382	0.21685	0.28929	0.19484	0.20571	0.53781
Nptn	0.27221	0.11417	0.32965	0.19908	0.20647	0.55267
Ttll11	 0.24547	  0.0813	 0.34077	0.094362	  0.2099	 0.53488
Tpd52	 0.20318	 0.13429	 0.29095	0.087711	 0.30283	 0.58143
Nanog	0.38843	0.22477	0.26633	0.12769	0.24286	0.38796
Pdlim5	 0.3359	 0.2496	0.23583	0.10685	0.30923	 0.4137
Ubn2	 0.29132	 0.27152	 0.32174	0.073522	 0.24768	 0.41645
Wdr45b	 0.37681	 0.28514	 0.33695	0.071046	 0.26411	 0.46596
Acbd3	0.13139	0.29577	0.18558	0.37349	0.27492	0.40391
Tmem126a	0.15845	0.32834	0.22256	0.36268	0.26305	0.47717
Gjb1	0.22433	0.20256	0.17242	0.38645	0.29446	0.37818
Onecut3	0.19244	0.19248	0.19248	0.42337	0.35902	0.31839
Mef2d	0.052141	  0.1849	 0.16346	 0.41778	  0.3963	 0.42638
Atp5g1	0.12861	0.24647	 0.2678	0.44343	0.28988	0.24873
Gm13139	0.098458	 0.17619	 0.24246	 0.46156	 0.28522	  0.3395
Cst6	0.18146	0.21851	0.22319	0.45635	0.18147	 0.1835
Klhl31	0.18738	0.23424	0.18887	0.45447	 0.2153	0.24464
Lpin3	 0.1938	0.23748	0.20704	0.45672	 0.2548	0.19456
Atp8b5	0.18442	0.18527	0.24671	0.36931	0.18284	0.41583
Srrm1	0.14447	0.19711	0.22669	0.38664	0.20327	0.29727
Galntl6	0.11756	0.15103	0.15774	0.32219	0.11781	0.33963
Acsl6	0.16465	  0.255	0.19188	0.16524	0.23271	0.16522
Ybx1	 0.1306	0.30208	0.23117	 0.1831	0.23016	0.14839
Gpr101	0.25174	0.30992	0.20412	0.20369	0.31256	0.20391
Sec14l5	0.20258	0.29886	0.20506	0.20282	0.28377	0.20034
Kdm3a	0.21808	 0.3236	0.18659	0.21874	0.23197	0.19084
Mbd5	0.21966	 0.3118	0.10864	0.18036	0.23296	0.20561
Nsf	0.26772	0.31064	0.16844	0.27957	0.33869	0.19486
Ost4	0.20733	 0.2927	0.18825	0.29931	0.31382	0.11358
Aoc1	0.18568	0.19886	0.20517	0.24513	0.33563	0.19031
Cux2	0.19392	0.23496	0.18751	0.16272	0.29146	0.16256
Rlbp1	0.19715	0.20455	0.19755	0.19977	0.28112	0.20215
Gm6194	0.16036	0.15756	0.16594	0.16161	0.31324	0.14811
Rhbdl2	0.14997	0.15006	0.15026	0.14978	0.25451	0.17698
Atp1a1	0.11361	 0.2167	0.20486	0.19459	0.38478	0.16941
Zfp871	0.19645	0.25958	 0.2201	0.19594	 0.3882	 0.1474
Hipk3	0.13983	0.20168	0.17906	0.10929	0.39883	0.09732
Rnf185	 0.23665	  0.2583	 0.26789	 0.17863	 0.32817	0.095685
Rwdd1	 0.28539	   0.264	 0.19334	 0.21067	 0.27571	0.016283
Amhr2	0.27398	0.23155	0.23124	0.31182	0.22906	0.22962
Fgfr4	0.24922	0.24871	0.25094	0.30269	0.26725	0.24819
Gm6086	0.25515	0.25599	0.25464	0.25523	0.29663	0.25541
Ifitm10	0.25807	0.25631	0.24883	0.25653	0.30955	0.24311
Hsd17b2	0.26866	 0.2695	0.27119	0.26832	0.29502	0.26814
Hamp2	0.25493	0.26442	 0.2631	 0.2487	0.25547	0.24846
Hoxd10	0.25388	 0.2542	0.25357	0.25453	 0.2546	0.25436
Hoxa11os	0.26416	0.26155	0.26361	0.26322	0.26264	0.26272
Mycn	0.25622	 0.2665	0.28274	0.25454	0.25605	0.26168
Trim9	0.28509	0.23329	0.23378	0.23067	0.23652	0.28343
C1qtnf7	0.29257	0.26822	0.31188	0.27222	0.26661	0.28008
Ndn	0.29325	0.28045	0.30819	0.28174	0.27695	0.28798
Klk14	0.27329	0.32699	0.29539	0.28692	 0.3149	0.27797
Cadm2	0.25444	0.22056	0.22038	 0.2203	0.21966	0.21935
Cyp1a1	0.21302	0.23218	0.24167	0.22199	0.21729	0.21936
Hoxa13	0.22876	0.22897	0.22987	0.22909	0.22829	0.22944
Tph2	0.21812	0.21808	0.21835	0.21815	0.21743	0.21711
Gng8	0.26168	0.20237	0.20649	0.20569	0.21019	0.20381
Kcnk10	0.25905	0.19562	0.18132	0.19741	0.20099	0.20269
Vps35	0.25599	0.22828	 0.1903	0.18818	0.25486	0.18175
Csta1	0.22459	0.22555	0.29572	0.22428	0.22335	0.22447
Ntrk2	0.22335	0.22107	0.28331	0.27058	0.22208	0.24738
Gm10814	0.31768	0.22481	0.23309	0.24038	0.23971	 0.2298
Sostdc1	0.31623	0.21487	0.22088	0.20791	0.21486	0.21585
Muc19	0.36149	0.21616	0.21897	0.21868	0.22384	0.22183
Klrb1-ps1	0.33519	0.22887	0.17526	0.17435	0.17482	0.21797
Cltc	0.37607	0.24926	0.32695	0.33393	0.23606	0.22756
Gm6484	0.30745	0.26749	0.26737	0.30609	0.22302	0.20334
Tcte1	0.31865	0.19723	0.19737	 0.3622	 0.1975	0.19745
Arpc2	0.17989	0.23106	0.25691	0.16434	0.12489	0.27308
Znrf2	0.11568	0.26202	0.28105	 0.1872	 0.1443	0.27963
Mapk1	0.22511	0.26425	0.19582	0.18172	0.16128	0.27341
Me3	0.20197	0.27618	0.21138	0.20154	0.19645	0.28876
Rnf183	0.16165	0.27532	0.19926	0.19218	 0.2054	0.26453
Slc26a3	0.24439	0.29859	  0.237	0.18895	0.15404	0.21936
Tmem248	0.20662	0.22993	0.18824	0.20947	0.10778	0.23643
Cpxm2	0.20974	0.20945	0.32014	0.19954	0.15721	0.31951
Uso1	0.24816	0.21856	0.25186	0.14643	0.20243	0.33927
Ddx3y	0.22752	0.12548	0.19707	0.23449	0.16466	0.29596
Pitx1	0.19266	0.19506	0.19383	0.20429	0.17825	0.28637
Slc7a14	 0.1814	 0.1812	0.18207	0.27581	0.18189	0.29295
Mir3474	 0.2901	0.15015	0.15066	0.25444	0.10991	0.26283
Asmt	0.27774	 0.1763	0.17144	0.17378	0.17392	0.17467
Egfl6	0.27371	 0.1633	0.16973	0.13651	0.17299	0.13504
Cep170	0.33094	0.23477	0.20179	0.14815	0.18727	0.13433
Dmxl1	 0.3278	0.14157	0.19959	0.10959	0.11918	0.19373
Srp9	0.35078	0.12202	0.18806	0.14346	0.17291	0.25131
Foxd1	0.27254	0.11892	0.11913	0.11886	0.14502	0.19513
Gabrr3	0.42716	0.15402	0.15197	0.21453	 0.1541	0.19096
Pcp4	0.37106	0.13287	 0.1509	0.19668	0.13038	0.20416
Hnrnpa3	0.37406	0.13271	0.26702	0.18992	0.16061	 0.1415
Cyb5r4	0.29258	0.10569	0.29733	0.20749	0.18261	0.26177
Hnrnpk	 0.23914	0.083632	 0.24366	 0.19076	 0.23386	 0.21701
Paip2	 0.3044	0.10606	0.21471	0.20948	0.24363	0.21192
Pcm1	 0.2162	0.18773	0.30977	0.16648	0.15297	0.11156
Psma2	0.26227	0.16131	 0.2997	0.20512	0.23476	0.15338
Apol11a	0.089362	0.090422	 0.19265	  0.1786	0.092545	0.092103
Nkx6-1	0.11905	0.11939	0.18262	0.16863	0.11951	0.11912
Spata31d1a	 0.1185	0.11858	0.15743	0.20367	0.11862	0.11805
Lcp1	0.086616	 0.16498	 0.15452	 0.17623	  0.1088	0.073827
Rnf223	0.16541	0.15545	0.17937	0.21297	0.11437	0.11456
Derl1	0.048454	  0.1587	 0.22576	 0.19447	 0.20816	 0.12615
Rpl21	0.06499	0.16468	0.23431	0.21135	0.17287	0.12223
Xpa	0.091512	 0.14212	 0.24073	 0.17557	  0.1778	  0.1644
Olfml1	0.11464	0.21477	0.19645	0.21271	0.14997	0.10818
Doc2b	 0.2161	0.18355	0.19678	0.17813	0.18116	0.18319
Gabrb2	0.18901	0.18728	0.18755	0.18487	0.18873	0.18678
Lrrc43	0.18318	0.17507	0.17847	0.17415	0.18052	0.16985
Ppp1r26	0.18127	0.17706	0.19494	0.19164	0.15828	0.15855
Pcdh10	0.17975	0.22867	0.22274	0.18362	0.19981	0.19437
Pcdhb18	0.20229	0.19725	0.22021	0.19318	0.19187	0.18875
Trp63	0.17886	0.19932	0.22514	 0.2039	0.20129	 0.1956
Gjc2	0.18641	0.18291	0.17679	 0.1856	0.17833	 0.2365
Pipox	0.18891	0.18413	0.19214	0.18239	0.19004	 0.2185
Ms4a15	0.16854	0.21484	0.16825	0.16368	0.16736	0.20907
Gast	0.17686	0.17921	0.17649	0.23832	0.18112	0.17744
Gchfr	0.15633	0.15622	0.15811	0.22579	0.15762	0.18997
Foxl1	0.15301	0.15317	 0.1537	0.15262	0.15292	0.15297
Gfra3	0.14381	0.16003	0.14423	0.14402	0.14393	0.14389
Ntng1	0.14468	 0.1446	0.14476	 0.1445	0.14481	0.14485
Slc13a4	0.13816	0.13888	0.13861	0.13841	 0.1381	 0.1385
Kcns1	0.14462	0.14221	0.14227	0.14255	0.14354	0.17363
Mir343	0.13318	0.16145	0.17518	0.13324	0.13394	0.13312
Foxs1	0.17683	 0.1273	0.15654	 0.1711	0.12986	0.14245
Olfr173	0.15915	 0.1298	0.13014	0.16478	0.13018	0.15833
Pcdhb5	0.14375	0.14384	0.14407	0.18687	0.14371	0.14402
Sost	0.13134	0.13133	0.16397	0.13149	0.19676	0.13095
Gphb5	0.15397	0.14358	0.16727	0.17444	0.13528	0.23822
Rgs13	0.16211	0.17098	  0.175	0.15545	0.15816	0.22813
Zp2	0.15029	0.15072	0.15115	0.15071	0.17089	0.23628
Mgarp	0.15763	0.15747	0.15754	0.15774	0.15742	0.17466
Olfr1420	0.16466	0.16468	0.16444	0.16438	0.16503	0.18292
Mir1948	0.15236	0.15317	0.15242	0.18691	0.15347	0.18847
Pla2g4e	0.16019	0.16028	0.16035	0.17876	0.16038	0.19611
Gm17644	0.10603	0.18951	0.10803	0.10749	0.10616	0.19537
Gm7444	0.11254	0.17584	0.11297	0.15354	0.11296	0.17369
Mir7057	0.15423	0.21159	 0.1171	0.18679	0.11696	 0.1551
Chuk	0.24295	 0.1367	0.18388	0.23257	0.12265	0.15277
Ppp1r36	0.20813	0.10655	0.21581	0.22241	0.10675	0.10671
Tex11	 0.26395	 0.11882	   0.228	 0.25095	0.096015	0.095889
Eml4	0.25963	0.11386	0.11628	 0.2285	0.06858	0.09211
Olfr101	0.22309	0.11782	0.11797	0.24462	 0.1181	0.15149
Sult1c2	0.23147	0.10456	0.10469	0.18383	0.11613	0.16562
Asz1	 0.15023	0.097163	0.097269	 0.22916	 0.33696	 0.21698
Pdhb	 0.1216	0.15906	0.11275	0.24711	0.31252	0.20607
Prcp	 0.10277	0.097093	 0.16467	 0.22543	 0.31245	 0.23315
Cldn8	0.13863	0.12045	0.12064	0.29794	0.21686	0.22723
Gm20743	0.11388	0.11415	0.11464	0.36742	0.25447	0.22251
Duoxa2	0.12201	0.12209	0.12222	0.28377	0.21434	0.14824
Wdr63	0.14918	0.15449	0.14762	0.28484	0.27787	0.14533
Got2	0.059045	   0.209	 0.14081	  0.3161	 0.29485	 0.21173
Gm20756	   0.13524	   0.20479	-0.0011254	   0.28916	   0.28392	   0.19323
Gmfb	 0.21491	 0.16813	0.061541	 0.22159	 0.20545	 0.18866
Best2	0.18663	0.19088	0.18945	0.32892	0.19009	0.18444
