	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage
Frat1	-0.72276	-0.62099	 -1.7548	 -1.0852	 -1.2553	 -1.7729
Psmb9	-0.64813	 -0.6745	 -1.5855	  -1.047	 -1.6269	 -1.9157
Mbd4	-0.43427	-0.75605	 -1.6984	 -1.4988	 -1.4032	 -2.1252
Hrh2	-0.41562	-0.38254	 -1.8382	-0.98395	-0.98904	 -1.7682
Sept1	 -0.6768	-0.33587	 -1.8367	-0.60434	  -1.083	  -2.212
Tacstd2	-0.25122	0.062532	 -1.7929	 -1.5932	-0.99611	 -1.9925
B4galt4	 -1.0874	-0.59197	 -1.0351	 -1.0225	-0.47592	 -1.7145
Limd2	 -1.0915	-0.71258	 -1.2042	-0.97929	-0.45326	 -1.7434
Kif9	 -1.0865	-0.78369	-0.86073	-0.84193	-0.56736	 -1.6369
Cdca5	-0.90269	-0.67895	 -1.4049	  -1.001	-0.17914	 -1.9292
Hist1h2ab	-0.80569	 -1.1615	-0.67923	 -1.0273	-0.86632	 -1.8754
Trim12c	-0.78033	 -1.3092	-0.89582	 -1.0933	-0.50032	 -1.5929
Trim68	   -1.08	  -1.386	-0.94711	-0.99074	-0.29861	  -1.836
Kcnip3	 -1.1782	 -1.0842	-0.74669	-0.78776	-0.72516	 -2.4952
Slc52a3	 -1.0582	-0.95526	 -1.3522	 -1.0174	-0.61852	 -2.3397
Gemin6	 -1.0682	 -1.1858	 -1.5577	-0.83225	 0.11748	 -2.2966
Eef2k	 -1.3872	-0.67842	 -2.5382	  -2.181	 -1.8791	-0.95655
Nron	 -1.0285	-0.58804	 -2.2087	 -2.0582	 -1.9964	-0.41971
Zfp41	 -1.1166	-0.16988	 -1.9765	 -2.2262	  -2.006	 -0.7816
Pram1	 -1.6548	-0.27313	 -2.6316	 -2.4741	 -2.1125	 -1.7749
Iqce	  -1.5691	-0.061867	  -1.8398	  -1.4475	  -0.8092	  -1.1605
Pik3ip1	 -1.7207	-0.29633	   -2.15	 -1.7534	 -1.4764	 -1.4838
Aldh1l1	-0.90269	 -1.2196	-0.93386	 -1.1504	 -1.6089	 -1.6719
Jund	 -1.0626	 -1.1083	-0.62021	 -1.0415	 -1.7271	 -1.6201
Themis2	 -1.1119	 -1.2961	-0.75477	 -1.1168	  -1.468	 -1.9276
Hist1h2bh	-0.64879	-0.94611	-0.39081	-0.94165	 -1.5541	 -1.9602
Hist1h2bn	-0.71021	-0.97348	-0.61125	-0.77181	  -1.786	 -2.0373
Hist1h2bm	-0.66047	-0.96481	-0.88329	-0.96565	 -1.9472	 -1.6363
Hist3h2ba	-0.73947	-0.76723	-0.62169	 -1.3172	 -1.8118	 -1.8132
Cntrob	-0.60554	 -1.3822	-0.71817	 -1.2033	  -1.871	 -1.3552
Sfxn5	-0.68902	 -1.2817	-0.43908	-0.91358	 -1.9146	 -1.4517
Shpk	-0.49875	 -1.3602	-0.51687	-0.66722	 -1.6009	 -1.3902
Batf3	 -1.2795	 -1.2173	-0.76146	  -1.041	  -2.005	 -2.2682
Hist1h4j	-1.0147	-1.1669	-1.1671	-1.1847	-1.9966	-2.0524
Birc5	-0.74431	 -1.0436	 -1.2721	 -1.3908	 -2.2067	 -2.5834
Hist1h2bl	-0.59352	  -1.148	 -1.2098	 -1.0673	 -2.4462	 -2.2502
Hist1h2bb	-0.82085	-0.64943	 -1.1517	-0.97475	 -2.2205	 -2.2698
Rad51ap1	-0.50124	-0.83207	-0.87986	 -1.0186	 -1.9024	 -2.3517
Bcl7a	 -0.7972	 -1.2236	-0.98864	-0.91892	 -2.4812	 -1.6953
Hist1h3c	-0.23258	-0.93946	 -1.2744	   -1.01	 -1.5471	 -2.5973
Melk	-0.88852	 -1.1821	-0.78571	 -1.5645	 -1.5975	 -2.7178
Cd6	-0.72176	-0.14183	-0.39255	-0.63299	 -1.8499	  -2.533
Tnfrsf13c	-0.35201	-0.53583	-0.54697	 -0.7061	 -1.8484	 -2.0548
Apol7b	-0.93392	 -2.0289	-0.77917	-0.55596	 -1.8546	 -2.4605
Trpm2	 -1.4248	 -1.3735	 -1.5673	-0.75415	 -2.4106	 -1.7163
Vmn2r90	 -1.5173	 -1.9317	  -1.462	-0.68618	 -2.2688	  -2.103
Znrd1as	-0.95253	 -1.5321	 -1.5033	-0.55226	 -1.8636	 -2.2491
Brca1	-0.41427	-0.49406	-0.79459	 -0.9342	 -2.0754	 -0.9452
Pold1	-0.37776	-0.50779	-0.73329	  -1.257	 -2.1278	-0.70442
Rad51	-0.48133	-0.45245	-0.50379	-0.84021	  -2.469	-0.78399
Hmbs	-0.63648	-0.85684	-0.84596	-0.57407	 -2.3989	-0.64943
Coa3	 -0.7743	-0.56544	-0.21219	-0.94673	 -1.6591	-0.76373
Pcgf1	-0.75246	-0.37348	-0.43372	-0.90607	 -1.7189	-0.57732
Dcxr	-0.97116	-0.71014	-0.49051	 -1.0341	 -1.6675	-0.66652
Coa4	-0.77909	-0.71121	-0.30053	 -1.1304	  -2.021	-0.75044
Hddc2	-0.75576	-0.39056	-0.42102	 -1.0466	 -2.0462	-0.83694
Comt	  -1.1995	 -0.71614	-0.081072	   -1.206	  -1.6272	 -0.66992
Coq9	-0.77906	-0.85226	-0.26089	-0.89379	 -2.1851	-0.42974
Tdrkh	-0.77977	-0.77119	-0.67528	-0.93201	 -2.0245	-0.32279
Fbxw4	-0.89753	-0.15792	-0.20723	-0.47695	 -2.0311	-0.54055
Snrnp25	-0.41158	-0.48341	-0.53185	-0.73442	 -1.9132	-0.50955
Wdr78	-0.49255	-0.26329	-0.44488	-0.52075	 -1.9308	-0.62691
Nme3	-0.57406	  0.2151	-0.63554	-0.40635	 -1.7195	-0.45237
Pcyt1b	-0.90511	-0.17599	  -0.263	-0.89697	  -2.045	 -1.3925
Cdc45	-0.86589	 -1.0142	-0.60078	 -1.2908	 -2.0234	 -1.1112
Polr1e	-0.70189	-0.94574	-0.51328	 -1.3559	 -2.0984	-0.89097
Gemin2	-0.57539	  -1.309	-0.44637	 -1.4342	 -2.5183	-0.92305
Cdca8	-0.84756	 -1.4167	-0.73426	 -1.6841	 -1.9633	 -1.1897
Tns4	-0.61281	 -1.2808	-0.46226	  -1.821	 -1.8546	 -1.2281
Cep72	-0.76373	-0.56927	-0.47681	 -1.4638	 -2.1954	-0.39386
Eri2	-0.60773	-0.40271	-0.74964	 -1.6848	 -2.3943	  -0.429
Enkd1	-0.97164	-0.69712	 -1.2997	 -1.8924	 -2.5183	 -1.0367
Plk1	-0.97628	-0.65386	-0.71968	 -1.6899	 -2.4331	  -1.141
Esco2	-0.096319	  -0.8397	   -1.676	   -1.767	  -2.4024	  -1.4585
Fam78a	-0.51355	 -0.5601	 -1.3046	 -2.0759	 -1.9816	 -1.3001
Mum1	-0.22273	-0.84118	 -1.3244	 -1.7212	 -1.9523	 -1.1653
Uhrf1	-0.10859	 -0.6963	  -1.264	 -1.6026	 -2.2661	-0.88984
Exo1	-0.10878	-0.64728	-0.96445	 -1.1043	 -2.3502	 -1.4197
Iqgap3	-0.48712	 -1.0247	 -1.2113	   -1.31	 -1.9684	 -1.3545
Mcm5	-0.38839	 -0.9843	 -1.0196	 -1.4912	 -1.7429	 -1.2872
Pla2g16	-0.30316	-0.73212	-0.56763	 -1.3604	 -1.8173	 -1.4787
Ido1	-0.17265	 -1.1214	-0.70793	 -1.0891	 -1.7951	0.067339
Lilra5	 0.21957	-0.50719	-0.68301	 -1.6791	 -1.8786	-0.45247
Rab3a	-0.17082	-0.83113	-0.12487	  -2.041	 -2.4829	  -0.226
Acp5	 -0.6915	 -1.3308	-0.49547	 -2.0051	-0.92239	-0.15407
Fam189a2	-0.56474	-0.87091	-0.47687	 -2.0925	 -1.0608	 0.15603
Thumpd2	-0.21292	 -1.2403	-0.41311	 -2.2765	 -1.2636	-0.23847
Alg6	 -0.4079	 -1.4213	-0.95283	 -2.2045	-0.56529	-0.84948
Ptpn7	-0.64181	 -1.2626	-0.56004	   -2.25	-0.63683	 -1.3322
Sertad3	-0.34863	 -1.6666	 -1.1688	 -2.6486	-0.96842	-0.73776
Pdlim2	 -1.2963	 -1.0628	-0.72123	 -2.8079	 -1.2941	-0.68778
Adrb2	 -1.0671	 -2.0192	-0.49885	 -1.6367	  -1.238	-0.95259
Slc25a27	 -1.3299	 -1.8487	-0.61434	   -1.52	  -1.328	-0.91328
Rhob	 -1.2433	 -1.7415	-0.63916	 -1.6756	 -1.2121	 -1.4016
Dusp6	 -1.2127	 -1.8252	 -1.1809	 -1.5169	-0.86134	 -1.0952
Hspa8	-1.5438	-1.6792	-0.8545	-1.0971	-1.0399	-1.3065
Kpna4	 -1.5495	 -1.8985	-0.92619	 -1.1803	 -1.1042	-0.96724
Pmaip1	-1.2649	-1.7801	-1.1221	-1.2318	-1.2155	-1.4818
Cd3g	-1.6989	-1.6575	-1.1877	-1.8623	-1.2419	-1.7756
Phf11d	-1.7234	-1.9884	 -1.221	-1.8475	-1.3311	-1.8262
Fam64a	-2.0014	-1.7836	-1.1853	-2.0741	-1.0246	-1.9423
Ifit3	-1.8592	-1.9827	-1.4256	 -1.696	-1.2779	-1.3993
Siglece	-1.7147	-2.0249	-1.3799	-2.0277	 -1.122	-1.2758
Cysltr2	-1.6475	-1.7265	-0.8194	 -2.027	-1.4168	-1.5051
Zfyve28	 -1.5619	 -1.4198	-0.68532	 -2.1061	 -1.0555	 -1.7479
Pilra	 -1.3622	 -2.4727	-0.63058	 -2.1026	 -1.1036	 -1.5421
Gstt2	 -1.8882	 -1.5435	-0.96057	 -2.0066	 -1.2489	-0.82949
Rab20	 -2.3469	 -1.9356	 -1.0946	 -1.7422	-0.80353	-0.70655
Paqr7	-1.7052	-1.6749	-1.0848	 -2.432	-1.7664	-1.0787
Pter	 -1.8388	 -2.0794	-0.95345	 -2.8155	  -1.412	-0.88567
Aqp9	 -1.6121	 -1.9526	-0.60782	 -2.7348	-0.63763	-0.66261
Kcnj10	 -1.5985	 -1.6397	-0.62521	 -2.8345	-0.85694	 -1.1441
Atp1a3	 -1.5779	 -2.2658	 0.12277	 -2.6362	-0.76687	 -1.1124
Egr2	  -1.354	 -2.0918	-0.22768	 -1.9368	-0.72497	 -0.4596
Gab3	 -1.1077	 -1.6223	-0.83309	 -1.9396	-0.26804	 -1.0834
Sept9	 -1.1414	 -1.7079	-0.91971	 -2.2199	-0.59065	 -0.5637
Camk2a	 -1.748	-2.5611	 -1.054	 -1.781	-1.7032	-0.3693
Tspyl3	-2.0989	-2.1671	-0.4157	-2.5462	-1.3038	-0.1609
Cd209b	-0.12366	 -2.5109	-0.37031	-0.91389	-0.39573	  -1.392
Pilrb2	-0.36064	 -1.9837	-0.56159	 -1.3088	-0.89642	 -1.4297
Pilrb1	-0.76665	  -2.464	 -1.0985	 -1.4835	 -1.4611	 -1.8724
Pla2g2d	 -0.2913	 -1.9918	-0.79471	  -2.089	 -1.8804	 -1.3463
Parpbp	 -1.1204	 -1.8555	-0.85631	 -2.0653	 -0.2374	  -2.449
Gm12185	 -1.2295	 -2.1332	 -1.5391	-0.66848	-0.90115	  -1.444
Pigz	 -1.2887	 -2.5342	 -2.2096	-0.47819	 -1.4846	 -1.0413
Nxpe3	 0.13594	 -1.9489	 -2.1245	-0.59217	 -1.5593	 -1.3569
Ifitm6	-0.73625	 -2.8033	 -1.4609	 -1.7976	-0.79402	 -1.2532
Tnfsf8	-0.99754	 -2.6069	 -2.0621	 -2.3405	 -1.2295	-0.84908
Kif18a	-0.68847	 -2.0621	 -2.7273	 -2.0504	-0.81332	 -1.4901
Paox	-1.4856	-2.2888	-2.6341	-2.0009	  -1.52	 -1.184
Tlr3	-1.4069	-2.6507	-2.3077	 -1.439	 -1.451	-1.5488
Arhgef3	 -2.1851	 -1.0498	  -1.498	  -1.735	-0.88069	-0.86951
Ccdc40	  -2.013	 -1.3093	 -1.9653	 -1.5816	-0.73648	-0.83333
Cnnm1	 -2.0718	-0.75705	 -1.4314	 -1.1361	 -1.0248	-0.57564
Sirpb1a	 -2.5048	-0.46961	 -1.6166	 -1.3917	-0.76518	 -1.0877
Gm14446	 -2.8361	-0.67423	-0.61173	 -1.2254	-0.26065	-0.95884
Lyrm9	 -2.6716	 -1.0837	  -1.113	 -1.2079	-0.48189	 -0.7006
Nod1	 -2.5925	 0.12856	 -1.7327	  -1.663	-0.26183	-0.56834
Clec1b	 -2.4799	 -1.3548	-0.89278	-0.97682	-0.31408	 -2.0475
Fpr2	   -2.39	-0.38493	 -0.5128	 -1.9102	-0.24926	 -1.5787
Asgr2	 -1.8983	 -1.0761	 -0.8035	-0.68887	 -1.6769	 -1.5314
Usp18	 -2.0462	 -1.3897	-0.87771	-0.91394	 -1.4359	 -1.6586
Ppargc1b	 -1.8994	 -1.1515	-0.99223	-0.51588	 -1.2455	-0.98986
Oas1a	 -2.5347	-0.94809	-0.98353	-0.44934	-0.84222	  -1.185
Cd200r4	 -2.2131	 -1.4046	0.067221	-0.50216	 -0.9367	 -1.4127
Oas1b	  -1.8362	   -1.573	-0.075541	 -0.79266	  -1.1955	  -1.1191
Mok	 -2.3538	-0.99122	-0.07069	-0.57377	-0.85979	 -0.7959
Csf2	 -1.4415	 -1.7443	-0.20551	 -1.5782	 -1.5734	 -1.8249
Hrh1	  -1.5997	  -1.1845	-0.051122	 -0.82322	  -2.0813	  -1.5839
Rasgrp1	  -1.8464	  -1.1735	0.0042434	  0.34313	  -1.6784	  -1.8709
Cd101	 -2.5215	-0.90322	 -1.1994	 -1.2499	 -1.2862	  -1.913
Oasl2	-2.8206	-1.5382	-1.5453	-1.7854	-1.2749	-1.6093
Clec4g	 -2.4422	 -1.8018	-0.80287	 -1.0401	 -1.7529	   -1.12
Hcar2	 -2.9479	 -1.5994	-0.73554	 -1.6101	 -1.6368	  -1.544
Cd209e	-3.0106	-1.1995	-1.3582	-0.8114	-2.2982	-1.5103
Xkrx	-3.1541	-0.9572	-0.6697	-0.1386	-1.5265	-1.3818
Kif17	 -2.9977	 -1.6538	 -1.2477	 -1.9582	 -2.5149	-0.96015
Fasl	  -2.2198	 -0.71675	-0.073673	  -1.0972	  -1.7988	  -0.8351
Myo7a	  -2.078	-0.51999	0.072284	 -1.7066	 -1.3792	-0.94632
Kcnrg	 -2.0459	0.036719	0.059539	 -1.0151	 -1.2164	-0.62765
Slc12a3	 -1.7896	-0.01613	-0.14936	 -1.4922	 -1.1453	-0.58643
Hs1bp3	 -1.8509	 -0.9064	 -0.5611	 -1.3893	 -1.4087	-0.30734
Rad9b	 -1.3875	-0.88251	-0.55766	 -1.3961	 -1.7953	-0.32694
Kndc1	 -1.4986	-0.46179	-0.34297	 -1.6144	 -1.4335	-0.23305
Mfsd7a	 -2.0002	 0.10467	  -1.404	  -1.026	 -1.8314	-0.44414
Nadsyn1	 -1.1693	0.084989	-0.75183	-0.78653	 -1.9963	-0.43437
Xylb	 -1.5992	-0.15331	 -1.0307	-0.67985	 -1.7158	-0.13458
Shank1	  -1.6815	 -0.70826	  -1.5087	 -0.90198	   -2.243	-0.014701
Aagab	 0.22604	-0.23389	 -1.1373	-0.70812	-0.70152	-0.63199
Fam69a	-0.24435	-0.35884	 -1.3884	-0.88865	 -1.0286	-0.70727
Zfyve19	-0.084687	 -0.27119	  -1.3819	  -1.0079	    -1.21	 -0.61395
Klc4	-0.061988	 -0.16918	  -1.5995	 -0.79451	 -0.86076	 -0.57191
Mms22l	-0.065711	 -0.39032	   -1.406	  -1.0005	 -0.74379	 -0.47482
Sec22c	-0.054433	 -0.30336	  -1.0675	 -0.86417	 -0.77772	 -0.50689
Znf512b	-0.14264	-0.32235	 -1.1899	-0.74277	-0.82866	-0.58962
Uvssa	-0.26639	-0.47344	 -1.2187	-0.72453	-0.97771	-0.52801
Cnst	-0.35336	 -0.6746	  -1.506	-0.75296	-0.88849	-0.86423
Tecpr2	-0.33136	-0.65637	 -1.6335	-0.85705	-0.77137	-0.87414
Cyb5rl	-0.27347	-0.39391	 -1.7176	-0.91042	-0.98216	-0.73119
Rgl2	-0.32364	-0.37171	 -1.5043	-0.35862	 -1.0352	-0.38366
Tango6	-0.12877	-0.52686	 -1.7429	-0.60648	 -1.3139	-0.53528
Bckdk	-0.57095	-0.20422	 -1.4744	-0.89752	-0.54037	-0.71994
Nelfe	-0.36424	-0.33814	 -1.4328	-0.90347	-0.60758	-0.68353
Bpgm	-0.69405	-0.11132	 -1.6321	 -1.1448	-0.69405	-0.73719
Ehmt2	-0.80786	-0.14355	  -1.537	-0.72094	-0.62619	-0.77846
Gm19466	-0.69247	-0.12371	 -1.4659	-0.68773	-0.54743	 -0.4796
Nfatc2ip	 -0.8593	 -0.2476	 -1.5645	-0.65824	-0.59578	-0.34815
Cep162	-0.47002	-0.24217	 -1.4699	-0.84853	-0.95354	-0.40475
Nit1	-0.49083	-0.22288	 -1.2256	-0.86277	-0.90183	-0.46303
Ift122	-0.80426	-0.19991	 -1.4494	 -1.0929	 -1.0611	-0.56066
Tmem138	-0.69371	-0.29799	 -1.3494	 -1.0992	 -1.1325	-0.37084
Fgd3	  -0.94484	-0.0084537	   -1.2031	  -0.90111	  -0.88719	  -0.31827
Mcph1	-0.88676	 0.11205	 -1.2115	 -1.0232	 -1.0846	-0.35092
Tmed8	-0.72459	0.037603	 -1.4435	-0.81011	 -1.0808	-0.52967
Gemin8	-0.48424	-0.31723	 -1.7164	 -1.0131	 -1.0719	-0.38071
Slc38a6	-0.68847	-0.37262	 -1.9181	  -1.038	-0.88845	-0.62145
Tfeb	-0.88411	-0.13414	  -1.751	-0.99337	 -1.1024	-0.32041
Bcl2l12	-0.81864	-0.50842	 -1.0684	-0.76815	-0.86769	 -0.9256
Naip7	-0.79716	-0.40762	 -1.1818	-0.87846	 -0.8645	-0.84698
Efcab11	-0.54781	-0.36517	 -1.0491	  -1.053	 -1.1557	-0.77361
Zmynd8	-0.67802	-0.46199	 -1.0252	-0.94321	 -1.0104	-0.72659
Ict1	-0.41993	-0.36932	 -1.0269	 -0.9967	-0.93664	-0.65575
Ephb6	-0.57618	-0.25866	 -1.1059	-0.79615	-0.94094	-0.77508
Ehmt1	-0.71695	 -0.3657	  -1.103	-0.95966	-0.87885	-0.55117
Hoxa4	-0.79763	-0.19783	-0.91682	-0.53868	 -1.1035	-0.60405
Ints3	-0.78317	-0.40417	 -1.0009	-0.68258	 -1.0779	-0.52152
Mira	-0.75735	-0.18092	-0.95257	-0.73114	 -1.0606	-0.83663
Pex11a	-0.96036	-0.20608	-0.96296	-0.63833	 -1.1272	-0.86928
Chst12	-0.39669	-0.10503	 -1.3359	-0.73593	-0.87688	-0.79264
Gon4l	 -0.36616	-0.021925	  -1.1815	  -0.7971	 -0.76714	 -0.61517
Gpaa1	-0.29258	-0.26139	 -1.0662	 -1.0781	-0.74076	-0.74715
Mrpl28	-0.44088	 -0.1217	 -1.1441	 -1.0498	-0.82161	-0.77386
Lrrc45	 -0.39969	0.0031618	  -1.3301	 -0.92599	   -1.158	 -0.83981
Fam13a	 -0.65803	-0.072112	  -1.1821	 -0.99484	 -0.68796	 -0.51347
Ipo9	-0.56784	-0.18226	-0.94469	 -1.1586	-0.68131	-0.46876
Rilpl1	-0.85109	-0.16435	 -1.1998	-0.72958	-0.74183	-0.50744
Suclg1	-0.65182	-0.22897	 -1.0422	 -0.7476	-0.69954	-0.46879
Tubgcp5	 -0.57372	-0.082355	  -1.1523	 -0.61051	 -0.79285	 -0.57887
Ap3s2	  -1.0084	-0.022141	   -0.929	 -0.95322	  -1.2583	 -0.35072
Pnpo	  -0.832	-0.13991	-0.88342	-0.76897	 -1.1792	-0.36585
Cnpy4	  -1.0188	-0.071849	 -0.72914	 -0.54902	 -0.74613	 -0.33187
Tssk4	  -1.0775	-0.029365	 -0.84504	 -0.47469	 -0.97826	 -0.23544
Firre	   -0.914	-0.074544	  -1.1385	 -0.50033	 -0.67445	 -0.22384
Arrdc2	 -0.89508	0.0090504	  -1.2922	 -0.44689	  -1.2474	 -0.43972
Chmp6	 -0.70521	-0.092415	  -1.0977	 -0.41177	 -0.98192	 -0.40163
Fam73a	 -0.7553	-0.18141	 -1.1946	-0.33931	 -1.1774	-0.35702
Mir3095	-0.85408	0.016116	 -1.0917	-0.55686	 -1.0354	-0.24489
Spata24	-0.54439	 0.05977	 -1.3135	 -0.5963	 -1.3388	-0.40696
Thap11	-0.32498	0.010374	  -1.302	-0.52987	 -1.1579	-0.24724
Bcs1l	 -0.69664	-0.040111	 -0.91062	 -0.21193	  -1.1831	 0.038563
Nsun5	 -0.51662	-0.020742	 -0.95349	 -0.25899	  -1.2216	 -0.37412
Glrx5	-0.64614	 0.14913	 -1.2412	-0.16216	-0.81273	-0.29538
Bbs9	  -0.4965	 -0.38833	  -1.0644	 -0.44982	 -0.62127	-0.017711
Tmem18	 -0.44697	 -0.37967	  -1.1558	 -0.29315	 -0.80165	-0.021613
Mrpl13	-0.55598	-0.28215	 -1.0308	-0.38152	 -1.0068	-0.15234
Trim29	-0.46118	-0.49261	 -1.1952	-0.48167	-0.97688	-0.30533
Polg2	   -0.7016	  -0.48348	    -1.009	  -0.67038	   -1.1008	-0.0054643
Smpd5	-0.86526	-0.51679	 -1.0181	-0.58661	 -1.1075	-0.13777
Frs3	-0.16474	-0.24906	  -1.274	-0.88445	 -0.7911	 0.13734
Hdac10	-0.37731	-0.36851	-0.95842	-0.88294	 -1.1968	 0.19248
Zfp618	-0.50033	-0.52478	  -1.141	 -0.7551	-0.84521	 0.13481
Nup107	-0.26661	-0.49595	 -1.1094	-0.37023	-0.94936	  0.2943
Zfp579	-0.16245	 -0.3721	-0.95962	-0.39196	 -1.0863	  0.1448
Abhd6	-0.48533	-0.27256	 -1.1361	-0.32954	 0.06828	-0.50742
Amot	 -0.34167	 -0.44635	  -1.1176	 -0.41457	-0.012879	 -0.53514
Fam35a	-0.45047	-0.46948	 -1.2034	-0.54035	-0.06325	-0.60356
Rab4b	 -0.1879	 -0.3053	 -1.0722	-0.33151	-0.13486	-0.57881
Arl6ip4	-0.22851	-0.54336	 -1.1559	-0.63871	  -0.393	-0.55812
Rtn4ip1	-0.25305	 -0.5551	 -1.1083	-0.53643	 -0.1909	-0.61502
Mrpl18	-0.048586	 -0.50353	  -1.0975	 -0.44547	 -0.29278	 -0.57437
Bcl2	-0.57638	-0.69835	 -1.0411	-0.59899	-0.11012	 -0.7861
Shkbp1	-0.46052	-0.65934	 -1.0471	 -0.4209	-0.14943	-0.84178
Scmh1	-0.30656	-0.72168	 -1.0118	-0.47715	-0.49376	-0.56427
Smco4	-0.52997	-0.71353	 -1.0514	-0.55102	-0.39691	-0.81986
Zfp692	-0.43421	-0.54113	 -1.0012	-0.54025	-0.52074	-0.81721
Dyrk1b	-0.59067	-0.24784	 -1.0511	-0.52431	-0.29084	-0.47898
Nt5c3b	-0.52706	-0.40459	 -1.0986	-0.64241	-0.23988	-0.48561
Tbrg1	  -0.596	 -0.2716	 -1.0853	-0.88154	-0.15366	-0.33669
Plekha1	 -0.6194	-0.37822	 -1.3124	-0.85806	-0.20701	-0.62891
Egr4	-0.18822	-0.65379	 -1.5349	-0.41522	-0.19518	-0.70394
Kdelc2	 -0.1956	 -0.5123	 -1.3697	-0.17794	-0.28619	-0.73267
Hist2h2ab	0.030348	-0.57966	 -1.1616	 -0.3171	 0.11533	-0.85158
Aldh4a1	-0.35561	-0.18746	 -1.2736	0.081112	-0.45679	-0.92739
Tmem8	-0.37516	 -0.4862	 -1.1276	0.034969	-0.22591	 -1.0161
Ccser1	-0.13404	-0.21921	 -1.3292	-0.24665	-0.52345	 -1.1938
Anxa6	 -0.1934	 -0.1645	 -1.0757	-0.65465	-0.46319	-0.76407
Lpcat4	  -0.185	-0.12684	 -1.2488	-0.62033	-0.28723	-0.89622
Armc10	-0.23082	-0.36883	  -1.156	-0.84493	-0.41521	-0.72481
Maz	-0.28722	-0.33862	 -1.0894	-0.83475	-0.51562	-0.92138
Bcl9	-0.32345	-0.26029	 -1.3149	-0.59221	-0.60816	 -1.0646
Hsh2d	-0.34247	 -0.4835	 -1.2551	-0.61252	-0.58895	 -1.1609
Nup210	-0.35016	-0.38996	 -1.1934	-0.70677	-0.57227	 -1.1869
Mcm3	-0.29028	-0.59024	 -1.1891	-0.56872	-0.64872	   -1.11
Prr3	-0.27895	 -0.3413	   -1.48	-0.82568	-0.71078	 -1.0805
Ddi2	-0.19644	-0.66898	 -1.1346	-0.80342	-0.76198	 -1.0528
Apeh	-0.50223	-0.50415	 -1.4052	 -0.4172	-0.54251	-0.71712
Wdfy4	-0.43545	-0.51124	 -1.4504	-0.57985	-0.77589	-0.75869
Arrdc1	 -0.3548	-0.31793	 -1.3094	-0.13849	-0.67413	-0.89788
Nxn	-0.52212	-0.39832	 -1.1671	-0.14841	-0.75306	-0.70496
Numb	-0.35417	-0.27945	 -1.0578	-0.33332	-0.40665	-0.74519
Btrc	-0.46716	-0.35495	 -1.0086	 -0.2013	-0.99296	 -0.7551
Mylpf	-0.56143	-0.34955	 -1.1277	-0.25304	  -1.065	 -1.0208
Pdrg1	-0.63662	-0.29084	 -1.0387	-0.38653	 -1.0741	-0.85333
Aldh1b1	-0.73939	-0.45696	 -1.1422	 -0.4493	-0.72111	-0.96825
Aplnr	-0.79533	-0.40865	 -1.1104	  -0.307	-0.78992	 -1.2775
Lancl1	-0.88111	-0.59335	 -1.0309	-0.21079	-0.42427	 -1.2569
Limk2	-0.61321	-0.27765	 -1.2457	-0.97743	-0.17066	 -1.1972
Mvb12a	-0.52229	-0.35403	 -1.1145	-0.60045	-0.34726	 -1.1049
Ogfrl1	-0.63824	-0.41795	-0.90137	-0.55195	-0.13834	 -1.2046
Slc35g1	-0.87689	-0.37507	 -1.1656	-0.53962	-0.36808	 -1.1054
Tsc22d4	 -0.7187	-0.33474	 -0.8418	-0.81924	-0.51261	  -1.097
Msl3l2	 -1.1705	 -0.2182	 -1.2567	-0.65577	-0.11347	  -1.045
Adck5	-0.12638	-0.47198	 -1.1812	-0.93375	-0.40356	-0.37226
Mrpl2	-0.26313	-0.52238	 -1.0635	-0.90839	-0.56783	 -0.3211
Hist1h2an	-0.21396	-0.74231	  -1.257	-0.95662	-0.44621	-0.44105
Capn15	-0.53329	-0.52687	 -1.0122	-0.88082	-0.44957	-0.41374
Tfrc	-0.47809	 -0.5783	 -1.0084	-0.85191	-0.71567	-0.40189
Mir7042	-0.40444	-0.75287	 -1.1372	-0.79747	-0.59154	-0.52945
Ttc37	-0.38141	-0.66726	  -1.165	 -0.8318	-0.55569	-0.34853
Ppp5c	-0.28309	-0.56998	 -1.2494	-0.81499	-0.11278	-0.35746
Zfp442	-0.47817	-0.71659	 -1.3217	-0.67288	 -0.2882	-0.30617
Cenpu	0.068355	-0.81914	 -1.1381	-0.78612	-0.11116	-0.23201
Myg1	 -0.08608	 -0.47789	  -1.3307	  -1.0185	-0.029312	 -0.05829
Tmem245	-0.045729	 -0.45605	  -1.3252	  -1.0275	 -0.22633	  -0.3692
Flywch2	-0.053672	 -0.56257	  -1.2153	  -0.5962	 -0.69374	 -0.17265
Lrrc2	  0.17437	 -0.54886	  -1.0961	 -0.41953	 -0.59651	-0.040092
Rcbtb1	-0.077869	 -0.34655	  -1.2819	 -0.64243	 -0.48594	 -0.31288
Tipin	 0.02986	-0.39177	 -1.0823	-0.60172	 -0.2928	-0.25598
Ttc30b	-0.057628	 -0.23581	  -1.6263	  -0.4611	 -0.47885	 -0.32702
Bcat2	 -0.36695	-0.071477	  -1.2752	 -0.73941	 -0.35911	 -0.51317
