	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage
Asgr2	-0.043946	 -0.55265	 -0.16951	 -0.88509	  -2.5188	 -0.46532
Mns1	 -0.4428	-0.49525	-0.28756	-0.64542	 -2.1978	-0.62555
Spc24	 -0.5105	-0.78669	-0.29238	-0.83703	 -2.2128	-0.44251
Tmtc4	-0.27642	-0.81242	-0.31848	-0.71935	 -2.0336	-0.45124
B3galnt1	-0.30117	-0.73491	 -0.3647	 -0.4773	 -2.1566	0.022242
B3galt6	-0.049781	 -0.70159	  -0.5216	 -0.77792	  -2.3315	-0.091621
Cpox	-0.29866	-0.56193	 -0.2886	-0.75242	 -1.8613	 0.19801
Whrn	-0.26194	-0.71565	-0.49227	-0.73589	 -1.8495	-0.21835
Ifrd2	-0.12552	 -0.4066	-0.79279	-0.68303	 -1.9194	-0.47351
Lsm3	-0.40951	-0.27847	-0.50402	-0.63616	 -1.8733	-0.49199
Zscan20	-0.34289	-0.24866	-0.52942	 -1.1242	 -2.1494	-0.63246
Adam33	 -1.0483	-0.72531	-0.47478	-0.33321	 -1.6703	-0.98838
Ankrd39	 -1.2387	-0.48889	-0.75393	-0.21117	 -1.6572	-0.78353
Zfp184	-0.83069	-0.52567	-0.20426	-0.33111	 -1.4142	 -1.0965
Cenph	 -0.52192	 -0.46621	 -0.46185	-0.052398	  -1.6444	  -1.2057
Fam57a	   -0.7203	  -0.35879	  -0.61847	-0.0079386	   -1.3888	  -0.88473
Gm973	-0.76136	-0.48366	-0.98953	 -0.1135	 -1.5192	 -1.0686
Dhrs13	 -0.54593	-0.064544	 -0.66865	 -0.54669	  -1.5177	  -1.4773
Trim45	-0.86093	-0.13616	-0.56141	-0.21353	 -1.5529	 -1.4713
Prss36	-0.91697	-0.48026	 -0.9937	-0.32891	 -1.5524	 -1.5473
Ampd2	-0.64793	 -0.4604	-0.23107	-0.48811	  -1.625	-0.72021
Fdxr	 -0.67743	 -0.23804	-0.056159	 -0.33507	  -1.7363	 -0.62013
Tex9	 -0.8973	-0.48883	 0.05778	-0.45157	 -1.6005	-0.39398
Mcm8	-0.67557	-0.75838	-0.10839	-0.12366	 -1.7175	-0.57466
Fcer2a	-0.24276	-0.88183	 0.20978	-0.33451	 -1.2537	-0.75301
Slain1	-0.034458	 -0.66585	  0.19347	 -0.21136	  -1.4862	 -0.80636
Olfr433	-0.43658	-0.95917	0.093504	-0.70681	 -1.4336	 -1.0677
Phf11a	-0.39762	 -0.7241	0.035377	-0.39625	 -1.6117	 -1.0908
Sez6l2	-0.61541	 -1.0853	 0.19434	-0.40673	 -1.5371	-0.84668
Zfp473	-0.57505	-0.95096	   0.148	-0.45708	 -1.4467	-0.54301
Ccdc142	 -1.0739	-0.72321	0.080442	-0.91977	 -1.8151	 -1.3261
Cenpv	  -0.6507	 -0.50578	0.0028846	  -0.6729	  -1.5107	  -1.4397
Ldoc1l	-0.61871	-0.92689	 -0.1382	-0.74267	 -1.4724	 -1.4348
Hist1h1a	-0.66906	 -1.0404	-0.33205	-0.36497	 -1.3969	 -1.5188
Cenpt	-0.34662	 -1.1585	-0.57732	-0.37255	  -1.662	 -0.7281
Hist1h2ai	-0.54874	-0.84025	-0.49404	-0.56318	 -1.4939	-0.75496
Hist1h3c	-0.54835	 -1.0048	-0.45509	-0.54743	 -1.5067	 -1.1232
Hist1h4k	-0.60965	-0.97849	-0.59347	-0.59404	 -1.7838	-0.97609
Pex26	-0.53249	 -0.6274	-0.29934	-0.90178	 -1.8247	 -1.0154
Polh	 -0.7463	 -0.7903	-0.26528	-0.73041	  -1.561	 -1.0227
Hist1h2bf	-0.71006	 -0.8454	-0.30413	-0.37281	  -2.036	-0.97661
Tpx2	-0.70496	-0.87293	-0.43234	-0.43383	 -2.0345	 -1.0731
Tgtp1	 -0.60934	 -0.73596	0.0011144	 -0.46959	  -2.2979	  -1.0254
Ung	 -0.82319	 -0.76053	-0.015739	 -0.79003	  -2.1726	  -1.0818
Carns1	 -0.40105	0.0032855	-0.092104	 0.011393	  -1.7239	 -0.98903
Smim12	-0.23003	-0.31075	 0.30425	-0.10596	 -2.0587	-0.89805
Gipc1	-0.61892	-0.15612	 0.14744	-0.54197	 -2.1234	 -1.1126
Smyd4	-0.55614	-0.67227	 0.25611	 -0.2487	 -2.1192	 -1.5983
Apitd1	-0.64506	 0.21381	-0.41798	-0.58448	 -1.7723	-0.44256
Lrrc14	-0.47568	 0.26379	-0.38283	-0.50091	 -2.0618	-0.37646
Nipsnap1	-0.30594	 0.55958	-0.13528	0.061195	 -1.8665	-0.44371
Nr2c2ap	-0.60303	 0.71526	-0.53534	 -0.1383	  -1.591	-0.54317
Fsip1	-0.064836	   0.1672	 -0.37177	 -0.14972	  -1.7045	 -0.45673
Tamm41	-0.038905	  0.20249	 -0.69027	 -0.17202	  -1.7195	0.0003158
Brf2	-0.19919	 0.45555	-0.28018	-0.49971	 -1.2023	-0.57715
Scd4	-0.28694	 0.31516	-0.58338	-0.51296	 -1.5191	-0.54985
Tctn2	-0.68122	 0.36708	-0.34379	-0.47149	 -1.0836	-0.76184
Cacnb1	-0.47574	 0.80515	-0.46614	 -0.4238	 -1.1487	-0.50788
Synpo	-0.26445	 0.95394	-0.60861	-0.21493	 -1.0476	-0.15753
Mccc1	-0.23206	 0.70029	-0.37371	 0.02069	 -1.0664	-0.53397
Gm9920	-0.97374	 0.72152	-0.34508	0.032045	 -1.1949	-0.31563
Creld1	-0.16206	 0.10235	 0.19022	-0.70666	 -1.0973	-0.48746
Hist2h2ab	 -0.48935	-0.089772	  0.17978	 -0.66623	  -1.0922	 -0.49184
Reck	-0.50322	 0.15432	-0.14484	-0.80044	 -1.0674	-0.43526
Zfp398	 -0.40443	-0.065408	  0.25066	  -1.1273	 -0.90277	 -0.23274
Dennd2c	-0.71376	 0.13503	 0.38591	-0.31853	 -1.1818	-0.10218
Esam	-0.45221	 0.15752	 0.58231	-0.41836	 -1.2667	-0.22285
Hes7	-0.31843	 0.31702	 0.78506	-0.33942	 -1.0186	 0.11581
Gm5113	-0.00565	 0.75972	  0.1477	-0.76733	 -1.0162	-0.45193
Tomt	-0.10806	 0.56744	 0.34022	-0.18768	 -1.0858	-0.58097
Abhd11os	-0.95085	 -1.0122	-0.62934	 -0.9827	-0.87692	-0.17726
Gin1	-0.78197	 -1.0017	-0.50274	-0.71363	-0.69066	-0.28678
Guca1b	-0.83265	 -1.0045	-0.65455	-0.67902	-0.54145	-0.14289
Art2a-ps	-0.66234	 -1.1016	-0.48898	  -1.052	-0.71103	-0.53055
Lmln	-0.63694	 -1.0386	-0.46349	  -0.992	-0.58341	-0.39745
Bmf	-0.74637	 -1.2315	-0.73915	 -1.0073	-0.46052	-0.48506
Art2b	   -1.19	 -0.9896	-0.58393	-0.49803	-0.96168	-0.47734
Mir6920	 -1.2353	 -1.1139	-0.64006	-0.67767	-0.65849	-0.34481
Mfap4	 -1.0277	 -1.3585	-0.60549	-0.78668	-0.99797	-0.31442
Adrb1	  -1.2237	  -1.1089	-0.078449	   -1.082	 -0.87014	 -0.34355
Hpse2	 -1.1273	 -1.0801	-0.09768	-0.99231	-0.95506	-0.31158
Rab38	-0.81906	-0.82613	-0.39093	-0.89936	 -1.0192	-0.51322
Snord57	-0.88311	-0.91446	-0.16039	 -1.1223	  -1.175	-0.42385
Gm12185	-0.85942	-0.67008	0.060224	 -1.3415	 -1.0136	-0.33773
Aldh1b1	 -1.4265	  -1.351	-0.23149	 -0.9074	 -1.1854	-0.12308
Kirrel	 -0.6963	 -1.0109	-0.77181	 -1.3951	 -1.5402	-0.37252
Map10	-0.71829	 -1.0051	-0.47641	 -1.2998	 -1.1268	 -0.0837
Tespa1	 -0.6977	 -1.3432	-0.31435	 -1.2656	 -1.1837	 0.29056
Aim1l	-0.85966	-0.94887	 -1.2716	-0.24762	 -1.1518	-0.57164
Prr15l	-0.58809	 -1.1199	 -1.1249	-0.29112	 -1.2212	-0.65211
Ap5b1	-0.56669	-0.91336	 -1.0149	-0.43986	-0.95105	-0.47119
Fbp2	-0.74257	-0.98899	 -1.0221	-0.32399	 -1.0106	-0.56669
Avpr2	-0.69407	 -1.1518	  -0.951	-0.50225	-0.99078	 -0.9245
Gm572	-0.83261	-0.94494	 -1.0046	-0.45552	-0.95756	 -0.9404
Jsrp1	-0.73751	 -1.0061	-0.97404	-0.50379	-0.90761	-0.84867
Klhl18	-0.68754	-0.94527	-0.93203	-0.47729	 -1.0125	-0.80077
Oaz3	-0.77706	-0.97304	-0.96647	-0.53431	 -1.0324	-0.72987
Svep1	-0.85261	 -1.1676	 -1.1661	 -0.5496	 -1.0961	-0.67114
Gtf2ird2	-0.70749	-0.65315	-0.91467	-0.59215	 -1.0941	-0.78959
Stat2	 -0.6761	-0.61979	-0.96942	-0.41129	 -1.1536	-0.85647
Hmga2	-0.76125	-0.79316	-0.85263	-0.40925	 -1.0727	-0.88086
Mks1	 -0.9225	-0.70341	-0.75548	-0.37849	 -1.1274	-0.84911
Zfp316	-0.70098	-0.74291	-0.81249	-0.29961	 -1.0355	-0.69769
Ybey	 -0.9479	 -0.8435	-0.95273	-0.31526	 -1.2106	-0.85423
Cenpe	 -0.7881	-0.86622	-0.54874	-0.44955	 -1.0085	-0.54616
Pigr	-0.84554	 -1.0741	-0.58855	-0.52874	 -1.0994	-0.79922
Elf3	 -1.0266	 -1.0375	-0.62184	-0.24767	-0.84994	-0.73682
Ankrd23	  -0.794	 -1.1921	 -0.8378	-0.48323	-0.81743	 -1.1398
Cep152	-0.79856	-0.79078	 -0.7099	-0.38623	-0.74388	 -1.0439
Cep57l1	-0.57198	 -1.1508	-0.55218	-0.40326	 -1.0233	 -1.1666
Pold1	-0.46434	-0.91199	-0.51935	-0.31139	-0.81476	 -1.2836
Zfp831	-0.34338	 -1.1701	-0.44036	-0.40551	-0.83967	-0.90523
Gtf2h3	 -0.3944	 -0.6878	 -0.3206	-0.47936	 -1.0165	 -1.0359
Rae1	-0.47713	-0.76932	-0.48299	 -0.6023	  -1.046	-0.94155
Taf6	 -0.7492	-0.84112	-0.52157	-0.36665	 -0.9629	 -1.0612
Tctn1	-0.58343	-0.90507	 -0.5069	-0.37952	 -1.0553	-0.86588
Necab2	-0.48304	 -1.1634	-0.63724	-0.69912	 -1.1625	 -1.0069
Pnp2	-0.45716	-0.96409	  -0.744	-0.39828	 -1.2491	-0.76644
Tmem138	-0.51508	-0.93764	-0.66798	-0.50761	 -1.3781	-0.78303
Rad50	-0.61082	  -0.914	-0.70541	-0.50743	 -1.1298	-0.87512
Ticrr	-0.52081	-0.91353	-0.68802	 -0.6268	 -1.1145	-0.93435
Mttp	-0.68569	 -0.8654	-0.89327	0.012432	 -1.6051	-0.85454
Npm3	-0.83398	 -1.0028	-0.96363	0.056135	 -1.3558	-0.71655
Slc25a22	-0.76416	-0.84751	-0.75932	0.025208	 -1.0565	-0.81718
Arid3b	 -0.9607	-0.94458	-0.68364	-0.85415	 -1.4991	-0.70706
Ovca2	-0.95094	-0.69194	-0.69478	-0.86236	 -1.4683	-0.91425
Dnaja4	 -1.1771	-0.82285	-0.70162	-0.52827	 -1.3965	-0.80184
Fabp2	 -1.2722	-0.62506	-0.77474	 -1.0105	 -1.3002	-0.54323
Tsen15	 -1.3788	-0.54587	-0.62747	-0.66861	 -1.1658	-0.96563
Dennd6b	 -1.0753	-0.72701	-0.45927	-0.72214	 -1.2734	-0.61359
Lrrc56	  -1.197	-0.65585	-0.40656	-0.78176	 -1.2714	-0.40824
Gm16897	-0.94347	-0.65289	-0.33017	-0.51749	 -1.1067	-0.47232
Pxylp1	 -1.2522	-0.69157	-0.35725	-0.36015	 -1.0868	-0.72147
Bbs1	 -1.0112	 -1.0418	-0.17893	-0.72456	 -1.0864	-0.93859
Gm20753	 -1.0923	-0.85527	-0.26584	-0.66917	  -1.001	 -0.7251
Rpusd1	 -1.2869	-0.94885	-0.44839	-0.69064	 -1.0376	-0.82858
Bcl2a1c	 -1.0262	-0.79852	-0.49704	-0.85082	-0.93392	  -0.852
Mir1945	-0.95945	-0.95931	-0.47224	-0.83793	 -1.0341	-0.73648
Fabp6	 -1.1298	 -1.1462	-0.67512	 -0.9532	 -1.0618	-0.88409
Marc1	 -1.0391	 -1.0211	 -0.5428	  -1.038	 -1.0347	-0.81976
Dtx3l	-0.61205	-0.81327	-0.80053	-0.88993	 -1.1138	-0.84672
Fpr1	 -0.6649	-0.66359	 -0.6382	-0.90917	 -1.2089	-0.79111
Mrps35	-0.62642	-0.71718	-0.65409	-0.81726	 -1.2271	-0.73531
Irgm2	-0.72919	-0.75961	-0.88016	 -1.1494	 -1.0976	-0.83962
Gbp11	-0.65442	-0.95207	-0.67851	-0.90505	 -1.0206	-0.76276
Rwdd2a	-0.68212	-0.98073	-0.52737	-0.80528	 -1.0134	 -0.8537
Qprt	 -0.6464	  -1.088	-0.63708	-0.74333	 -1.1203	-0.74853
Traf3ip3	-0.73579	-0.91594	-0.33132	-0.75736	 -1.0674	 -0.8781
C3ar1	  -1.041	 -0.6805	-0.24135	-0.63983	 -0.5263	 -0.4189
Cdca7	 -1.1169	-0.86166	 -0.1976	-0.61888	-0.62594	-0.59391
Snora70	 -1.0856	-0.57048	-0.49436	-0.72963	-0.43911	-0.56041
Slfn5	 -1.0118	-0.86907	-0.48361	-0.88693	-0.66172	-0.53445
Cebpa	 -1.3056	-0.66871	-0.59345	-0.41426	-0.78799	-0.74267
Parp12	 -1.3273	 -0.5667	-0.83407	-0.46635	-0.90753	-0.66617
Tnni1	  -1.032	-0.67013	-0.67367	 -0.5118	-0.70645	-0.62927
Tnfsf9	 -1.0484	-0.55653	-0.41034	-0.20074	-0.58409	-0.54007
Mast3	-0.90893	-0.66241	-0.38457	-0.50162	-0.72357	 -1.0085
Zfp637	 -1.2198	 -0.4684	-0.32286	-0.40938	-0.74002	 -1.0034
Csf1	-0.98611	  -1.476	 -0.4021	-0.29678	 -1.0758	-0.63898
Isg15	 -1.1103	  -1.437	-0.66484	-0.39261	-0.97251	-0.47456
Fam13a	 -1.0848	 -1.1792	-0.70963	-0.31419	 -1.1956	-0.55371
Unc13a	 -1.1561	 -1.1681	 -1.0069	-0.33116	 -1.3077	-0.63853
Fanca	-0.86947	 -1.2362	-0.90739	-0.46074	 -1.4027	-0.38938
Naprt1	 -1.2281	-0.86112	 -1.3995	-0.15329	  -1.212	-0.22312
Smc1b	 -1.1995	 -1.2457	 -1.1938	 -0.3573	 -1.0381	-0.33712
Arvcf	   -0.83	 -1.0646	-0.21245	-0.66624	 -1.3986	  -1.139
Cd3d	-0.80922	 -1.1554	-0.15481	-0.81011	 -1.1727	 -1.0954
Plekhg5	-0.6402	-1.0103	-0.1586	-0.5026	-1.3291	-1.0312
Rnu11	-0.54732	 -1.0418	-0.24856	-0.67247	 -1.2214	 -1.0391
Pml	 -1.0419	 -1.3238	 -0.3874	-0.42529	 -1.0243	 -1.1049
Echdc3	-0.79535	-0.97788	-0.14111	-0.97782	 -1.0555	-0.79718
Fsbp	 -0.73428	  -1.0792	-0.012084	  -0.9681	 -0.96783	 -0.90979
Engase	  -1.0522	 -0.93754	-0.033251	 -0.99442	 -0.83515	  -1.1064
Tubb1	-0.94891	-0.94913	-0.16647	 -1.0084	-0.77088	  -1.186
Igf2bp3	-0.70745	-0.90319	 0.19346	-0.80393	-0.71211	 -1.0604
Card6	-0.44599	 -1.2067	-0.29011	 -1.3082	  -1.101	  -1.174
Gbp5	 -0.2375	 -1.2097	-0.49644	-0.94964	-0.91464	  -1.132
Dtx1	-0.33218	-0.91231	-0.37514	 -1.2414	-0.92185	-0.71045
Cdkl4	  -0.808	 -1.2757	-0.13153	-0.60254	 -1.3292	-0.59259
Hsd11b2	  -0.639	 -1.1076	-0.48079	-0.38804	 -1.2916	-0.64897
Slc6a13	-0.68647	 -1.2567	-0.41276	-0.48769	 -1.4398	-0.69486
Ddr1	-0.82191	 -1.3054	-0.46249	-0.87585	 -1.4267	-0.51889
Hist1h2bk	-0.68421	 -1.1203	-0.59374	-0.94705	 -1.5701	-0.57203
Hist1h3g	 -1.0596	 -1.3309	-0.57766	 -0.7179	 -1.6566	-0.49592
Prdm16	-0.54956	 -1.3194	-0.11022	 -1.0063	 -1.4859	-0.70574
Hist1h4f	 -1.0392	 -1.0749	0.057584	-0.21464	 -1.4955	-0.87836
Nudt7	 -1.3666	 -1.3848	-0.18451	-0.42927	 -1.6046	-0.47385
Bcas1	-0.40342	  -1.234	-0.51372	-0.61392	 -1.0811	-0.63328
Bub1	-0.26187	 -1.0296	-0.47413	-0.56206	-0.95404	-0.35022
Ccna2	-0.27417	-0.83559	-0.41209	-0.36094	 -1.2382	-0.44818
Hist1h4i	-0.52388	-0.86881	-0.34971	-0.26762	 -1.3182	-0.56312
Cdca5	-0.35147	-0.93554	-0.43963	-0.56841	 -1.2269	-0.61052
Tti1	-0.48368	-0.79908	-0.38725	-0.48427	 -1.0675	-0.66989
Nit1	-0.50738	-0.85164	-0.36323	-0.24538	 -1.0204	-0.14718
Xrcc6bp1	 -0.42398	 -0.87642	 -0.17573	-0.096266	  -1.2198	 -0.35827
Nup107	-0.28982	  -1.004	-0.13619	-0.40088	-0.93659	-0.20377
Exosc5	-0.11635	-0.60937	-0.13833	-0.15212	 -1.0008	-0.83567
Zfp422	-0.16178	-0.77378	-0.19779	-0.27465	 -1.0901	-0.61224
Ighmbp2	 -0.2957	-0.63078	 0.07047	0.037715	 -1.0269	-0.82254
Hist1h2bj	-0.33317	-0.90643	-0.40413	-0.14605	 -1.0264	 -1.0129
Ntpcr	 -0.45046	 -0.80517	 -0.27016	-0.087143	  -1.0683	 -0.85147
Rcsd1	-0.47629	 -1.0041	-0.22579	-0.20351	 -0.9704	-0.91961
Cr2	-0.61396	 -1.2474	-0.37121	 -0.3488	 -1.0743	-0.60552
Nudt13	-0.62677	 -1.2019	-0.31076	-0.52377	-0.84854	-0.49527
Tmem41a	-0.71475	 -1.2381	-0.19985	-0.33046	 -0.7852	-0.65666
Fam171a2	-0.90572	 -1.1166	0.043027	-0.23128	-0.98239	-0.30196
Zfp14	   -0.7697	   -1.1683	-0.0086092	  -0.24401	  -0.95174	  -0.52966
Selenbp1	-0.74947	 -1.1933	 0.10412	-0.33579	-0.74004	-0.42696
Ncr1	 -0.71322	   -1.282	-0.098131	 -0.53564	  -1.0329	 -0.21086
Nop2	  -1.0031	 -0.82976	-0.040526	 -0.11621	 -0.93354	 -0.53515
Gbgt1	-0.57085	 -1.2238	  0.2722	-0.43777	 -1.0893	-0.49151
Rasd2	-0.39911	  -1.423	 0.27796	-0.22048	 -1.0478	-0.33607
Tas1r3	-0.51261	 -1.3436	 0.47502	-0.18305	 -0.7596	-0.13851
Adtrp	 -0.90319	 -0.88304	   -1.002	-0.044029	 -0.95046	 -0.38146
Nynrin	 -1.0358	 -1.0748	 -1.0219	 0.19248	-0.67841	-0.39368
S1pr2	-0.88398	 -1.0271	 -1.1805	-0.15877	-0.50914	 -0.5881
Xkr5	-0.88221	 -1.0748	-0.94242	-0.10838	-0.43325	-0.70802
Emilin1	 -0.45331	  -1.1457	 -0.76141	-0.067454	 -0.39682	 -0.22782
Zfp420	    -0.43	  -1.0585	 -0.94026	 0.090266	 -0.63644	-0.061267
Pcsk9	 -0.45957	  -0.8125	  -1.3035	-0.063274	 -0.45174	 -0.10873
Samd15	-0.40782	-0.99282	 -1.0403	0.022183	-0.65947	 -0.5093
Tnnt1	-0.41167	 -0.8989	 -1.2396	0.077257	-0.77375	-0.46076
Tm4sf20	-0.31719	-0.68393	 -1.0072	 0.17726	-0.56853	-0.34442
Bcl7a	-0.44968	 -1.5322	-0.41303	-0.31786	-0.30147	-0.95107
Mgat1	-0.56244	  -1.262	-0.34846	-0.27119	-0.44254	 -0.6063
P2rx1	-0.69045	 -1.5353	-0.31131	-0.29055	-0.35613	-0.41463
Brip1	-0.63581	 -1.0559	-0.48607	-0.50966	 -0.4294	-0.78988
Tagap	-0.70359	 -1.1735	-0.63704	-0.57691	-0.30385	-0.73613
Cldn15	 -0.6097	 -1.0555	-0.90213	-0.52235	-0.41124	-0.75847
Hist1h2bn	-0.77227	 -1.3442	-0.69447	-0.45455	-0.23623	-0.87571
Tmem181c-ps	-0.79003	 -1.2927	-0.74492	-0.30061	-0.44339	-0.80707
Bub1b	-0.41635	 -1.0557	-0.74786	-0.39727	-0.61346	-0.69994
Rft1	-0.23731	 -1.0587	-0.86822	-0.35287	-0.87802	-0.68117
Tnfrsf13b	-0.55135	 -1.1373	-0.73944	-0.21709	-0.79594	-0.38383
Zfp870	-0.27361	 -1.0459	-0.84353	-0.19892	-0.29855	-0.72097
Acot7	-0.48452	-0.51014	-0.85561	-0.78607	 -1.1111	-0.33899
Mir1907	-0.44549	-0.38487	-0.82023	-0.89925	 -1.0104	-0.19631
Col9a3	-0.48529	 -0.4434	-0.91158	 -1.0315	-0.82855	-0.45155
Fkbpl	-0.24787	-0.41027	-0.88255	  -1.147	-0.91997	-0.25767
Coa3	-0.16105	-0.50009	 -1.1087	-0.95006	 -1.1062	-0.51951
Gnat2	-0.33321	  -0.491	 -1.1105	-0.95153	 -1.1591	-0.37849
Ccr4	-0.36259	 -0.7335	-0.86954	 -1.3135	  -1.089	-0.24607
Nuak1	-0.32112	-0.99656	 -1.2649	 -1.2393	 -1.1507	-0.38498
Efcab5	-0.37919	-0.82233	 -1.1525	 -1.0412	-0.77254	0.012121
Ccdc181	 -0.7521	-0.57685	 -1.1453	-0.79016	 -1.4215	-0.22549
Hras	  -0.5977	 -0.56009	   -1.041	 -0.62468	  -1.2987	-0.049208
Nuf2	 -0.58906	 -0.64439	 -0.88219	 -0.61202	  -1.3047	-0.094427
Mst1r	-0.86291	-0.50941	  -1.024	-0.64563	 -1.0665	-0.14344
Creb3l3	-0.75455	 -1.0392	-0.94696	  -0.914	 -1.1521	-0.34466
Dyx1c1	-0.88511	-0.81169	-0.92844	-0.93281	 -1.2188	-0.39022
Lta	-0.89436	-0.97076	-0.90557	  -1.056	-0.93786	-0.45414
Mycl	 -0.7925	-0.64636	-0.86519	-0.89764	 -1.0086	-0.35419
Sass6	-0.88005	-0.47637	 -1.0691	-0.96254	 -1.1324	-0.47231
E2f8	-0.78828	-0.85163	-0.94966	-0.58141	 -1.3503	-0.58525
Nsun5	-0.80918	-0.81433	 -1.1335	-0.73102	 -1.1582	-0.47151
Ppp1r1b	-0.95745	-0.92225	-0.87613	-0.76128	 -1.1589	-0.72114
Cd209c	 -0.81515	  -0.8781	  -1.1402	 -0.58229	 -0.43777	-0.059661
Mbd4	-0.77702	-0.86055	 -1.0015	-0.61741	-0.73068	-0.12789
Olfml3	-0.62561	 -0.7379	 -1.2757	 -0.6215	-0.43754	  0.2928
Cd300lf	 -0.22949	 -0.51335	  -1.0454	 -0.57876	  -0.5039	-0.042288
Mir16-1	-0.30796	-0.67609	 -1.1189	-0.59301	-0.36865	-0.21703
N6amt2	 -0.19612	 -0.85599	  -1.0149	 -0.57373	 -0.74753	-0.097097
Chid1	-0.34673	-0.74482	 -1.6037	-0.44627	 -1.1241	 -0.2477
Tnfsf10	-0.57464	-0.66454	 -1.4149	 -0.6418	 -1.0269	-0.34078
Gbp2b	-0.81015	-0.51507	 -1.4485	-0.34024	-0.79049	-0.29342
Rbbp9	-0.66263	-0.71659	 -1.7716	-0.34116	-0.70146	-0.15822
Gm4759	-0.52778	 -1.1974	 -1.3835	-0.39817	 -0.7909	-0.11694
Zfp691	-0.84869	 -1.0929	 -1.4681	-0.46634	-0.79816	-0.19346
Arhgef4	 -0.1514	 -0.5061	-0.86032	-0.16072	 -1.1005	-0.57449
Gm10584	-0.37875	-0.35039	-0.82522	 -0.1699	  -1.047	-0.62048
Lin37	 -0.27008	 -0.38206	 -0.82082	-0.074614	  -1.0574	 -0.91567
Itpk1	-0.35881	 -0.6964	-0.99562	 -0.5477	 -1.0123	-0.67767
Nlrp1a	-0.15883	 -0.5711	-0.80671	  -0.447	 -1.0274	-0.66805
Plekhj1	-0.28473	-0.53219	-0.85527	-0.38946	 -1.0368	-0.44299
Bivm	 -0.3282	-0.46873	 -1.1273	-0.22979	-0.99029	-0.45427
Ddx31	-0.30988	-0.57633	  -1.242	-0.28204	 -0.9735	-0.68215
Dkkl1	0.016148	 -0.5438	 -1.0889	-0.30231	 -1.0193	-0.22117
Spats2	-0.096882	 -0.51089	  -1.1415	 -0.31673	  -1.0227	 -0.41001
Scnm1	-0.15096	-0.32918	 -1.0814	-0.46489	-0.93782	-0.25989
Rmnd5b	-0.37954	-0.53658	 -1.0402	-0.41472	 -1.2955	-0.46335
Tdrkh	-0.54476	-0.33473	 -1.0811	-0.36064	 -1.1775	-0.21189
Fgd1	 0.010455	 -0.59358	 -0.53594	-0.065296	  -1.0947	 -0.39487
Klk8	0.024992	-0.39367	 -0.5496	-0.13161	 -1.0522	-0.51382
Haus5	-0.11416	-0.64351	-0.69609	-0.32587	 -1.1661	-0.35999
Cyb5d2	-0.03623	-0.92384	 -1.3123	-0.29078	-0.83798	-0.76442
Rad51ap1	-0.43163	-0.79115	 -1.2435	-0.58341	-0.70597	-0.67939
Eif2b4	-0.23012	-0.58732	  -1.113	-0.18802	-0.46383	-0.45395
Rab40c	-0.16146	-0.37628	 -1.3905	-0.19259	-0.52624	-0.43473
Gnmt	-0.027327	 -0.69949	  -1.1644	 -0.46121	 -0.76154	 -0.47163
Pik3r6	-0.020491	 -0.47426	  -1.1886	 -0.36536	 -0.71985	 -0.59716
Sufu	-0.15204	 -0.4483	 -1.2429	-0.44797	-0.72751	-0.56501
Tbc1d25	 0.13808	-0.48057	 -1.2547	-0.13146	-0.70759	-0.59816
Fbxo32	 0.19025	-0.73721	 -1.3497	-0.60033	-0.75206	-0.37108
Arl16	-0.57437	0.045906	 -1.2133	 -1.1411	-0.89717	-0.69849
Zfp839	-0.72756	 0.12913	 -1.4529	-0.93058	-0.89791	-0.98961
Cd151	 -0.43644	-0.084816	  -1.1846	   -0.776	 -0.76525	 -0.94171
Dolpp1	-0.51698	-0.21897	 -1.2545	 -0.5645	-0.97918	-0.85919
Tchp	 -0.56392	-0.090817	  -1.2784	 -0.66623	 -0.98192	 -0.99184
Ints3	-0.47453	-0.28058	 -1.0466	-0.64776	-0.58097	-0.76711
Sash3	-0.53124	-0.34362	  -1.007	-0.65635	-0.62592	-0.95042
Timm8a2	-0.66536	-0.17408	 -1.0791	-0.76367	-0.59189	-0.88395
Fgf11	-0.58411	-0.10513	 -1.2593	-0.63075	-0.87563	-0.38298
Rnf214	-0.52313	-0.15305	 -1.0966	-0.48131	-0.69391	-0.47608
Pdss2	-0.58399	 -0.1428	 -1.1325	-0.24973	-0.83543	-0.73824
R3hcc1	 -0.36518	-0.031579	   -1.066	 -0.51316	 -0.73157	 -0.79943
Dgkk	-0.27803	 -0.1324	 -1.1557	 -1.0969	-0.57171	 -1.0029
Siglech	-0.045225	  -0.1831	  -1.2129	 -0.84814	  -0.4567	 -0.93972
Syt11	-0.15956	-0.19053	 -1.0613	-0.92715	-0.68699	-0.54279
Fbxl18	-0.024536	 0.085862	  -1.0386	  -1.1569	 -0.95721	  -1.0093
B3gnt1	-0.50664	-0.15793	-0.63386	-0.87193	 -1.1618	 -0.9591
Gm1976	 -0.5736	-0.39883	-0.76337	-0.79296	 -1.1539	-0.83079
Prss30	-0.73768	-0.27807	-0.77172	-0.86873	 -1.3424	-0.84716
Fam161a	-0.87045	-0.13752	-0.57485	-0.94388	 -1.3532	-0.95113
Hist1h1t	-0.65829	-0.14271	-0.75307	 -1.0242	-0.90595	 -1.0156
